# _root_ Jde zhruba o polovinu Afriky , velkou část Asie , Jižní a Střední Ameriku a Irsko .
#goldHeads=0,4,1,15,4,15,8,15,8,15,12,14,12,15,3,15,0,
#predictedHeads=0,1,1,3,4,15,8,15,8,15,12,14,12,15,3,15,0,
(12,6),(6,11),-0.428619 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.02347 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.672325 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-1.1321 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.290689 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.432895 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.302811 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.235406 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.779854 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.528316 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.567201 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.613688 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.422624 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.485878 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.102262 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),8.26347e-05 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.119527 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.102952 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.77084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-1.04727 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.897037 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.680862 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.00566 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.39741 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.383329 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0821927 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.340222 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.128237 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.120547 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.76899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-1.04707 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.895001 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.679006 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.00362 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.387639 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.565553 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.689947 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.498209 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.478463 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.581083 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.364375 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.380612 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.351522 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.428619 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.76231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.955521 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.02347 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.672325 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.1321 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.935357 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.256653 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.322111 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.717407 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.826035 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.779823 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0429698 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.01958 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.913028 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.919827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0303493 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0710929 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.00719 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.822269 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.22839 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.12571 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.09353 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.698086 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.819871 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.0583 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.986048 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.578411 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.709799 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.17889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.277243 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.029289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0368407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.533275 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.468702 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.84962 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.8283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.826148 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.64153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.640253 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-1.15145 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.404804 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.303529 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-1.04888 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-1.55729 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.805713 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.237174 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-3.04047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-1.80775 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.5546 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-1.30742 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.2104 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.496573 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.236829 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-1.09907 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.417917 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0901861 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.231877 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.956441 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.232198 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),1.2822 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.600604 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-3.26364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.719122 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-2.03092 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.75 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-3.04076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.613341 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.537308 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.639056 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.438078 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.285013 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.514521 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.393164 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.387006 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.224812 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.437124 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.0519216 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.329505 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.0116969 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.48256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.15383 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.786765 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.509537 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.7206 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.629911 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.503599 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.45922 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.321875 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.308914 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.444001 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.231517 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.307224 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.37313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,1),-0.654147 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.603661 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.690385 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.134715 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.308568 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.318614 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.266119 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.0732058 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.231172 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.03321 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.179836 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.155369 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.42967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.0788607 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.641252 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.59091 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.683155 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.488271 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.311982 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.316753 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.26624 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0733265 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0330863 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.180456 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.43069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.513685 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.599889 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.794107 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.592694 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.468353 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.850893 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.683396 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.498333 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.281607 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.511772 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.261683 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.42408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.207312 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.416735 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.49223 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.456061 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.274704 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.551265 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.654362 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.601536 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.717849 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.412514 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.545213 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.406365 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.039216 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.22114 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0197994 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.150938 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.279357 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.189359 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.43262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.080872 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.491895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.373219 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.386296 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.493472 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.22985 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0373946 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.179218 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.260248 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.157194 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.43077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.0788359 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.513685 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.599889 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.794107 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.592694 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.468353 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.640419 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.668479 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.533862 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.390821 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.511772 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.439989 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.801916 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.261683 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.42408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.207312 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.706768 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.295951 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.423724 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0356512 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),0.0987517 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.551234 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.397329 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.438632 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.716561 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.469475 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.332117 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.56409 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.508935 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.476387 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.242035 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.486694 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.162353 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.509997 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0750989 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.23508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.135188 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.504948 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0374692 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.396775 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0144539 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.410769 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.332895 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.0788357 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.240114 # DEPENDENCYPART_GRANDPAR
