# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(8,6),(6,1),-0.0515254 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.171214 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.545368 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.162537 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.247117 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0863573 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.189225 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.760147 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.860018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.673467 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.919807 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.986453 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.02277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.773838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.02618 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.26006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.397277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.23278 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.102164 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.031179 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.293021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.536178 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0267909 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.392918 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.142486 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.385643 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.190017 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.00890243 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.181656 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.526002 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.33308 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.84776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.13429 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.045634 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.348854 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.575622 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.388963 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.1024 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.784403 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.704304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.29923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.152569 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.155959 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.172289 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.606173 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.652153 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.347171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.443383 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.293075 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.444006 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.607439 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0509365 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0699203 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.035261 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.121784 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.482843 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.619716 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.44435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.189794 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),0.00748991 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.555371 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.385933 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.807463 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.551143 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.310817 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.12006 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0897706 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.146039 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.250232 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.467687 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.659161 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.404883 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.65518 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.136736 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.300975 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),1.10955 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.47045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,12),-0.619429 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.576921 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0166883 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.27487 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.15321 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.234563 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.014465 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.327747 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.647983 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.78066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.122251 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.833808 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.743922 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.325754 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.225487 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.062067 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.401149 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.0922129 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.168223 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0390544 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.234142 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.251412 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.117044 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.118622 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0321446 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.442622 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.504671 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.18234 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.044242 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.149031 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0315078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.252375 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.21938 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.7682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0919772 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.419724 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.775731 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.293795 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0178815 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.729329 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.315049 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.314994 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.0913817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.248918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.215609 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.360667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0954059 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.00869053 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.922482 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.420808 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.447501 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.84892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.377808 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.612698 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.399868 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-1.20162 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.493879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.893079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.257625 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-1.22554 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.01154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.09536 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.541934 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.93465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.101476 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.476286 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.722399 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.450356 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.406763 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.157771 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.10608 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.406123 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-1.01829 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.986699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.27548 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.359084 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.424894 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0938218 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.830913 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.339631 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.424897 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.917966 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.84073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.288748 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.362834 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.312149 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.256636 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.641694 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.49178 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.648016 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.209612 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.927625 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-1.05178 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-1.41256 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-1.39423 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-1.13034 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-1.69033 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.365861 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.283467 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.646402 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.861855 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.807295 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.529875 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.373577 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.841321 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.85703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.327018 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.400773 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.313144 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.305724 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.608332 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.524524 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.52456 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.782818 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.927976 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-1.3326 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-1.31434 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-1.00761 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-1.61044 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-1.11316 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.556244 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.599576 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.707653 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.596441 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.48283 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.20769 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.655932 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.82616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.174738 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.402382 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.137988 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.430745 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.636944 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.630554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.40208 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.296293 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.880907 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.846513 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-1.04724 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.02718 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.854277 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-1.32747 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.87686 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.441107 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.426534 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.658118 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.525422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.590035 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.342445 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.978482 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-1.36221 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-1.34363 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-1.1083 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-1.64558 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.830206 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.955839 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-1.25028 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.849863 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-2.0142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),0.218028 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.68281 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.713882 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.578163 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.2083 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.61693 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.38017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.44019 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.62813 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.381597 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.13024 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.768261 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.492397 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.479163 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.338792 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.142569 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.784242 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.669337 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.591604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.513106 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.715373 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.574871 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.579653 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.578191 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.926399 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.725654 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.22926 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.40834 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.69278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.00193112 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.416803 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.345555 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.476187 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.669641 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.474363 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-1.06717 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.578329 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.887662 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.887862 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.610323 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.957649 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-1.16168 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.180868 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.13591 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.98209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.166055 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.04638 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.748089 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-2.01413 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.91727 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.45598 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.81435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.4403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.15772 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.231579 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0811992 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.043711 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0897316 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.367947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.199423 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.531916 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.469254 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.700854 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0960372 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.16789 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.106646 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.567676 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.724427 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.77138 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.79061 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.61263 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.534475 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.07561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),1.00558 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.318493 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.118458 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0867891 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.242104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.248546 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.61126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.52745 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-1.12022 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.968763 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.54884 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.878969 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.551652 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.760507 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.77074 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-1.61748 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.534794 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.05413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),1.04283 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.352963 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.101556 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.250852 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.02601 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.49056 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.436 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-1.08346 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.932071 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.456849 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.842277 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-2.09666 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.33727 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.843969 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.530857 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.856972 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.673234 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-2.02264 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.5835 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.89338 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.713216 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.24147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.790425 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.56127 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.318637 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0781391 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.228752 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0407633 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.481155 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.524103 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-1.27026 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-1.11968 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.471913 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-1.02895 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-1.01586 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.290867 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.442462 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.217692 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.351012 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.369545 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.528021 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.268792 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.00615511 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.0730115 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.148165 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-2.23341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.905283 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-1.01006 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-1.14128 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.424924 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.592135 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.355074 # DEPENDENCYPART_GRANDPAR
