# _root_ Tento počet zahrnuje vedle dětí osvojených i děti , pro něž měli otevřenou náruč , a hlavně srdce pěstouni .
#goldHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,16,16,12,18,16,12,0,
#predictedHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,12,16,12,18,16,18,0,
(10,16),(16,3),-0.687136 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.688634 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.88643 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.32879 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.225003 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.64152 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.753144 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.82946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),-0.52029 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-1.0562 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.422993 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.143994 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.341247 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.606816 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-1.02167 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.615322 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.614562 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0791871 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.541239 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.378883 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-1.70818 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.539973 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.357939 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.0503317 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.1508 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.197513 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.543343 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.308164 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.970031 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.93452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,1),-0.215285 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.559361 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.737386 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.741057 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-1.48093 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.155938 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.766606 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.202106 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.253193 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.95189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),0.376666 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.488324 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.233668 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.623668 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.18611 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.290797 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.152865 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.234894 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.996002 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0761452 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.229092 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.0320907 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.140175 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.235198 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.101607 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.598132 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.996474 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.00753232 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.318884 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.122073 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.532268 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.93614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.277238 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),0.524572 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.351723 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.524434 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.142892 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0386076 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.412599 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.304508 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.733796 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.634988 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.102656 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.678747 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.359639 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.93864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),0.378683 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.149402 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.162419 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.333356 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.550893 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.385453 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-1.08357 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.357456 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0535846 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.537443 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.37739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.589731 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.563737 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.126905 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.633733 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.488384 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-1.0426 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.264692 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.124315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.517013 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.93741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.285374 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.579499 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.355775 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.530224 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.26792 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.49683 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.94411 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.683558 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.681452 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-1.35891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.370701 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.733728 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.340619 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.29119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.551867 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.180176 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.794764 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.558512 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.861359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.742718 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.84764 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.599552 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.284489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.180455 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.393002 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),0.0748187 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.70834 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.494524 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.487723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),0.290901 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.680598 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.119676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.70088 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.533988 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.367826 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.425043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0143995 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.102384 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.381128 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.301029 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.194156 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.23432 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.893991 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.51151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.087046 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.650429 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.514486 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0544112 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0436366 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.411811 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.24007 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.4569 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.24525 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.4824 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-2.10806 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.890794 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.46833 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.13401 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.168579 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.43147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0552154 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.648351 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0187553 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.27252 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.217956 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.110408 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.675763 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.152649 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.082558 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.025023 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.570386 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.4331 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.00875735 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.320827 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.298728 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.183766 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.598133 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.99434 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.301617 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.433356 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.589868 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0293325 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.229097 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.275503 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.159394 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.20326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.95407 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.564982 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.405878 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-1.28644 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.3942 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.474481 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.444425 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.45299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0682735 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0342951 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.183818 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.456127 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.115191 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.45048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),0.139093 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.435186 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0834555 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.11846 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.240491 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-1.25637 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.958322 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-1.23925 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.245529 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0930757 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0928425 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.297771 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0581881 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-1.66483 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.3277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,1),-1.33148 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-1.25354 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-1.52713 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.419101 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.392468 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.518431 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.511891 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.521884 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.107921 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-1.91408 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.283137 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.524252 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.090544 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.660784 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.77204 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0946461 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.55348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.587099 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.599866 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-1.41853 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0184542 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.3277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,18),-1.19275 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-2.15408 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.53174 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-2.72702 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.478313 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.21189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.237484 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.16846 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.554538 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-2.104 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-2.54872 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-2.33667 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.15267 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.69201 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.79374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.581364 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.64304 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.66679 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.962661 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-2.90958 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.625218 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.41012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.445644 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.205942 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0131661 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.379749 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.455676 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.272395 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.194247 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.587195 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.302102 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.449971 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.606405 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.557204 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.173748 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.75686 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.274755 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.88928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),-0.169592 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.247989 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.27318 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.0193055 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.18468 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.156345 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.170717 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.434361 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0380803 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.202132 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.12622 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.102766 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.0804688 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.060616 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.22042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.643061 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.878704 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-1.14988 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-1.15645 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.112658 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.426961 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0140758 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.386046 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.376005 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.499599 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.182094 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.396089 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.21315 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0610045 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.472939 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.283085 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.31034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.558719 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.793087 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-1.26977 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-1.27657 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0758852 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.248635 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),0.0219338 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.220662 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.179107 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.360862 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0653853 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.15268 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.280211 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0378721 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.154792 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0691087 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.22091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.645805 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.873733 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.15461 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.16118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.999178 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.158828 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0696081 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.970829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.364398 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.00847803 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0038012 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0920205 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.34931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.668436 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.7832 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.19867 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.20547 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.66955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.465258 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.456214 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.288579 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.06591 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.56888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.411961 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.264294 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.203574 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.499958 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.937028 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.26129 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.148323 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.494922 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.292707 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.131859 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.284273 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0874623 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.119973 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0244014 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.00344673 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-7.14519e-05 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.272722 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.353049 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.0534388 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.144507 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.111726 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.0637393 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.129011 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.331844 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.140371 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.0341435 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.138224 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.106818 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.32029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.169887 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.541601 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.519611 # DEPENDENCYPART_GRANDPAR
