# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(14,3),(3,1),-0.113198 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.351919 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.5349 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.553984 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.335011 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.169348 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.346981 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.410301 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.335996 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.268739 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.248863 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-2.286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,18),-1.19329 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.241415 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.510539 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.49044 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.701984 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.650864 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.477874 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.390045 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.111878 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.211474 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.628292 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.560972 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.374423 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.522194 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.535013 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.231752 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-2.23325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,17),-0.744978 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.190628 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.380053 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.417702 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.608243 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.562668 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.195539 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.214133 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.311598 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.239395 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.255206 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.290067 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.145571 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-1.03985 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.794279 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-1.11281 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.190628 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.56158 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.195743 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.322833 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.239304 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.25332 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.289972 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.14548 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.41582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-1.03985 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.794268 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.11281 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.196387 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.567359 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.207963 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.119051 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.33022 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.354794 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.25416 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.28443 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.144508 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-1.03985 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.794279 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.0448201 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.28749 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.43369 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.623497 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.625891 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0819536 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0504147 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.338504 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.281091 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.196566 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.260653 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.131593 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.30844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-1.06 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.826294 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.21766 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.29241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.02621 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.468021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.509826 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.194536 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.81201 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.634018 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.968275 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.420927 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.198486 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.319157 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.356677 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.255649 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.398281 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.314359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.41582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.926291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.03985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.794268 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.11281 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.27226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.3672 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.2817 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.19943 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.6335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.283816 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0619904 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.336521 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.258054 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.73476 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.00233 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.15877 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.16539 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.1215 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.08206 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.21725 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.3174 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.23512 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-1.06934 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.14903 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.15013 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.64288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.174733 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0255337 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.271408 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.200298 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.485767 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.69336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,19),-0.322875 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.525197 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),-0.2841 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0150642 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.262535 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.516639 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.93911 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.57888 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.226327 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.168343 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.205236 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0159959 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.886459 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.292931 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.208984 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.731577 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.75667 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.695815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.921831 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.05322 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.268383 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.257513 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.682708 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.383297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.38371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0607119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.137929 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.100255 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.38371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.307802 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0543708 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.305034 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-1.20482 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-1.25843 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-2.68971 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.34679 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.883288 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.56698 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-1.38434 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.493504 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.884129 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.34777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.839542 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.671811 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.984331 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.941543 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.810619 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.31105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.827224 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.668045 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-1.21565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-2.69067 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.34223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-1.47587 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-1.46765 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.950044 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-1.45506 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.887583 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.842612 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.3478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.83957 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.671844 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-1.41266 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-1.42127 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-2.02319 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-1.25335 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.09977 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.2768 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-1.2785 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-1.14641 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.37775 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.916845 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.6033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.932002 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.792417 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.66816 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.40842 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.04381 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.11959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-1.18445 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.58769 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.99904 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.95071 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-2.74034 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-3.6073 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-2.10068 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.80228 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-2.27904 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-2.27519 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.64697 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-2.34889 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.90169 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.99238 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.60192 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.21083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.00756227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0269566 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.3823 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-2.07034 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0488457 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.50109 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.72145 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.873762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.184005 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.363688 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.116801 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.274126 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.291182 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.00740239 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.308186 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.225462 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.0885623 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.297683 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.0791898 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.206058 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.468029 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.381555 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.579636 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.19336 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.149045 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.41899 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),0.0120409 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.52982 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.485093 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.995186 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.366799 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0356366 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.142457 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.274602 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.460176 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.357172 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.695015 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.511818 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.171649 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.365519 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.342118 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.424019 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.200229 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.169041 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.53284 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.397641 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.460118 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.228508 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0316893 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.168843 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.324681 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.0355972 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.269104 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.738234 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-2.08648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),0.202672 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.615272 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.132419 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.0679044 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.128307 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.314693 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.424228 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.396761 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.459494 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.350241 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.171154 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.325947 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.0333196 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.266794 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.00987518 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.735923 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-2.08644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),0.202683 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.421708 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.394257 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.457721 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0815165 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.349218 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0914043 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.331496 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.0456316 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.277206 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.746336 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-2.08647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),-0.408798 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.387743 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.534005 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.498151 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.621887 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.295949 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.207356 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.472769 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.373807 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.565643 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.326391 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.166323 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.444873 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.308548 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-2.34369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.159703 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.739091 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.966555 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.465088 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.471949 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.100427 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.368698 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.0924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),0.129302 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.170173 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.460874 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.340035 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.101214 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.288059 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.052038 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.052736 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.00729521 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.318289 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.738744 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.08645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),0.202666 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.252733 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.995186 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.684916 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.622511 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.138213 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.310358 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.510794 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.799183 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.340196 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0779411 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.394166 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.44328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.197914 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.958649 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.00751 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.017748 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.448313 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.20331 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.103526 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0541139 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.122487 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0251958 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.181498 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.08644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.202683 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.252726 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.700087 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.196766 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.305933 # DEPENDENCYPART_GRANDPAR
