# _root_ Mají - li totiž mít nějaký smysl , je ho do nich třeba vnést z vnějšku , to jest z historikovy současnosti .
#goldHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,19,15,19,19,14,19,22,20,0,
#predictedHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,14,15,19,19,16,19,22,20,0,
(10,16),(16,22),-0.746346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.4213 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.40131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.207121 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.490047 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.00458895 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.879628 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0282915 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.6066 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.390122 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.52696 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.00546931 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.086648 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.420043 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.213752 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0398224 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.317653 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.149545 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.192655 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.325871 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.158542 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.349869 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.188207 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.16656 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.924604 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.41254 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.567001 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.331693 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.537832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.286093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.230778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.61514 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.5474 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.575637 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.0822619 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.0511043 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.40875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.31148 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.576098 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.31965 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.263743 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.621151 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.457135 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.987651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.513453 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.408939 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.382537 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.161744 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.0139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.0167232 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.436131 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.328711 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.548149 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.345545 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.953606 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-1.00263 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.409617 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.0126449 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.540217 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.283429 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.0365817 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.216482 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.0609783 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.197889 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.422699 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.86318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),0.125516 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.53102 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.275591 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.310515 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.409687 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0937767 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.304214 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.209801 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.633665 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),-0.793675 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.095614 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.081414 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.00465694 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0373257 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0665074 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.218375 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.0588413 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.126657 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.390057 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0392876 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.362157 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.108139 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.26652 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.33866 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.89479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.0535983 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.470137 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.550826 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.708895 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.585888 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.83311 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.173279 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.136651 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.600097 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0832273 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0286639 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.491641 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.160732 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.289036 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.247756 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.76705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,19),-0.581161 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.652615 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.146817 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.115899 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.611264 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.941827 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.13738 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.225166 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.315959 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.491486 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.12367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,19),-0.937777 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.202494 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.0678722 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.147293 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.438073 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.470906 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0819257 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.28326 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.302982 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.491913 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.37016 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.368651 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.02408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.054474 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.685253 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.685295 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.32127 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.838188 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.693961 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.04823 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.168725 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.331211 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.646718 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.54738 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.359639 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.77414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.268838 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.349206 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.245852 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0166285 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),0.336869 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.530611 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.706468 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0240832 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.146913 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.145221 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0409114 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-1.03639 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.188239 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.956249 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.674186 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.22657 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.232711 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.10857 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.07404 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.073227 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.862491 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.32851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.412733 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0431919 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.390919 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.639012 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.229226 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-1.32303 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.38994 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.404987 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.780357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),0.0863375 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0125769 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0926784 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.263154 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.588598 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.689058 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.473398 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.399349 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.817166 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.96418 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),0.132161 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.637978 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.876342 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.741368 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),0.512579 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),0.113381 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.571755 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.22918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.435521 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.102451 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.353237 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.116283 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.164905 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.448332 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.282075 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.0122789 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.976548 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0855483 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.240396 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.703708 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.274744 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0642213 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.944924 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.277882 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.332711 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.613443 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.21912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.159865 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.837438 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.220803 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.00737394 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0686358 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.310744 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.19621 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.1753 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.968028 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.912231 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.19901 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.02202 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.68356 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.933382 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.713569 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.54182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.21063 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.825242 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.205617 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.253042 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.350685 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.142269 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.352601 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.309042 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.26624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,8),-0.714533 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.090737 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.269647 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.159616 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.03861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,16),-2.28496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.134696 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-2.26504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.42358 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.55601 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.07903 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.71682 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-2.09164 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.08048 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.93236 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.32804 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.06324 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.921869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.340309 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.358209 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.126485 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.529852 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0336915 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.358587 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.14051 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.00176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.780148 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.5817 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0424978 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0462944 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-2.18953 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.3537 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.879089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.998891 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.4845 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.964579 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-2.26973 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.60919 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.98436 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.819867 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.03425 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.84772 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.25473 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.02713 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.953186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.11228 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.335434 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.043709 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.286855 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.206832 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.2855 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.644227 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.226535 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.361412 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.951781 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.323716 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.164017 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.536605 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.165506 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.358218 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.35083 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.130884 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.326581 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.338931 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.337578 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.376344 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.0295081 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.147009 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.0623086 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.0858477 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-2.2536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,1),-0.565885 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.460425 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.336905 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.481633 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.411707 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.451609 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.40719 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-0.627688 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.53433 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.424318 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.38188 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.158195 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.328281 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.410981 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.410888 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0320909 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.143084 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.0618436 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.0756111 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.267124 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-2.24637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,19),-0.729629 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-1.01089 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-1.13358 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.47227 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0159135 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.291716 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.549533 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.506808 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.43973 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.3658 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.485638 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.466133 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.578095 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.187162 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.457318 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.196796 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.68539 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.529118 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.379195 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.329845 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.0534495 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.439793 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.330142 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.27363 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.463018 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0237406 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.10977 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.162529 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.0110956 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0564088 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.158037 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-2.2691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.407569 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.761006 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-1.0233 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-1.20967 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.093334 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.199414 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.6306 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.353307 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.00884207 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.168928 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.231941 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.482093 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.333184 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.133925 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.395689 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.346903 # DEPENDENCYPART_GRANDPAR
