# _root_ Strana demokratické levice po přehodnocení faktu , že vedoucí silou SNP byla komunistická strana , se jednoznačně staví za antifašistický a demokratický odkaz povstání .
#goldHeads=18,3,1,18,4,5,8,6,10,12,10,8,14,12,8,18,18,0,18,21,23,21,19,23,0,
#predictedHeads=0,3,1,3,4,5,8,6,10,12,10,8,14,12,18,18,18,14,18,21,23,21,19,23,0,
(10,15),(15,7),-1.65856 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.679045 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.306578 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.395883 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.990245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.506803 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.417438 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.724782 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.59671 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-1.43856 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.540354 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-1.2525 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.677387 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-1.28993 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.673323 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.16612 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.609002 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-1.69381 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-1.2613 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.686129 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-2.17296 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.8829 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.2095 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.85987 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-1.55094 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),0.302597 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.71969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.310353 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.445168 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-1.34429 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.473063 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.231536 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.641563 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.321838 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.397789 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-1.45351 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.555916 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-1.77147 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.86596 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.292075 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-1.10931 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.449575 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.267791 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.349671 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.915294 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-2.42592 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-2.13636 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-2.11333 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-2.15883 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-1.79362 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.64532 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-1.91529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.110981 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.608838 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-1.16985 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.701434 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.0360226 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.805436 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.526934 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.375223 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.44955 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-1.64631 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-1.48965 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-1.08515 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.511348 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-1.28986 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.75406 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.681859 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.333901 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.643467 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.766948 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.298363 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.123862 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.275179 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.196033 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.6908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,18),-1.94083 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.82709 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.625023 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.752559 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.278382 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.132643 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.242799 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.181644 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.68885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-1.56798 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-1.9394 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-1.87825 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-1.82087 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-1.28027 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.612628 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-1.23229 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.278388 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.132173 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.2428 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.181667 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.68885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-1.56798 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.496057 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.65497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-2.13928 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.1317 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.388315 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.361861 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.68885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-1.56801 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.79565 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-2.17285 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.953242 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.576102 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.93943 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-2.64594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.75357 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-2.69775 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-2.09903 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.2094 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-2.05739 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-2.17952 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.39083 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.846623 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.61004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.58096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.764782 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.803441 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.179721 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.336406 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-1.36057 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.541954 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-1.61508 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.128913 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-1.65564 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-1.06029 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.772237 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.258627 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-1.11531 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.30269 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.65799 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.22646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.802002 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.179727 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.421205 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-1.22789 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.659834 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-1.65683 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.106438 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-2.19113 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-1.59418 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.781122 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.169323 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.237382 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0994476 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.533508 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.209279 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.316293 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.306393 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.252891 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.122344 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-0.650178 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.306091 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.906293 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.240947 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.105489 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.53955 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.330732 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.320475 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.152064 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.00261056 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.432366 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.122025 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.32193 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.894791 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.339319 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.537932 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.214472 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.330329 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.316582 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.248468 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.117921 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.09338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,18),-0.642868 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.306712 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.898203 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0201162 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.339627 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.232267 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.214632 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.330955 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.316425 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.24829 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.117743 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.09341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,1),0.0799107 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.15099 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.211662 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.448094 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.897328 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.177192 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.46447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-0.769587 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.26639 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.523512 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.95192 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.108046 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.34754 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.330689 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.58071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.888223 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.1285 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.643608 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.511073 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.162624 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.115525 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.09357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.179262 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),0.264939 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.524013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.529093 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.643054 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.76465 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.412738 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.307445 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.231534 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.658818 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.167924 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.117972 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.09338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.179137 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.265064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.434397 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.376019 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0512307 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.437059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.195376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.333844 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.511717 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0133147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.387251 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0997029 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.133116 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-1.08689 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.0110073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.0410208 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.357224 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.710903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.863661 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.039 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.19775 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.0545 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.63275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0676832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.432035 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.49951 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.734414 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.188836 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-1.43395 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.227051 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.28809 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.604421 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.490337 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.490552 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.239594 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.176908 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-1.37851 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.185391 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.501667 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.271898 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.573427 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.716915 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.827983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.817339 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.41733 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.474922 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.613165 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.50749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.0313656 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.334372 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.367052 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.435832 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.381375 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.255737 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-1.42368 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.13947 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-1.61541 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.369176 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.684094 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.417779 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0964497 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.910604 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.118536 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-1.11197 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0192054 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.335481 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.357865 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.261642 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.2758 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.118078 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.177537 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.694276 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.997553 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-1.25211 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.68598 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-1.27646 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.23082 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.898834 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-1.03729 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-1.65238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.0768891 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.397377 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.119171 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.585276 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.32687 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.129874 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0901172 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-1.5104 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-1.29022 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.00195599 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.318914 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.323401 # DEPENDENCYPART_GRANDPAR
(12,23),(23,13),0.526728 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.324986 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.311594 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.00719876 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-1.0623 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.340829 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-1.25275 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.368551 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.361625 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.316346 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-1.05539 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.336336 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-1.24584 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.0739699 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.361585 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.876577 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.938999 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.35577 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.41841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.00405741 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.118648 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.48558 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.215394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.463513 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0157677 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.594739 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.596719 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.121504 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.244671 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.252186 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.701248 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.683143 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.685196 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.79696 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.33096 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.848303 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.07151 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.897959 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.644611 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.704707 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.12136 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.33194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.63295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.223258 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.463211 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.115872 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0407808 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.16037 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.604397 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.100123 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.668073 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.524977 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.528346 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.247037 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.421805 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.56234 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.01029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,19),-0.450625 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.465936 # DEPENDENCYPART_GRANDPAR
