# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(2,29),(29,22),-0.0123338 # DEPENDENCYPART_GRANDPAR
(2,29),(29,23),-0.442441 # DEPENDENCYPART_GRANDPAR
(2,29),(29,28),-0.502471 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0237172 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.4097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.424816 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.365821 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.438302 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.447418 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.778367 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.25983 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.752188 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.58863 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.04502 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-1.45107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-1.30798 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.2075 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.41286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.407376 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.364989 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.779124 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.26298 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.75013 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.59178 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.04578 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.45421 # DEPENDENCYPART_GRANDPAR
(3,2),(2,29),-1.30638 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.236815 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.304192 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.23084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.258104 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.119173 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.331669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.351498 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.010078 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0721751 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.254202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0286452 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.381195 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.238013 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.486247 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.291619 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0987404 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.225324 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.594076 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.661412 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.135759 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.314245 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.135691 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.552734 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.234969 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.596138 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.637229 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.421149 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.327383 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.0785147 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.609152 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.160896 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.490095 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.096127 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.788027 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.672507 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.263942 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0218595 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.333846 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.113544 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.152561 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.442226 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.50133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,8),0.255978 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.962279 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0179511 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.908589 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-1.23827 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0296488 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.622981 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.177724 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.493261 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.484456 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.753273 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.591977 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.0111953 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.177564 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.300791 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.307614 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.270119 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.398915 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.759911 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.604614 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.163088 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.310878 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.5193 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.0938523 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.151889 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.630499 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.422534 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.0773216 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.307345 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.304723 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.507076 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.634109 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.701384 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.52096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.0809601 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.0601507 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.206383 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.160195 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.212367 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.921795 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-1.04687 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.0846671 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.0668636 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.00462246 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.304026 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.673744 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.287495 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.369666 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.713583 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.102859 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.576936 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.158128 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.598508 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.441175 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.90137 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.405819 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.503533 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.487385 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-1.50133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,15),-0.289001 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.365837 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),0.0596181 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.559533 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.694487 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-1.09905 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.335964 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.958886 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.747158 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-1.18775 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.534344 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),-0.397571 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),0.0168542 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.652707 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-1.10907 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-0.545154 # DEPENDENCYPART_GRANDPAR
(3,24),(24,28),-0.818389 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.198034 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.125795 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.53561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.142137 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.337393 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.142707 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.202303 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.694018 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.626265 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.836211 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.468286 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.935138 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-0.545227 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0462884 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.190966 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.53128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.146794 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.206542 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.70381 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.629507 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.846004 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.472525 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.94493 # DEPENDENCYPART_GRANDPAR
(4,2),(2,29),-0.548647 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0103296 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0777581 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.56577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0733148 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.381138 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.171642 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.427073 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.171486 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.514594 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.563348 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.637386 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.568905 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.658646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.601351 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.733408 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.43747 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.743098 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.464707 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.01172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0593229 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.197041 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.00634072 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0700806 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.323523 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.195903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.01109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.355214 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.239516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0205303 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.270151 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-1.12124 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0115291 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.76119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,9),-0.425529 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.2632 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.218446 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.25547 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.83376 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.03982 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-0.611167 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.368203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.330304 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-1.13427 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.65482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.128044 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.342094 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.25806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.369852 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.128664 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.69115 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.659065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.347226 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.27527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.478873 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.347262 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.113737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0697067 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.172457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.41945 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.741158 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.330894 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.975129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.637158 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.788436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.103903 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0569097 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.12882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.299243 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.061531 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.0705461 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.628678 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.191654 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.620866 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.71499 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.111312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.401151 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0337563 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.915493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.908742 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0350906 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.25449 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.662433 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.00673243 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-1.71499 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.118544 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.640337 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.331988 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.0913082 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.63246 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.694423 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.317141 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.126065 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-1.10425 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-1.23673 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.300837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.259625 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.282655 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.219186 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.12223 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.85499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),-0.311827 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.237238 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.82532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.311033 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.713087 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.657294 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.995103 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.816576 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.634442 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.668779 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.576538 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.620042 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.52734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.184923 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.40157 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.278841 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.427076 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.360672 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.666907 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.546955 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.669158 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.48772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0514614 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.323627 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.297457 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.282944 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.442947 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.660132 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.615921 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.492953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.504992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.511564 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.608546 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.514665 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.680684 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.600276 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.214531 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.85393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.494455 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.867639 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.690808 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.979165 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.523733 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-1.21651 # DEPENDENCYPART_GRANDPAR
(7,1),(1,29),-0.780481 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.536534 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.560854 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.631088 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.579743 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.482391 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.866503 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.682606 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.97803 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.511668 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.21538 # DEPENDENCYPART_GRANDPAR
(7,2),(2,29),-0.770449 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.63072 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.685047 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.832109 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.605112 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.151562 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.545944 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.464904 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0581069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.83734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.326493 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.480023 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.06836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.5093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.628528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.640224 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.84276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.304503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.0181 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.885347 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.19245 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.470776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.14198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.175803 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.464896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.27786 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.254966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.352258 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.563843 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.379812 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.272806 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.491265 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.31967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.0270639 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.563561 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.45377 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.411342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.523854 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.375323 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.425259 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.619757 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.391428 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.19179 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.480279 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.12776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.555384 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.46705 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.204978 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.334616 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.460406 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.5462 # DEPENDENCYPART_GRANDPAR
