# _root_ " Podnikám a nezakrývám , že závodění a firma někdy nejdou dohromady , jedno druhému zabírá čas .
#goldHeads=3,3,0,3,6,4,8,11,8,11,13,11,6,16,16,13,16,0,
#predictedHeads=3,3,0,3,6,4,8,11,8,11,6,11,11,16,16,13,16,0,
(13,8),(8,2),-0.185175 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.388745 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.181861 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.316507 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.350766 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.210162 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.2288 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.253913 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.172929 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0606249 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.70606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.438302 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.507022 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.807836 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.415544 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.187277 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.2196 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.185653 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.00421591 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.213958 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.627191 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.538568 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.950856 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.441196 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.311287 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.384281 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0525344 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),0.00620178 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.355872 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.685201 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.467492 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.239832 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.149177 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.236518 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.317519 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.237029 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.136698 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0584171 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0707173 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0424226 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-5.82624e-05 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.71647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.146174 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.494128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.538456 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.897583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.485449 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.398643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.43549 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.378575 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.343371 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.405388 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.65847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.00620214 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.3539 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.355871 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.685151 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.375158 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.16602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.269719 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.109288 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.132721 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.771728 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.935155 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.675192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.868779 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.484633 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.970511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.649298 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0862895 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.168965 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.06802 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.83002 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.994423 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.06592 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.991109 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.852214 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.08886 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.16083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.975157 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.12746 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.789796 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.02894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.603979 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.07202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.699455 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.291562 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.138583 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0447757 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.556966 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.572191 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.38436 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.00847585 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.417508 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.316134 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.327457 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.342133 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.489695 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0161089 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.21407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.509495 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.774625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.02873 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.389948 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.786186 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.397626 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.782936 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.554999 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.257095 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.337337 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.284615 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.353386 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.349764 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.686469 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.367303 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.21003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.562863 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.852282 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.2942 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.569664 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.586138 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.766207 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.69909 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.929482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.683645 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.614146 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.691717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.294861 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.527555 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0647014 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.53588 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.730687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0890742 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.161024 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.409597 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.97427 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.588466 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-1.07517 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.690068 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.510986 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-1.60292 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-1.38062 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.410861 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.664739 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.358025 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.195082 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.95617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.955398 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-1.55688 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-1.07236 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-1.71619 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.294286 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.456057 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.211597 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-1.01621 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.95773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.842925 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-1.52548 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-1.8358 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.388329 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-1.47354 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.210765 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-1.17084 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.744165 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-1.38499 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.351842 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-1.00448 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.539887 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-1.10538 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.544995 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.562807 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-1.67752 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.398198 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.31763 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.289988 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.223038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.00771055 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-1.10727 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.72535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.709307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.28943 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.912404 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.731693 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-1.83088 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.46862 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.377769 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.676019 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.200446 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-1.16988 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.80856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.744025 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.3848 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.534992 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-1.25783 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.641842 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.35873 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.866347 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.620757 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-2.00867 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.500154 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-1.65118 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.419687 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.954175 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.37897 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-1.24733 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.92929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.889053 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.72893 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.07771 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.281015 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.424169 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.83412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-1.26438 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.957212 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.857939 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.40409 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.778928 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.50499 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.07018 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.748584 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-2.30622 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.637239 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.96198 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.684647 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.10043 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.617701 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.796786 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.56342 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.33523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.644843 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.502572 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.669615 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.76465 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.1025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.507853 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.655027 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.217417 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.501432 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.118192 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.0242713 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.196091 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.404115 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.224105 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.03024 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.00236369 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.361183 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0516162 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.684362 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.368134 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.433564 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.0780624 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.235051 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.0311395 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.179236 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.0446876 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.151724 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.442157 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-2.38203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),0.0242713 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.714794 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.264569 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.224105 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.03024 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.351559 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.00236369 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.209409 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.308871 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.00870607 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.163329 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.496632 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0741084 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-1.14073 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.39255 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.987137 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0747955 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.30488 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.188065 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.151286 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.414766 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.526046 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.048221 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.37756 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.351289 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.103484 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.523926 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.27919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,6),-0.0919357 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.199086 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.22566 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.0516162 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.684362 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.417663 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.530768 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.49918 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.217245 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.038742 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0861165 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.179236 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.0446876 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0820168 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.151724 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.442157 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.38203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.0161474 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.914473 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.00286939 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.156523 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.582874 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0101241 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.243337 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.062987 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.81103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.664689 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.222317 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.099294 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0721718 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.170257 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.19226 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.81052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.568841 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.0242713 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.714794 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.264569 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.5612 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.503018 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.252405 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.30078 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0661137 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.161812 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.177243 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.163329 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.361183 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.00513463 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.496632 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.89527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.428782 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.557031 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.688283 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.201225 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0510802 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.193495 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.00464628 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.285369 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.191109 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.304995 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.81047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.568966 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.0741084 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-1.14073 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.39255 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.987137 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.663127 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.319918 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.257633 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.194095 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.114798 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.297192 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.574316 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.183781 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0501648 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.502309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.16008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.0317568 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.75456 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0973571 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0154346 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.113706 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),0.766738 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.43203 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.155265 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.0813722 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.240676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0419211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.108362 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0832799 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0335024 # DEPENDENCYPART_GRANDPAR
