# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(6,9),(9,1),-0.578668 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.17317 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.18028 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.536226 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-2.14795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.25361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.09769 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.214223 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.992264 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.757803 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.163376 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.226253 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.16432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.23419 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.234537 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-1.10225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0873901 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.573824 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.34815 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.13238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),1.53501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.10295 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.982803 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0942215 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.604356 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.258811 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.0897374 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.536633 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-1.17579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.36213 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.53768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.619206 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.44656 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.636742 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.340766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.30379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.862209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.489594 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.0751 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.535101 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.292593 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.27237 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0243035 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.337048 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.50982 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.42508 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.00522 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.696954 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.772737 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.810638 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.77104 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.86834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.13451 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.626512 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.233895 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.122171 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.603717 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.0624959 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.486354 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.07778 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.544206 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-0.767671 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-0.340755 # DEPENDENCYPART_GRANDPAR
(8,3),(3,29),-0.254144 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.146668 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.143121 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.271524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.697806 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.467138 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.509814 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.337101 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.7676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.00644166 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),0.101852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.567217 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.316858 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.332438 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.300943 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.245822 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.720836 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.417416 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.472178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.460168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.918958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.66599 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.49655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.20337 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.42887 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.2143 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.42336 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.11669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.140735 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.531871 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.466604 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.209624 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.479289 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.788383 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.829533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.577371 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.150925 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.353716 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.360064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.104897 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.251519 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.657557 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),0.122952 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.279077 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0985278 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.57756 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.15487 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.45682 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0543411 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0574449 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.207581 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.111962 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.132139 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.23807 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.644109 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.942272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),0.134935 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.40083 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.32953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.415192 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.179496 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.559605 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.274308 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.681633 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-1.04621 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.342135 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.56193 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.117115 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0569763 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.203985 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.274527 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.000994816 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.478524 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.021549 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.0255182 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.740833 # DEPENDENCYPART_GRANDPAR
(8,19),(19,31),-0.451902 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.673004 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-1.32203 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-1.14322 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-1.07088 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-1.08491 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.988039 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-1.07941 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.22272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,10),-0.358925 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.126345 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.199126 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.325669 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.141208 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.272106 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.322152 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.307579 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.152209 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.637943 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.428105 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),0.0246016 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-1.00216 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.116904 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-1.16005 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.177701 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),0.147054 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-0.0754298 # DEPENDENCYPART_GRANDPAR
(8,22),(22,31),-0.824075 # DEPENDENCYPART_GRANDPAR
(8,23),(23,3),-1.2014 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-1.18705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,15),-0.0481585 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),0.0145212 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.464193 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.28231 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.411025 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-1.25728 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.125113 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-1.25421 # DEPENDENCYPART_GRANDPAR
(8,23),(23,29),-0.0996368 # DEPENDENCYPART_GRANDPAR
(8,23),(23,31),-0.7831 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),0.0586588 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.853595 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),-0.286512 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),0.0795285 # DEPENDENCYPART_GRANDPAR
(8,25),(25,31),-0.496104 # DEPENDENCYPART_GRANDPAR
(8,28),(28,1),-0.907059 # DEPENDENCYPART_GRANDPAR
(8,28),(28,2),-1.65286 # DEPENDENCYPART_GRANDPAR
(8,28),(28,3),-1.46551 # DEPENDENCYPART_GRANDPAR
(8,28),(28,4),-1.18414 # DEPENDENCYPART_GRANDPAR
(8,28),(28,5),-1.41574 # DEPENDENCYPART_GRANDPAR
(8,28),(28,6),-1.20244 # DEPENDENCYPART_GRANDPAR
(8,28),(28,8),-1.15535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,28),(28,9),0.384809 # DEPENDENCYPART_GRANDPAR
(8,28),(28,11),0.247626 # DEPENDENCYPART_GRANDPAR
(8,28),(28,12),0.377651 # DEPENDENCYPART_GRANDPAR
(8,28),(28,13),-0.518407 # DEPENDENCYPART_GRANDPAR
(8,28),(28,14),0.153397 # DEPENDENCYPART_GRANDPAR
(8,28),(28,15),-0.154104 # DEPENDENCYPART_GRANDPAR
(8,28),(28,16),-0.0324266 # DEPENDENCYPART_GRANDPAR
(8,28),(28,17),0.177894 # DEPENDENCYPART_GRANDPAR
(8,28),(28,18),-0.342558 # DEPENDENCYPART_GRANDPAR
(8,28),(28,19),0.0726297 # DEPENDENCYPART_GRANDPAR
(8,28),(28,20),-0.640787 # DEPENDENCYPART_GRANDPAR
(8,28),(28,21),-0.312618 # DEPENDENCYPART_GRANDPAR
(8,28),(28,22),-0.382084 # DEPENDENCYPART_GRANDPAR
(8,28),(28,23),0.031299 # DEPENDENCYPART_GRANDPAR
(8,28),(28,24),-0.775997 # DEPENDENCYPART_GRANDPAR
(8,28),(28,25),0.00822405 # DEPENDENCYPART_GRANDPAR
(8,28),(28,26),-1.31339 # DEPENDENCYPART_GRANDPAR
(8,28),(28,27),-0.0105572 # DEPENDENCYPART_GRANDPAR
(8,28),(28,29),0.0325585 # DEPENDENCYPART_GRANDPAR
(8,28),(28,30),-1.49256 # DEPENDENCYPART_GRANDPAR
(8,28),(28,31),-0.575827 # DEPENDENCYPART_GRANDPAR
(8,28),(28,32),-0.447762 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.278764 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0486001 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.253687 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.146599 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.101543 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0112192 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.261026 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.569761 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.356109 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.324694 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.257273 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.261079 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0985408 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.75857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.18407 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.624938 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.72378 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.640501 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.949843 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-1.00635 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.807889 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.752389 # DEPENDENCYPART_GRANDPAR
(9,3),(3,27),-0.630809 # DEPENDENCYPART_GRANDPAR
(9,3),(3,28),-1.09152 # DEPENDENCYPART_GRANDPAR
(9,3),(3,29),-1.1331 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0496843 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.119401 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.252843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.488358 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.277216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0112229 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.115268 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.139123 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.7615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.772332 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.46255 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.280075 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.239044 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0702817 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.82921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.275306 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.881339 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.282286 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.26136 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.296674 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.565091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.37722 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.362913 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.338093 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.240699 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.279927 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.75347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.624254 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.718318 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.725341 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.638264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.946997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.00198 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.802612 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.749936 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-0.900331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,28),-1.08645 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.730735 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.619227 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.19801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.347271 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.312391 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.439459 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.90466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.78684 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.909581 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.03979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.248052 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.10415 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.281361 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.686398 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.391818 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.625486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.704068 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.243182 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.445879 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.03022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.250494 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0547321 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.429557 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.419051 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.510734 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.685246 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.713468 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.387832 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.6215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.377527 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.698841 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0499219 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.302873 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0990875 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.209933 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.373818 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.79975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.629124 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.297544 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.191554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.37247 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0250834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.575094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.309743 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.1706 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.365019 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.236049 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.593571 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.80745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.598048 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.110835 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.50428 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.619146 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.622136 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.685883 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.622498 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.30464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.397001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.882655 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0653472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.331528 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.287775 # DEPENDENCYPART_GRANDPAR
(10,11),(11,28),0.280835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.737423 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.146053 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.621961 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.30437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.352989 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.104029 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.662354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0783917 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0653409 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.412239 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.328816 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.285063 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.576773 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),0.284034 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.733131 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-1.13291 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.550621 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.531349 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.965202 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.916949 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.73355 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.439857 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.65122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,4),-0.613894 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-1.45919 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.560776 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.803999 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-1.43731 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.49964 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.21101 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.403699 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.00612 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.17771 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.385087 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.57746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.510335 # DEPENDENCYPART_GRANDPAR
