# _root_ Úřad slovenského prezidenta nejdříve vyvrátil slova Hornovy mluvčí , za několik dní však vydal prohlášení , v němž svoji původní verzi odvolal .
#goldHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
#predictedHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
(11,13),(13,11),-1.22262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.352033 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.446751 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.238741 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.166272 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0952589 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.390968 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.479301 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.034647 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.737853 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.863172 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.63026 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.928373 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.947139 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.746406 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.71204 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.91456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.585534 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.14637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.656291 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.105908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.318569 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.143538 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.124692 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.113636 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.457962 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.542081 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.23367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,16),0.11553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0518392 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0291909 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.516011 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.388251 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.212289 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0960197 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-1.30447 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.372054 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.657343 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.588617 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.336187 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.107311 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.3228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.188945 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.383 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.51028 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0971017 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.154338 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.51173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.27036 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.39506 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.89894 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.03714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.828242 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.00273094 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.09881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.111566 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.30772 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.48514 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.344918 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.185181 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.432777 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-1.26896 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.936044 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.774827 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0113582 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-1.17037 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-1.24524 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-2.19344 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.52905 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.748876 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-2.46976 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-1.43468 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-1.63987 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.774614 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-1.05881 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.342803 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.19475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.424959 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.524714 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.57529 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.225081 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.395676 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-1.61217 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.674671 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.92938 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.179734 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.174448 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.184853 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.17364 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.213857 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.0057411 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.0940359 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0533307 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.298259 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.0732589 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0995625 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.167696 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.332498 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.187551 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.166627 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0927126 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.000237138 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.232581 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.431015 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.455227 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.201406 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0248628 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.0198871 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.250574 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.210215 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.106754 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.201442 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.047847 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.00801511 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.2612 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.216841 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.111428 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0115009 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.0102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.544061 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),0.263632 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.0614385 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.456421 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.13134 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.0807993 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.318863 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0811947 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0650113 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.100998 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.00429131 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.19384 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.104339 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.00944575 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.4142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),0.184027 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.327549 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.527629 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.798231 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.727326 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.441412 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.308124 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0764525 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0176918 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.194963 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.184672 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.102224 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0169471 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.41439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.183272 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.442167 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.312398 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.448129 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.502051 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.124332 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.00788757 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.136405 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.345337 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.350783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.215488 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.555165 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.43978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.145077 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.484868 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.552082 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.881309 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.479798 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.270668 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.185923 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0530716 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.38666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.237048 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.356632 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.476987 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.174087 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.202351 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0160252 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.31353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.243947 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.0638566 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.219735 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.200793 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0335852 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0173556 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.327513 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.727289 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.441402 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),0.0518805 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.350716 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.159784 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.0237044 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),0.0206223 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),0.244267 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),0.0130043 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.13569 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.000861903 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.0176925 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.0191858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.762362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.280244 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.041814 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.130184 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.339009 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.130812 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.0313621 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.454529 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.176717 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.394429 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.403344 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.334684 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.169477 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.706017 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.387168 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.712834 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.635158 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.432626 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.738894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.16511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.359145 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.302921 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.361496 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.539705 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.488416 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.0923682 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.636739 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0902325 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.506347 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.310035 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.164482 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.259516 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.486053 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.315376 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),0.0430622 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.168602 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.0457744 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),0.0118314 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),0.235448 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),0.00418603 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.144515 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.00966963 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.0265193 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),0.0103676 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.760704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.763983 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.251789 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.175757 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.197104 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.248196 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.146441 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.432342 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.568069 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.115046 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.227391 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.390034 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.097102 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.396067 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.347996 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.147239 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.526899 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.270582 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.492278 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.291304 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.723481 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.231275 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.377129 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-1.38245 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.39998 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.176676 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.927067 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.439535 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.0829239 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.335913 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.0549085 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.932779 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.567341 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.250033 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.557981 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-1.91568 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.866765 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.340223 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.00883529 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.134529 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.639279 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.0443536 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.85776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.499625 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.345714 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.320655 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.647714 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.772857 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.699419 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.27939 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0193396 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-1.38014 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.393494 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0881536 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.370438 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.178263 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.0029551 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.76572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),0.751112 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.35445 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.0424019 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.406015 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-0.681384 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.729543 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.299925 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.31392 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-1.51969 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0775522 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.341269 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.17993 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.035713 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.76689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,22),-0.682555 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.114485 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.968786 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.471963 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.368701 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.772129 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.481668 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-1.76812 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.748441 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.129104 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.531125 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.00866917 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.12259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.0451627 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.577923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.414542 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.0377 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0671488 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.520602 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.2335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0379482 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.89066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.282271 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.496112 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.472648 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0628976 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.230794 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.114889 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.70006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.864886 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.50882 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.553631 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.178401 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.240687 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),0.751422 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.405705 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.68111 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.146116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.00033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.750811 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.382117 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.378085 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.739241 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-1.01624 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.166503 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0260659 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0422419 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.764419 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.20502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.214102 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.683127 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.429953 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.942645 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.12012 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.766667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.123772 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.186604 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.296525 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.112611 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0299018 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0625553 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.755071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.07916 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-2.38237 # DEPENDENCYPART_GRANDPAR
