# _root_ Jestliže rada jednou jmenovala komisi a schválila její závěr , nemůže se zříci odpovědnosti , trvá na svém ředitel Sadil .
#goldHeads=11,6,4,6,4,1,6,9,7,1,15,13,11,13,0,15,16,17,20,16,0,
#predictedHeads=16,4,4,6,4,1,6,9,7,1,16,13,11,13,1,0,16,17,20,16,0,
(11,19),(19,20),-0.450658 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.425199 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.214992 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.0644036 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.236352 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.219776 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.393909 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.376811 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.554623 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.481698 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.457714 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.00841948 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.244176 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.409287 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.266505 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.481647 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.08391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,15),-0.787723 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-1.03093 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0929072 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.609735 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.303466 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.1284 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.120609 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0242476 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.305777 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.282962 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0761291 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.415086 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.620382 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.540503 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.108208 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.602863 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.483154 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0434207 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.836641 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.21539 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.451065 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.27772 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.157502 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.686229 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0348393 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.135485 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.13128 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.457804 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.963307 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.227613 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.565731 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.368778 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.171489 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.808206 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.22631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.922219 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-1.17334 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.077613 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.425512 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.621894 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.99211 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.488188 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.17992 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.32531 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.475557 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0451701 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.836242 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.73986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.215383 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.45108 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.686888 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),0.0104737 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.28343 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-1.27771 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.362461 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.21896 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.216022 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.255208 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.64892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.596588 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.41945 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.443839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.30642 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.18421 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.514471 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.37715 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.901467 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.00436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.671024 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.68306 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.951398 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.238228 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.73335 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0840286 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.435703 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.63262 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.968616 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.497061 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.176929 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.737548 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.417552 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.247233 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0184977 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.74592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.229592 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.459221 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.692956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.000303521 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.29764 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.29192 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.311012 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.0881579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.562307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0948919 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.146596 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.312606 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.603491 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.653918 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.663408 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.713 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.768144 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.48099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.23971 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.01792 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.69054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.16695 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.21129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.196796 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.657347 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.199348 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.738409 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.872303 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.48622 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.771219 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.929565 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.44868 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.823184 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.527067 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.21744 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.782601 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.786194 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.42607 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.282627 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.12725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.097301 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.358024 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.216092 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.616811 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.924365 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.928739 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.225006 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.565849 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.384295 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.569188 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.601445 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.533166 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.372702 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.345601 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.739 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.239213 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.548171 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.417573 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.315536 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.451013 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.207923 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.0404985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.05294 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.348693 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.47627 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.624112 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.131982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-1.47373 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.274973 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.111417 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.749454 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.484796 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.92313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.473906 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.9281 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.736218 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.33152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.572 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.455025 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-2.27281 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.528245 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-2.27325 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-2.00135 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.37744 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.52547 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.382954 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.985515 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.818491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.385661 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.143169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.286462 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.558691 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.440056 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-2.43752 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.882709 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-2.19953 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.99796 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.45523 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-2.20035 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.67668 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.26985 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.45204 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.240655 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.912233 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.849939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.688513 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.031184 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.808726 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0001863 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.193546 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.552487 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.606226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,18),-0.988492 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.103453 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.121382 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.486184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),0.212004 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.746713 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.794308 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.557767 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.514818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,17),0.229053 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.742399 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0921956 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.542426 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.586712 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.166514 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.0759673 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.639583 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.40142 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.0468103 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.445371 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.0384168 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.0929201 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.0664365 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-2.06925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.690363 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.33287 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.42956 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.00148995 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.532877 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.393257 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0646996 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.311494 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.288924 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0327069 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.0355234 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.12962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,20),-1.22217 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.490692 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.487657 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.100022 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.221615 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.525861 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.0539817 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.409237 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.131301 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.00513561 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.169851 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.11919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.735222 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.342783 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.456313 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.0104624 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.286445 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.472477 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.394851 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.251919 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.312948 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.290425 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0327167 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.170424 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.0340692 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.12962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.766726 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-1.18398 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-1.17398 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-1.22213 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.179159 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.278932 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.293394 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0254652 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.175894 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.767269 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.34797 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.738793 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.613489 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.225173 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.399393 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.547596 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.154595 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.314101 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.306185 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.22078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.722788 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-1.10401 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-1.34302 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.363456 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.457857 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0298468 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.277897 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.472859 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.405875 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.159284 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.256527 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.419078 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.135655 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.12571 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0717234 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.12999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.765346 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.18564 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.17737 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-1.22552 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.332623 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.429975 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),0.00307458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.275933 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.444977 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.384721 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.15732 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.228644 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.395825 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.135379 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.00846548 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0439799 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.12961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.76666 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.18398 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.17398 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-1.22213 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.26035 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0712073 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.275764 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.26017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.767434 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.10064 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.2233 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.27233 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.24492 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.44724 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.777505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.03378 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.47255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.30511 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.914664 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.29537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.934023 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.880264 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.707943 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.02526 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.922705 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.48947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.262599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.260754 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.186089 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.187173 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.317876 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.810581 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.382852 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.322545 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.358244 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.969172 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.140846 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.202771 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.165049 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.299537 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.967882 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.183797 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.255158 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.177103 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.369821 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.551251 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.447964 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.232554 # DEPENDENCYPART_GRANDPAR
