# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(11,10),(10,5),-0.256084 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.285441 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.13815 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0297928 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.214342 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.56606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0778552 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.247373 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.435605 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.553732 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.388011 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.722281 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.41665 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.779335 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.732897 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.717549 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.57432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.30588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.583914 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.39351 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.278331 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0889067 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0987267 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),0.178011 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.282893 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.430581 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.3186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.455469 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0374822 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.158191 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.11378 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.262695 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.272826 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.0180459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.407698 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.32605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.454544 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.282132 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.166205 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.114845 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.260042 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.27287 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0234004 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.386363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.413572 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.703678 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.430581 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.748024 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.3186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.455469 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.268472 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0829047 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.11378 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.262695 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.447682 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.272826 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.407698 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.384939 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.733761 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.699984 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.64312 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.516897 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.625517 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.518647 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.11034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.253411 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.217851 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0305235 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.086757 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0463016 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.541306 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.284462 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.304241 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.311465 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.0348155 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.352808 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.461591 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.342933 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.427169 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.191539 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.846482 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.807393 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.421186 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.433824 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.599999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.0932473 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.475726 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.711913 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.266465 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.561338 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.469679 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.798593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.789292 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.334458 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.327593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.568709 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.411651 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.000172485 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.39001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.263278 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.119141 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.267843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.0603875 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.621872 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.981657 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.7087 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.660238 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.354589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.788131 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.760215 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.452941 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.517888 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.351959 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.31928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.0896876 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.292725 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.441433 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.653982 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.15295 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.206928 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.611469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.154967 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.00988494 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.00816309 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.297181 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.135144 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.492037 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.146956 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.20693 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.613525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.9398 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.00432899 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0130212 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.298097 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.138719 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.500961 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.43704 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.156438 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.941906 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.15295 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.12182 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.206928 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.611469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.927424 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.565016 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0108277 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.299846 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.422824 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.137809 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.14962 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.02192 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.32954 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.14896 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.934297 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.91632 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.2444 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.895814 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.26768 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.09724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.406336 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0355627 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.121686 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.2813 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.180961 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.479476 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.306698 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.926617 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.929602 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.17323 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.719027 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.717498 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.764346 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.739506 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.167632 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.05156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.477863 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.114332 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0453295 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0148202 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.299044 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.336214 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.365426 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.097391 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.370071 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.32394 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.146549 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.309342 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.204702 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.402651 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.110007 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),0.0199125 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.688313 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.256987 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.257353 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),0.0702663 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.225786 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.980042 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-2.32585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.938293 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.546217 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.67417 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-2.1394 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.00440457 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-3.00555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.249945 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.75072 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.1019 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-1.60522 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-1.98898 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.434556 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-3.18433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.428723 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.9295 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.69483 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.32296 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.26172 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.28939 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.722943 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.809927 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.57913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-1.00158 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0683024 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.455661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.172136 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.77747 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-1.16299 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.764671 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.04676 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.96031 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.76171 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.720953 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.803967 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.62644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.1244 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0827036 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.442934 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.221753 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.158854 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.739821 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.65856 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-3.04747 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.96191 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.12392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.981895 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-3.01724 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-2.86102 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.92214 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.85073 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.94903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.797421 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.694203 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.627218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.0191952 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.619089 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.737596 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.66502 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-3.35121 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-2.97416 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.09009 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.954671 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-2.69363 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-2.78771 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.930884 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.843725 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.96693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.783774 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.710348 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.51208 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.192161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-1.01773 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.390748 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.0815323 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.50788 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.572655 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.591116 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-1.17078 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.304868 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.934275 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.6918 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.738481 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.530145 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.251465 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.823771 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.843128 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-1.23397 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.299393 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.865293 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.568534 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-2.00128 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.552346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.184467 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-1.64991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-1.75267 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.307318 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.79331 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.22966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-1.31063 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.13751 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-1.58628 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-1.60706 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0295088 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-1.2493 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.40843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-1.48941 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.84418 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.35857 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.27298 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-1.26116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.851554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.138316 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.113292 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.32574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.40665 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.8611 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.19602 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.48853 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.16851 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-1.12959 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.685376 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.37315 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-2.73613 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.30314 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.5034 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.84608 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.847542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0762126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.475789 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.330256 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.962175 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.714625 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.24657 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-2.72785 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.56859 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.762567 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.619554 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-2.99168 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-2.47924 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.504355 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.550191 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-2.10163 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.18877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.260287 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.658175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.781945 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.63113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.710415 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.25302 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-3.00701 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-2.65453 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.728725 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.592316 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-2.66806 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-2.40592 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.513086 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.543172 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.77897 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.1943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.268016 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.397308 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.280659 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.604955 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.685021 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.70664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.507277 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.674448 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.551561 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-1.24159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.836011 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.979761 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.703581 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.711041 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.66211 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.812779 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.668174 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.622839 # DEPENDENCYPART_GRANDPAR
