# _root_ Podstatné je , že tyto peníze nejdou z podstaty , ale z lepších než očekávaných výsledků hospodaření .
#goldHeads=2,0,4,2,6,7,4,11,8,11,7,11,16,13,14,12,16,0,
#predictedHeads=2,0,4,2,6,7,4,11,8,11,7,11,14,16,14,12,16,0,
(13,16),(16,14),0.528971 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.380851 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.235701 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.287969 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-2.0706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.528619 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.386449 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.353816 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.293611 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.751315 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-1.16501 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.793706 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.847448 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.920654 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.880543 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.938528 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-1.00536 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.66711 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.45776 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.278791 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.854586 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-1.02873 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-1.12026 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.797386 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.762808 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.694702 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.858119 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.75589 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.989627 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.726182 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.618591 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.5168 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.54591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),0.0488702 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.325385 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.801725 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.882534 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.744421 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.842669 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.940767 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.65827 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.763798 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.604511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.292519 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.243268 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.66731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.2222 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.5939 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.950326 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-1.12066 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-1.21483 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.93352 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.812741 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.91959 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.919419 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.800081 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.82999 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.788223 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.84431 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.69099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.378987 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.753244 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.821722 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.977026 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.988698 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.90138 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.767622 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.702933 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.811756 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.780451 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.60911 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.829041 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.713112 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.710089 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.53102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.60399 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.0697681 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.443991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.818296 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.609513 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.943651 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.540052 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.61724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.63897 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.22366 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.597955 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.876065 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.744687 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.926206 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.505158 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.47515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.599404 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.0864541 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.460711 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.526946 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.155854 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.31675 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.3529 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.07723 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.26588 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.05919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.244905 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.141724 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.499296 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.26588 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.06022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.239166 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.715607 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.50914 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.854591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.575732 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.765365 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.58284 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.136917 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.43354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.297717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.337371 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.58284 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.137693 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.43914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0690173 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.343013 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-1.05064 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-1.16555 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-1.13106 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.784968 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0348718 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.644529 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.170291 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.07195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,1),-2.26773 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.965899 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.613268 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.366832 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-1.12499 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-1.30247 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.856756 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.523084 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.08958 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.382509 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.46253 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.891749 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.302085 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.77564 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.90706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.0260317 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-1.11636 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.92868 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.819885 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.644529 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.170291 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.528411 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.07195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.191034 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-1.14856 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.444662 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.596139 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.293454 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.627829 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.938425 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.81917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.061815 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.05514 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.911952 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.19695 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.670217 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.165422 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.471109 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),1.08032 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.367013 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.93596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0549326 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.14801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.81917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.061815 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),0.114481 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.186495 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.00162595 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.374075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.125267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.39979 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.45949 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.262803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.499754 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.465733 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0573862 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.07691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,2),-1.28987 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-1.13182 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-1.4394 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.550175 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.322405 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.458146 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.493772 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-1.05576 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.592023 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.18836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.790108 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0578142 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.07691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,8),-0.539903 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.154064 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.402917 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.47083 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0248839 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.442703 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.11455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.75543 # DEPENDENCYPART_GRANDPAR
