# _root_ Havlova tvrdá a otevřená slova o Mnichově , okupaci , odsunu Němců a zločinech komunismu jsou jednoznačná .
#goldHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
#predictedHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
(13,17),(17,15),0.063057 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.368816 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-2.88568 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-3.05721 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-2.79647 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.45637 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-2.6899 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.33008 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.21133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.663604 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-1.02728 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.782306 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-3.24728 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.82452 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-2.83135 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-2.07466 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-2.39712 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-2.7449 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-2.26716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-2.40481 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-2.63834 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.33088 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.6387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.315415 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.903931 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.773041 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-2.65317 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.24733 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.53431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.420437 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.884747 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-1.89358 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-2.13688 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.66338 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-2.16895 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.336538 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-1.22894 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.340683 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.856998 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.202876 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.0904263 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-1.90969 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-2.15299 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.661457 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-1.43768 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.599518 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.322998 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.840783 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.185191 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.386056 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.331041 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.0828628 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-1.19411 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-1.42719 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-2.15553 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.653722 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-1.44494 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.601268 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-1.82859 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.676909 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.189623 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.390168 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.335153 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.124048 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-1.19411 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-1.42719 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.661468 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-1.82132 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.674989 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.45424 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.537182 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.331042 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0828641 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.128162 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-1.19411 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.42719 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-1.55302 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.662955 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-1.82136 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.45428 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.998674 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.124917 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,2),-1.79843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.785308 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.83303 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-1.07427 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.50189 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-1.45241 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.525135 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-1.08404 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.387328 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.629725 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.557797 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.397752 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.41828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-1.45331 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.60244 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.69736 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.23186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-1.19411 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.42719 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.55302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-3.04603 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.31291 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-2.24295 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.14432 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.43533 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-2.26172 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.29752 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.80787 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.75636 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.0159 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.29366 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.17323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.360418 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.563009 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.77119 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.932361 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.30849 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.0682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.674399 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.0923625 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.426493 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.211983 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.288775 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.23882 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.404895 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-1.12813 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.140473 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.090073 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.207142 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-2.70194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.291251 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.283582 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.354894 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.118812 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.111725 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.234067 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-1.0138 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.00458143 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.668811 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0549813 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.290252 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-1.06993 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.0532217 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.723154 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.00282183 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.214479 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.0309405 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.607536 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.248603 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.141571 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.107403 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.431082 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-1.42011 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.911748 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.230735 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.336091 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.509723 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.132024 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0520088 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.109568 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.48871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.138691 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-1.07387 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.372214 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0957389 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.149338 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.395097 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-1.1635 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.078739 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0580067 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.103661 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.273041 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.180421 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0991342 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.16016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.0702939 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.0309405 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.607536 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.248603 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.107403 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.431082 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-1.42011 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0410248 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-1.07265 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.336091 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.509723 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.132024 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0520088 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.109568 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.48871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.138691 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-1.07387 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.105321 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-1.16 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0787931 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.818202 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0283932 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.270025 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.252919 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.183439 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.102152 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.16016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.0702941 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.895367 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.102759 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-1.15599 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.8142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.239803 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.184302 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.103015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.211983 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.261592 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.252981 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.344648 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.299282 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.966253 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.199013 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.62314 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.148613 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0500634 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.214704 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0769531 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0190928 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.70194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.291251 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-1.25223 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.102156 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.16016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0702941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.895367 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.152604 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.16023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.818438 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.244041 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.409039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.131066 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0400302 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.16017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.0702918 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.895369 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.889954 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.240258 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.437485 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.506931 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.553765 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.521116 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-1.08296 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.454225 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.268841 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0440496 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0679765 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.516469 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.623189 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.489904 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-1.11458 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.243196 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.936116 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.458782 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.306092 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.445753 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.122 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.467623 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.313305 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.17975 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.303647 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.19191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.471835 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0723887 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.109956 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.19308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.484464 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-1.25605 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-1.08317 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.454436 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.269052 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.616646 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.289057 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.308041 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.109976 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.19308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.484464 # DEPENDENCYPART_GRANDPAR
