# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(14,20),(20,14),-1.86506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.565748 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0942941 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0315564 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.51974 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-2.23119 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-2.09406 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-2.3495 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-2.07817 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-2.43584 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-1.51187 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.748306 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.54145 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-2.01579 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.914683 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.91062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),1.03061 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),1.70348 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.221495 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.12324 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.789304 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0322027 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.462861 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.0978491 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.156624 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.641164 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.3043 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.507508 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.344675 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.374669 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.369274 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.209301 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.0560917 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.302867 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.27214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-1.21774 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.862958 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-1.0491 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.73373 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.308389 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.591139 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.425458 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.584805 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.57191 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.597698 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.35917 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.25226 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.649603 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.36331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,20),-0.931079 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.689851 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.494562 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.298484 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.476633 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.475333 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.539371 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.216324 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.458431 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.15157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.950218 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.830288 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.642256 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.787513 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0978491 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.156624 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.641164 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.3043 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.356368 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.396154 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.285071 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.484424 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.352568 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0687464 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0560917 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.302867 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.27214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-1.21774 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.14394 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.862958 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.0491 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.73373 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.23365 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.841695 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.742044 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.167702 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.220786 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.382286 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.456455 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.464349 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.456617 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.163018 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.338165 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0206699 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.40229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.633303 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.09498 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.19373 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.931085 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.949895 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.733444 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.64122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.196187 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.11583 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.848491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.30067 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0482633 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.127681 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.158651 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.141153 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.000286209 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.438117 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.0963595 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.165878 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.115596 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0882647 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0599235 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.348123 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.13533 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.6729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),-0.258733 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.581318 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.13519 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.750642 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-1.32843 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.11096 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-1.28703 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-1.3092 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.01912 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-1.26331 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.782649 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.06684 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.782321 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-1.24527 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.62769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.102096 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.150999 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.179414 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0117018 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.134081 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.410526 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.861916 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.699964 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.224911 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.113331 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.683918 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.426657 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.734698 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.35289 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.0734 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.942843 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.50621 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.840817 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.574346 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.156782 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.47461 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.852779 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.19814 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.547021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.335708 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.466746 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0425327 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.160572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.316615 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.562255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.243854 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.167137 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0455438 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.246489 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.418704 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-1.36639 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.54483 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-1.34342 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.34563 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-1.25191 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-1.40246 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.75267 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.66151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.135279 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.21766 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.624764 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.822767 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.83347 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-2.54018 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.66563 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.946243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.421942 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0966292 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0700706 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.0965227 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.5711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.06638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.56755 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.167525 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.124335 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.0209113 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-1.04502 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.37672 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.325613 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.917022 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-1.81594 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-1.95764 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-2.22009 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.8834 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0106674 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.294126 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-1.66209 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.192635 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.277166 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.941764 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0772713 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.56677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.113317 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.34693 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.528787 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.463599 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.517454 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.34525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.0164129 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.714386 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.159561 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.68746 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.963227 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.48837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.112614 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0294077 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.715906 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-2.34887 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.47809 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.39964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.0342923 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-1.52778 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-2.20615 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-2.35579 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-2.6935 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-3.11329 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-2.38553 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-1.63961 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.450081 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.776235 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-2.39795 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.803124 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-2.06558 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.38516 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.74196 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.14053 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.42817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.399794 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.173573 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.55777 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.323611 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.253288 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0536565 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.22502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,15),-0.416882 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.210255 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.26008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,13),-0.426644 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.180773 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.418499 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.230396 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.24819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.152515 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.927708 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.795304 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.877317 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.856834 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.562773 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),1.06422 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.55829 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.756284 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.0413441 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.47838 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.34792 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.586606 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.909058 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.640481 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.717957 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.13835 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.904386 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.684562 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.797666 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.750839 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.700308 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.37563 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.645874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.373155 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.367866 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.330452 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.679599 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.418995 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-1.00903 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.69071 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.644237 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.487428 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.427649 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.826497 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.402625 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.55935 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.227464 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.724508 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.395767 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.64485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.0555774 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.853889 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.812636 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.73159 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.516403 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.862543 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.936197 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-1.22052 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.515399 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-1.19438 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.654007 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.96736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.316492 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.824862 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-1.38348 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.590434 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0891887 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.395767 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.64485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.0555723 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.853722 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),0.112675 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.161198 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.184891 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),0.101187 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.611093 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),0.248721 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.0296359 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.0637741 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.365427 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.497837 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.29929 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),0.241393 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.125397 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.0821535 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.817908 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),0.0925051 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.727463 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.589747 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.800078 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.23064 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.31458 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.316056 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.336243 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),-0.977614 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),0.171528 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.0510466 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),0.156014 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),0.357004 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.89779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,1),-0.0860987 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.710265 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),0.144968 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.647216 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.736982 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.651523 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.350257 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.151307 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),0.101187 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.611093 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),0.248721 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.476928 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.366655 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.156622 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.497837 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.29929 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),0.241393 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.125397 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.526097 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),0.373372 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.80575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
