# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(9,19),(19,18),-0.484012 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.970677 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-1.01511 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.285234 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-1.36264 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.556906 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.556783 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-1.06291 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.461168 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.475208 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),0.209536 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.12231 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.67081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.0907336 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.457393 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.0633888 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.20046 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.410435 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.169114 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.145842 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.825033 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.559587 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.0146505 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.954421 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.316628 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.312371 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-1.40286 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.262061 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-2.40717 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.7568 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-1.10642 # DEPENDENCYPART_GRANDPAR
(9,20),(20,29),-0.5883 # DEPENDENCYPART_GRANDPAR
(9,20),(20,30),-0.629089 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.384355 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.123185 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.28243 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.619972 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.198502 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-1.15908 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.189114 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-2.19131 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.5086 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.861719 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.343595 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.0275137 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.07263 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.419753 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-0.777719 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.620505 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),0.0642114 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.078985 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.191628 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-2.19378 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.51118 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.864299 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.346175 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),0.0969057 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.168618 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.986861 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-2.1035 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.43208 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.788779 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),-0.270655 # DEPENDENCYPART_GRANDPAR
(9,25),(25,30),-0.572891 # DEPENDENCYPART_GRANDPAR
(9,27),(27,21),-0.618868 # DEPENDENCYPART_GRANDPAR
(9,27),(27,24),-1.03236 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.0722583 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-2.06646 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.836527 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),-0.318403 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-0.626919 # DEPENDENCYPART_GRANDPAR
(9,28),(28,24),-1.01955 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-2.06757 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),-0.357909 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.343595 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-0.616167 # DEPENDENCYPART_GRANDPAR
(9,29),(29,13),0.240343 # DEPENDENCYPART_GRANDPAR
(9,29),(29,14),-0.0111438 # DEPENDENCYPART_GRANDPAR
(9,29),(29,15),0.264905 # DEPENDENCYPART_GRANDPAR
(9,29),(29,17),-0.384355 # DEPENDENCYPART_GRANDPAR
(9,29),(29,18),-0.123185 # DEPENDENCYPART_GRANDPAR
(9,29),(29,22),0.0650465 # DEPENDENCYPART_GRANDPAR
(9,29),(29,24),-1.01955 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-0.0640291 # DEPENDENCYPART_GRANDPAR
(9,29),(29,26),-2.06757 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),-0.357909 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.724749 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.616167 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.84867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.62568 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.08018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.281353 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),1.2303 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.332753 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.154107 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.255937 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.200972 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-2.37107 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.76098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),1.21924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.348126 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.39201 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.993241 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.571124 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.02586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.89395 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.84825 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.532915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.99143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.10782 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.024213 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.371042 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.191631 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.236593 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.862983 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.446968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.0670974 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.761791 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.37122 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),0.215221 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.06989 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),1.73091 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.128207 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.190031 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.797732 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.381716 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.254202 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.10593 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.716805 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.324658 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),0.264091 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.86841 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.995016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.07994 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),1.7347 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.157907 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.196998 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.837483 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.421467 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.0868175 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.745146 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.331625 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.254637 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.977439 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-2.58167 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.2599 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.940518 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-2.35387 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.855953 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.29612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.773573 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),1.25529 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.316482 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.123525 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.513756 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.791648 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.379418 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.343473 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-1.01952 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.848063 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.884144 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-1.7737 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.198695 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.406714 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.385818 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.229293 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.237363 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0308751 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.154124 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.456188 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0335048 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.360064 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.331579 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.175195 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.339529 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.188532 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.028417 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.87156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.495275 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.88478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.536614 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.634176 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.850883 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.984854 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.647951 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.717424 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.788443 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.157314 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.376188 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.93817 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.807805 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.640092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.564884 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.844328 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.406948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.707227 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.357987 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.38389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.102216 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.16011 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.292707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.459741 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.22619 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.24129 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.225686 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.476828 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.424059 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.674412 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.360478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.39505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.0758196 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.274076 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.456525 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.206645 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.221745 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.152736 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.218112 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.470879 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.420844 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.669204 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.406929 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.357978 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.3932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.0714043 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.15073 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.45178 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.22348 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.238579 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.224658 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.480064 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.416098 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.666524 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.238618 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0874341 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.107501 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.198109 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.632077 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.553532 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.796994 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.805306 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.46951 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.465013 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.771943 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.541571 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.27305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.12219 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.0324695 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.146128 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.310793 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.533357 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.244666 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.262919 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.217741 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.602048 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.422698 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.529952 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.38477 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.720325 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.674905 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.275168 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.268275 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),-0.273115 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-0.063046 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.462933 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.221839 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.388171 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.353075 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.147916 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.178171 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.0438186 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.0903663 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.09224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,1),-0.278763 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.124887 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.19396 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.478817 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.282906 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0947039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.224327 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.15748 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.175778 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.108556 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.03602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.585303 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.890379 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-1.00082 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.06544 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.20744 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.25325 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.969046 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.971212 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-1.43809 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-1.27422 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-1.60008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-1.256 # DEPENDENCYPART_GRANDPAR
(12,9),(9,27),-1.60926 # DEPENDENCYPART_GRANDPAR
(12,9),(9,28),-1.60914 # DEPENDENCYPART_GRANDPAR
(12,9),(9,29),-1.68444 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.906913 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.09727 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.7973 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.836733 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.08559 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.07439 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.778219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.832859 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.607826 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.45816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.264872 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.371196 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.417073 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.580645 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.622671 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.391412 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.582785 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.625858 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.63539 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.835335 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.60781 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.22848 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.35112 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.411778 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.559656 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.601682 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.534311 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.381869 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.575701 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.620563 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.628102 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.831136 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.845063 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.633785 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0355405 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.894185 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0636739 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-1.20981 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.852944 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-1.27294 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.132202 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.337302 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.833876 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.835836 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.954879 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.624217 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.91192 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.304567 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-1.56751 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-1.04858 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-1.45118 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.771671 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.363591 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.185348 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.214829 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.148784 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-1.32174 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.132508 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.635154 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0957125 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-1.09722 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.348604 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.37111 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.321087 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-1.26069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-1.1818 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.046729 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.459118 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),1.18905 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.452707 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.228001 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.509891 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0658235 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.247398 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0546354 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.21198 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.576586 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.299209 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.275454 # DEPENDENCYPART_GRANDPAR
