# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(11,14),(14,16),-0.375283 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.40715 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-2.35353 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.1766 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.49933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.711409 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.454676 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.397023 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.236266 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.335649 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.90799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.859209 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-1.20194 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.861848 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.00433796 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.564104 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.817943 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.540855 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.242824 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.150089 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.740538 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.454063 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.34465 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.716383 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.216522 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.248291 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.877549 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.570184 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-1.76349 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-1.70965 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.854829 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-2.84363 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-1.84827 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-2.18187 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-2.38123 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-1.82138 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-1.24896 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-1.51306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),0.742786 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),-0.851049 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.49286 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.777024 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.12076 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.185707 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.520103 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.749591 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-1.05152 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.146979 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.791352 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0534728 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.00551576 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.200994 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.382529 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.234846 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.183238 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.88123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,16),-0.617316 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0107601 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0258579 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0920177 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.270452 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0284678 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.164976 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0794027 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.12165 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.105909 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.044626 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.95271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,15),-0.77052 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.966809 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-1.18472 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.979074 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.145079 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.0448695 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.309671 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.217302 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.153282 # DEPENDENCYPART_GRANDPAR
(12,3),(3,13),-0.401523 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.286554 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.12379 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.166915 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.469067 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.373134 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.22403 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.691612 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.114001 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.127101 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.38498 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.100239 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.0561193 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.146685 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.109844 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.256543 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.213515 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.143196 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0126478 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0904982 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0522059 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0493353 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0939642 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.0491507 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0951245 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.156561 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0465646 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0677062 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0457919 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.0917945 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.031232 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.95057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.570073 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.686654 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.958948 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.15014 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.380246 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.466976 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.101054 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.696514 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.110307 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.253387 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.20942 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.108761 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0216937 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.00921192 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0530158 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.00931629 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.595732 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.904157 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.932203 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.06639 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-1.31872 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.87369 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.016283 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0493789 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.86897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.623279 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.00981156 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0432498 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0297446 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.595732 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.576571 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.904156 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.932203 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.31872 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.87369 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.961221 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.738107 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.606326 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.801479 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.09914 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.71854 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.845905 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.9363 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.861161 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.02485 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.25556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.147542 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.256254 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.155679 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0658078 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.203538 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.335162 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.190411 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.279409 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.105929 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.702793 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.43895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.232311 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.003964 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.135833 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.0974676 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.706535 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.631272 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.814691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.21182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),0.213355 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.313977 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.326554 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.401924 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.828575 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.719149 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.666998 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.0579443 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0461363 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.336112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.395421 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.476698 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.483817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.485414 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.180342 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.866004 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0774191 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.251175 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0949183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.377553 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.435 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.36288 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.365791 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.0710919 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.102974 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.953595 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.730444 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.60069 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.800204 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.04674 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-1.07004 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.710877 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.847225 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.907207 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.856614 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.995756 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.3148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.396477 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.145008 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.046331 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.0508847 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0946302 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.236053 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.285734 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.411614 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.304511 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.117335 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.283715 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.153204 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.253356 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.742234 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.549835 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.317623 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.798913 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.929849 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0296477 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.452518 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.48917 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-1.06832 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.760818 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.104277 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-1.63251 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.36163 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.637879 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.668953 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.565393 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.222456 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.357888 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-1.72586 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.693615 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.202466 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.447868 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.621841 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.529332 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.380383 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.51009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,1),0.133755 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.599694 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.210787 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.674537 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.439368 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0468508 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.137815 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.16532 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.101185 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.34948 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.362024 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.564469 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.923606 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.195831 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.221719 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.184462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.617915 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.217492 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.312154 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.594464 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.571355 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-1.40748 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.235284 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.445374 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.542606 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.651402 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.62823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),-0.638731 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.322876 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.699257 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.378204 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.607309 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.346951 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.168558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.098864 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.346615 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.356232 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.349577 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.231317 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.92153 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.216495 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.112871 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.54344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.210511 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.283909 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.489825 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.71442 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.641566 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.115355 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.159123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.391448 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.304376 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.933207 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0479925 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.236854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.54344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.0183812 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.21051 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.283908 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.71442 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.641565 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0166515 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-1.20083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.299892 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.466627 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.690758 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.580576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.577672 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-1.25121 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.175787 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.314427 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.480282 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.89807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.250919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.471404 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.840978 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.488361 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.989056 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.617761 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.172561 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.65963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.327774 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.025257 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.043343 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.53476 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.548941 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.791671 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.198871 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.0735963 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.20961 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.149324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.439931 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.456349 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.42412 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.860402 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-2.18523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0717229 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0398576 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.435136 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.582497 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-1.33979 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.444787 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.698431 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.22881 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.564621 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-2.1536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.137065 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.405258 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.446427 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.430127 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-1.17379 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.196048 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.154373 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.508759 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0763197 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.410584 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-1.00051 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.268006 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.366402 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-1.12818 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.287896 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.00996145 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.0687987 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.43575 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.452096 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.360774 # DEPENDENCYPART_GRANDPAR
