# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(7,8),(8,1),-1.18464 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.23758 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.2485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.32057 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.957311 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.072 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.80989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.523738 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.498404 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.622485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.486201 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.843906 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-1.02605 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-1.0257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-1.11267 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-1.04896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-1.14121 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.771238 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.314262 # DEPENDENCYPART_GRANDPAR
(7,8),(8,30),-1.16324 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0787223 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.323576 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.330204 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.158804 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.285143 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.286033 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.23949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.0853046 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.474525 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.334743 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.341371 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.172543 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.29631 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.299691 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.470379 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0399066 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.340716 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.172368 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.295656 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.299516 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.23899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.531617 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.471545 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0387404 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.189564 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.171969 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.294436 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.298887 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.23899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.611679 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.531062 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.0848137 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.983446 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.381101 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.159578 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0849231 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0947616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0332897 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.332881 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.43931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.139713 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.688326 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.276956 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.18377 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.46909 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0413145 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.186575 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.198835 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0348579 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.297465 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.2294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.640443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.42762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0433097 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0830065 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0631773 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.154202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,35),0.0444432 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.598664 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.12091 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.879069 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.86256 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.612655 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.905877 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.384953 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.80691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.79882 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0316849 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-1.04284 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.42225 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.283799 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.520701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.278835 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.262326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.305643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.44882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.884931 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.19633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.496168 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.366923 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.143844 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.665312 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.42341 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.406901 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.407672 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.45096 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.188003 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.7007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.687928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.353838 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.179409 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.211467 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.184371 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.422474 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-1.03747 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-1.36705 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.853665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.217464 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.911671 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-1.32521 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.950483 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.0979732 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.249614 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.597859 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.701241 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-1.25656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-0.827206 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-1.66493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),-0.847377 # DEPENDENCYPART_GRANDPAR
(8,13),(13,34),-1.74633 # DEPENDENCYPART_GRANDPAR
(8,13),(13,35),-0.407886 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.148835 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.136486 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.773185 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.09792 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.589688 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.0864269 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.23865 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.403171 # DEPENDENCYPART_GRANDPAR
(8,15),(15,35),-0.0187004 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.123052 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0444011 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-1.12318 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.614942 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.144171 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.673516 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-1.09627 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.422002 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.123036 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0481126 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.664033 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.622791 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.146759 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.681365 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.10411 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.720494 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.421762 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),0.0987959 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),1.10554 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.123051 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0433386 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.659259 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.992483 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.151989 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.677209 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-1.09996 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.716338 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.27457 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.452647 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.592253 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.993841 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.642335 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.209677 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.303761 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.0448129 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.660732 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.993957 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.474112 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.042487 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.537998 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.903365 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.13687 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.274135 # DEPENDENCYPART_GRANDPAR
(8,22),(22,35),-0.0435245 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),-0.612655 # DEPENDENCYPART_GRANDPAR
(8,23),(23,10),0.269626 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),-0.550447 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.387907 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-1.00609 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),-1.33575 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.821234 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.882234 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.87667 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.388166 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.499994 # DEPENDENCYPART_GRANDPAR
(8,23),(23,35),-0.844196 # DEPENDENCYPART_GRANDPAR
(8,24),(24,13),-0.112244 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),-0.801713 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.869121 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-1.25421 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.894572 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),0.402462 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.409007 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-2.11839 # DEPENDENCYPART_GRANDPAR
(8,24),(24,28),-0.539833 # DEPENDENCYPART_GRANDPAR
(8,24),(24,29),-1.10179 # DEPENDENCYPART_GRANDPAR
(8,24),(24,31),-1.50204 # DEPENDENCYPART_GRANDPAR
(8,24),(24,32),-0.6939 # DEPENDENCYPART_GRANDPAR
(8,24),(24,33),-0.243387 # DEPENDENCYPART_GRANDPAR
(8,24),(24,35),-0.158763 # DEPENDENCYPART_GRANDPAR
(8,24),(24,36),-0.30894 # DEPENDENCYPART_GRANDPAR
(8,30),(30,28),-0.243361 # DEPENDENCYPART_GRANDPAR
(8,30),(30,29),-0.869254 # DEPENDENCYPART_GRANDPAR
(8,30),(30,31),-1.24489 # DEPENDENCYPART_GRANDPAR
(8,30),(30,32),-0.444336 # DEPENDENCYPART_GRANDPAR
(8,30),(30,33),-0.211713 # DEPENDENCYPART_GRANDPAR
(8,30),(30,34),-1.32629 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-2.34733 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.9085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-2.81011 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-2.84156 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.898066 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-2.00772 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.848071 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.7356 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.680453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.454661 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.231947 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.365157 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.553363 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.55228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-2.45384 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-2.48529 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.65145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.58895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.871248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.829543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.352795 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.366213 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-2.0261 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.58651 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-2.48808 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-2.51953 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.827101 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.68607 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.785572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.66293 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.649284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.2667 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.739869 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),1.10379 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.298197 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0185351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.244666 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.168712 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.169639 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0568136 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.862741 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.434255 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.552977 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.107233 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),0.123109 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),0.0171565 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-1.09606 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.971659 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.12059 # DEPENDENCYPART_GRANDPAR
(9,13),(13,31),-1.07872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,32),-1.78298 # DEPENDENCYPART_GRANDPAR
(9,13),(13,34),-1.06564 # DEPENDENCYPART_GRANDPAR
(9,13),(13,35),-0.393291 # DEPENDENCYPART_GRANDPAR
(9,35),(35,9),-0.649284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,35),(35,10),1.2667 # DEPENDENCYPART_GRANDPAR
(9,35),(35,11),0.739869 # DEPENDENCYPART_GRANDPAR
(9,35),(35,12),1.10379 # DEPENDENCYPART_GRANDPAR
(9,35),(35,13),0.615048 # DEPENDENCYPART_GRANDPAR
(9,35),(35,15),-0.128003 # DEPENDENCYPART_GRANDPAR
(9,35),(35,16),0.0696027 # DEPENDENCYPART_GRANDPAR
(9,35),(35,17),-0.00031399 # DEPENDENCYPART_GRANDPAR
(9,35),(35,18),-0.00599051 # DEPENDENCYPART_GRANDPAR
(9,35),(35,19),-0.0918339 # DEPENDENCYPART_GRANDPAR
(9,35),(35,20),-1.05781 # DEPENDENCYPART_GRANDPAR
(9,35),(35,21),-0.568692 # DEPENDENCYPART_GRANDPAR
(9,35),(35,22),-0.727523 # DEPENDENCYPART_GRANDPAR
(9,35),(35,23),-0.0318309 # DEPENDENCYPART_GRANDPAR
(9,35),(35,24),0.315027 # DEPENDENCYPART_GRANDPAR
(9,35),(35,25),-0.253331 # DEPENDENCYPART_GRANDPAR
(9,35),(35,26),-0.0591503 # DEPENDENCYPART_GRANDPAR
(9,35),(35,27),-1.19488 # DEPENDENCYPART_GRANDPAR
(9,35),(35,28),-1.24652 # DEPENDENCYPART_GRANDPAR
(9,35),(35,29),-1.1615 # DEPENDENCYPART_GRANDPAR
(9,35),(35,30),-0.169585 # DEPENDENCYPART_GRANDPAR
(9,35),(35,31),-1.25378 # DEPENDENCYPART_GRANDPAR
(9,35),(35,32),-1.93333 # DEPENDENCYPART_GRANDPAR
(9,35),(35,33),-1.39213 # DEPENDENCYPART_GRANDPAR
(9,35),(35,34),-1.24127 # DEPENDENCYPART_GRANDPAR
(9,35),(35,36),-1.55255 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.189566 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.296485 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.320913 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.0046941 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.245869 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.321658 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.094346 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.417866 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.306996 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.28988 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.314308 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0156761 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.239263 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.31074 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.307086 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.236578 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.314716 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0155841 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.239672 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.310832 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0891243 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.20968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,1),-0.30616 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.235651 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.363193 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0153035 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.244105 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.311575 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0902523 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0374861 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.20912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.417866 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.767481 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.472451 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.435739 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.534169 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.543976 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.588072 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.487525 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.318024 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.285562 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.14826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.373034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.663274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.307465 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.237072 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.364766 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.35851 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.311816 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.314188 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0896629 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0424892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.352944 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.211119 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.184151 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.272313 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.280641 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.233848 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.209058 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.306044 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.00817549 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.07897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.443165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.767779 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.08931 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.28552 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.30383 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.28567 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.980561 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.26603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.842301 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.681082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,30),-1.27369 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.20912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.41847 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.679416 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.767546 # DEPENDENCYPART_GRANDPAR
(10,9),(9,35),-1.3908 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.993436 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.08657 # DEPENDENCYPART_GRANDPAR
