# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(11,5),(5,4),-0.184336 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0578476 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0534785 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0176033 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0955212 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.245171 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.1747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.378953 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.68049 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.751876 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.425506 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.252354 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.269759 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.242145 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.346621 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.140046 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.156462 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.103695 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.079476 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.13177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.340592 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.635817 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.449508 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.359084 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.31388 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.380848 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.287598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.110559 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.100752 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.13331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0783021 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.298408 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.21483 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0517783 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.168558 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.283316 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0741096 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.324799 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.06336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.445333 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.665164 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.711433 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.02195 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.07807 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.837958 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.09337 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.17074 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.05578 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.259083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0487224 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.105348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.319115 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.497112 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0837568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.94404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,15),-0.485366 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.780144 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.782404 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.372791 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.692125 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.386747 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.51164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,16),-0.371285 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.291261 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.153152 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.310186 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.365181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.263157 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.209177 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0210396 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.16104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.680355 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.96477 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.926758 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.1021 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.710446 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.484942 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.835757 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.488168 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.392254 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.39614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.261895 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.418154 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0402811 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.040564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0196284 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0729756 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.000702808 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.0521175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.0401704 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.135419 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0394272 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.154344 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.211934 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.092721 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.03012 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.890896 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.85202 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.973823 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.647867 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.321824 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.782736 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.335872 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.2468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.163571 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.335375 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0383847 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.200948 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.163035 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0620592 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0138296 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0771014 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.0268114 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.407748 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.36528 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.260951 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.276614 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.26477 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.383595 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.12385 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.222572 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.0591812 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.162042 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.6763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.561146 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.921485 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.452765 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.38263 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.303678 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.300809 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.562656 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.187203 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.238709 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.398512 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.226443 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.453341 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.338019 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.21974 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.442315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.122204 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.128335 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.194127 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.153761 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.67512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.465487 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.581058 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.732726 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.82697 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.61204 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.897082 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.969879 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.953426 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.538217 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.194293 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.234447 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.70307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.571388 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.693071 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.689205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.631138 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.543648 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.774411 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.38831 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.585393 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.334559 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.442997 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.74946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.681157 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.741491 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.911191 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.737032 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.259133 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.185178 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.329245 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.383208 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.36731 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.655427 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.0926934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.273138 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.334777 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.224911 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.528557 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.596204 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.591156 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.969215 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.92464 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.848619 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.827145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.905449 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.521878 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.752253 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.474387 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.683896 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.32034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.102514 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.239704 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.155228 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.39563 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.440128 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.291583 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.350977 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.350636 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.428851 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.273138 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.338634 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.596203 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.591156 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.338715 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.185026 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.40868 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.607749 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.405391 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.337967 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.333596 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.184149 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.403561 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.448057 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.406917 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.16794 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.84869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.64338 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0166392 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.149423 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.645021 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.810695 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.620664 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.64338 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.234583 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.810695 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.620664 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.234643 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.56789 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.404097 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.635394 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.491319 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.371854 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.284006 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.293735 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0942354 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0011589 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.803562 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.07048 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.805566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.911615 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.39403 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.851433 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.05986 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.789074 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.129 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.72131 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.576186 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.523727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0254233 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.258079 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.184466 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.25731 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0525651 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0562455 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.538001 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.552649 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.104137 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.117879 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.442276 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.402429 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.224349 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.909726 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.439934 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.914422 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.181297 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.59234 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.255431 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.661224 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.213853 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.106124 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.32108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,21),-0.774653 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.168173 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.834458 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.606086 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.899415 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.18229 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.588412 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.265405 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.65535 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.212861 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.102196 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.29555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),0.112657 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.889349 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.725147 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0518265 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.598298 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.158838 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.443534 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.689536 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.282618 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.518037 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.433134 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.0483827 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.20332 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-2.21864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,18),-0.263238 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.165138 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.915159 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.988392 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-1.02337 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.785964 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.698546 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.307694 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.520208 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.670004 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.191487 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.21233 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.56928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,1),-0.133388 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.460875 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.474452 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.747399 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.671073 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.00950168 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.49559 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.23545 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.838603 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.614034 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.585695 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.836414 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.412182 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.756505 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.638235 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.542152 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.418449 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0839501 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.0609509 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.46969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.0687421 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.741389 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.482826 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.621519 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-1.14818 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.977465 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.633819 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.722738 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.446357 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0344173 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.21966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,9),-0.423532 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0615892 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.18957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.219309 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.165138 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.988392 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-1.02337 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.785964 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.598947 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.854394 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.835266 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.603398 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.770038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.21233 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.193738 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.56928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.0902379 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.520196 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.460875 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.711036 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.281649 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.414844 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.275922 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),0.184458 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.362495 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.173092 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.242625 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.744944 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.598563 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.224861 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.104991 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.607428 # DEPENDENCYPART_GRANDPAR
