# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(13,3),(3,15),-0.402135 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.27624 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.570521 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.271669 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-1.39506 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.757184 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.870512 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.75282 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-1.40501 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.845529 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.906427 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.0183475 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.454375 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.90922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.0572014 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.384126 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.426636 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.637944 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-1.09209 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.738504 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.825096 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.291957 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.291099 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.241903 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.85346 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.502959 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.3091 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.467941 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.230887 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.426019 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.81611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.364451 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.540539 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.408117 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.874491 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.681549 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-1.25417 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.837311 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.445645 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.250135 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.851844 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.496058 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.08849 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.405829 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.229649 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.424646 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.81611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.364448 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.999383 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-1.12274 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-1.27083 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.57177 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.30304 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.688707 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.808072 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.514878 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.1731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.174628 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.57793 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.612571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.35623 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.969912 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.37778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.33156 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.61485 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.679176 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.652364 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.543382 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.27384 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.533821 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.790404 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.250925 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0861109 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.25757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.283308 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.562919 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.589411 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.989921 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.44082 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.992349 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.35689 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.48463 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.58739 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-2.15581 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.02901 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.0186663 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.135454 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.625278 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-1.03854 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.419532 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.59234 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.7069 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.5422 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.15155 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.1003 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.36797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.14858 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0284622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.572385 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.100709 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.569676 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.509895 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.756554 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.66003 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.198 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.11668 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.00692101 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.02889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.925042 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.321853 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.487395 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-1.01735 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.411971 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.499866 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-1.2135 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.584211 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.654827 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.1296 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.909936 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-1.1127 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.431293 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.22168 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.14692 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-1.32306 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.08717 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-1.69995 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-1.00031 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-1.21809 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.921304 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.509225 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.31055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.822029 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.179452 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0854959 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.624092 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-1.27166 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.558524 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-1.4335 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.670277 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.844029 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-1.07514 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.592702 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.488631 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.542639 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.0221752 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0229147 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.355605 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.401354 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.520611 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.331388 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.138588 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.198796 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.0146393 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-2.1804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.855891 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.419627 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.529005 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.35395 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.041554 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.320791 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.3999 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.534951 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.329935 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.187722 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.240921 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.0237235 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-2.17778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.853196 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-1.14178 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-1.1428 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.960415 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-1.39868 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.569425 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.172591 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.42586 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.454727 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.296393 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.180004 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.222772 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.0150101 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.826454 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-1.10403 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.32831 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.185866 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.560723 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.635478 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.612495 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.569048 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.470389 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.13593 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.26896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.734352 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-1.00963 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.916266 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.31233 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.29364 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.797324 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.13805 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.764788 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.829033 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.759516 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0846021 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.293998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.436405 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.263511 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.606127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.573759 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.460534 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.56927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.435042 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.60351 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.747427 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.4371 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.07026 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.719377 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.871395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.38396 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.36291 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.31446 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.30612 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.16053 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.832673 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.834161 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.51451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0665845 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.232046 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.211329 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.378006 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.503482 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.542471 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.547543 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.464676 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.590074 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.560151 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.423792 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.497998 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.591787 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.253958 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.743701 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.322291 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.690325 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.368593 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.670776 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.167925 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.129272 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.228618 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.32226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,1),-0.336367 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.515004 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.327693 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.686193 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.695258 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.30932 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.692873 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.355622 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.671549 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.181325 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.0993217 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.229391 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.32088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.124623 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.334881 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),0.0478742 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.340877 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.959513 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.891865 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.768634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.770586 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.580449 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.241706 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0817744 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.56538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,19),-0.0886734 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.396594 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.35035 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.649396 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.670213 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.748759 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.711433 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.419361 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.302246 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.127449 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.58614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.339972 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.153988 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.58291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.774949 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.925282 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.494431 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.713089 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.349371 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.809049 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.634486 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.784406 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.687526 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.749188 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.67396 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0102872 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.145942 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.45524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.201063 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.489628 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.110781 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.459991 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.738376 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.33214 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.51016 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.324595 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.667721 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.212747 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.441416 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.221841 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.515948 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.276192 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.619162 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0701235 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.338982 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.212957 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.34165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.138741 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.342063 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),0.0398167 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.348058 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.396594 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.35035 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.670213 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.823219 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.507845 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.339972 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.6207 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.153988 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.58291 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.26712 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.968007 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.33391 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.923163 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.00358 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.845542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.481006 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.988385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0754439 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.11365 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.499853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0675376 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.12382 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.47969 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.545754 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.234448 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.167422 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.184211 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.14086 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.87476 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.0194 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.808716 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.27126 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.812326 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.06599 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.862423 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.662176 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.737391 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.687708 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.254074 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.825333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.432345 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0588111 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.171767 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.452447 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.202737 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.392444 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0694106 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.276027 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.547809 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.519161 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.309044 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.673369 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.894072 # DEPENDENCYPART_GRANDPAR
