# _root_ Šest členů prezídia proto tlačí na odvolání Tomáše Ježka a prosazuje , aby se na jeho místo dostal úředník , který na FNM udělá pořádek .
#goldHeads=10,1,2,10,10,5,6,9,7,0,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
#predictedHeads=4,1,2,0,10,5,6,9,7,4,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
(10,1),(1,5),-0.156751 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.21434 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.190936 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.227625 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0757733 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.342601 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0989214 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.201081 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.091236 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.49176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),-0.246123 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.220152 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.236028 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0845396 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.288646 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.389722 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.597712 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.165733 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0180526 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.360298 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.270063 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.37351 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.35755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.186519 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.401296 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.377672 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.779726 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.519684 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.159255 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.212632 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.415737 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.074717 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.349073 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0144547 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0870097 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0160485 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.53322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.397755 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.55163 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.625532 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.27882 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.990955 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.26882 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.670019 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0693743 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0241873 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.43346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,6),0.19879 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.187193 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0773487 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.49176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.172317 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.478418 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.431901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.187582 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.127194 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0642799 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.49176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.172287 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.478418 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.765487 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.219683 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.43032 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.303484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.186519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.125613 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0453187 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.955714 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.25224 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.43648 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.00596 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.1157 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.857526 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.13248 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.04658 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.15411 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.738936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.180843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.196462 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.150922 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0433439 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.12043 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.00414011 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.253668 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.291532 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.0605481 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.800683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.429393 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0123896 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.119999 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.181359 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.89219 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.895179 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.909613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.886419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.550576 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.107345 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.347943 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.228083 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.0823228 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.336372 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.327015 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.596132 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.0125291 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.110382 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.674262 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.117994 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.203355 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.954758 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.24056 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.4248 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.00336 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.12178 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.858414 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-1.0349 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-1.14243 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.748315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.669605 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.105218 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.274969 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.127211 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0398705 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.36263 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.110321 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.17447 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.258397 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.18502 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.210924 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.00311513 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.228191 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.292574 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0901401 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.397757 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0653263 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.264332 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.734308 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.483029 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.33802 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.288776 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.324533 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.800683 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.017341 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.466684 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.173927 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.466867 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.460804 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.181359 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.425166 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-1.25172 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-1.00351 # DEPENDENCYPART_GRANDPAR
(10,24),(24,5),-1.11488 # DEPENDENCYPART_GRANDPAR
(10,24),(24,11),0.640998 # DEPENDENCYPART_GRANDPAR
(10,24),(24,12),-0.12195 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),0.274027 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.218866 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.0754225 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.137728 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),0.0590091 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.12166 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.240339 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.536501 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.323611 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.202653 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.303717 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.379796 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.733382 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.784567 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.463924 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.561824 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.468092 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.726436 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.573257 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.277602 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.474111 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.146479 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.498239 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.530447 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.116801 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.472119 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.816125 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.572192 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.2769 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.543738 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.03566 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.0779 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.740047 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.714675 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.632559 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-1.0031 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-1.02791 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.378746 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.35147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.157589 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.428797 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-1.05295 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.03062 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.670577 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.07012 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.11492 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.653733 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.743951 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.582048 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.939099 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.961983 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.381736 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.00249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.182084 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.252914 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.40564 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.703971 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.86918 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.690945 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.1061 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.474372 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.228479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.572043 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.50762 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.539828 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.11825 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.91055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.190888 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.86596 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.587163 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.273331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.538233 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.115611 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.91044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.190843 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.611925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.817127 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.865855 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.720897 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.589702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.273227 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.644945 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.515764 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.817378 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.857027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.70062 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.963983 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.578416 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.276235 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.622973 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.662036 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.48923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.289296 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.477912 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.760343 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.19072 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.30974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.16233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.57676 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.0494 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.47436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0054528 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.672096 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-1.07329 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.80069 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.20424 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.59802 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.03599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.2692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.22327 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.187192 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.592025 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.176709 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.414556 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.15733 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.541739 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.246118 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.767289 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.963491 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.335884 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.186158 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.072968 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0878204 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.79459 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.26354 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.446504 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.255216 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.873487 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.43722 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.47988 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.08022 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.45407 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.87253 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.2521 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.28493 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.800991 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.37142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),1.02867 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.307519 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.202093 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.247586 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-1.03411 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.671661 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.515221 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.167084 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.558486 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-1.44289 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.645377 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.88667 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.108884 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.00978391 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.830497 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.304114 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.147941 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.41679 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.475604 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-1.19308 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.263815 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.627139 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.10574 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-1.12844 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.563146 # DEPENDENCYPART_GRANDPAR
(11,24),(24,2),-1.44147 # DEPENDENCYPART_GRANDPAR
(11,24),(24,4),-1.07854 # DEPENDENCYPART_GRANDPAR
(11,24),(24,5),-1.44824 # DEPENDENCYPART_GRANDPAR
(11,24),(24,11),-1.39141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,24),(24,12),1.0014 # DEPENDENCYPART_GRANDPAR
(11,24),(24,13),0.302475 # DEPENDENCYPART_GRANDPAR
(11,24),(24,14),-0.257752 # DEPENDENCYPART_GRANDPAR
(11,24),(24,15),-0.277119 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.703531 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),-0.090821 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),-0.544313 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.128366 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.457875 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.631666 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-1.48116 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.878653 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.30033 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.312059 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.358154 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.205511 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.0964069 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.343868 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.303355 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.348783 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.213819 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.00918164 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.239906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.359116 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.169145 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.150604 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0209829 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.00132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.612459 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.723274 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.04566 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.08919 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.633932 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.20332 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.16423 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.769744 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.651856 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.22208 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.02249 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.696346 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.681001 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.07909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.261419 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.274519 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.2295 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.369463 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.399892 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.379983 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.0419777 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.14752 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.3236 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.3723 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.16035 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.747962 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.15351 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.19229 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.17266 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.933449 # DEPENDENCYPART_GRANDPAR
