# _root_ Návrh si klade za cíl vytvoření " demokratického , laického a decentralizovaného státu " , který by zaručil všem národům stejná práva .
#goldHeads=3,3,0,3,4,3,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
#predictedHeads=3,3,0,3,4,5,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
(8,4),(4,1),-1.61386 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.789033 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.950107 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.304965 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.89241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.507145 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.237504 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.200937 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.838469 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.531148 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.98782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.294683 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.806598 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.56413 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.01909 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.31079 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.823191 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.19435 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.09946 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.79143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.237797 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.634293 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.206674 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.930722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.530911 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.98777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.294692 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.806547 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.56702 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.01904 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.31057 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.823195 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.661955 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.19436 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.09644 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-2.06341 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.849019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.282508 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.20018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.37744 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.91436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.270456 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.733137 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.506016 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.35696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.694453 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.637719 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.16977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.05608 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.44069 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.77869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.2577 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.68338 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.91041 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-2.10079 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.270495 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.47135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.325262 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.537752 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.784716 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.245203 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.259072 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.914863 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.868183 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.27399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.548867 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-2.60695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.693218 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.32405 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.666901 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.74764 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.92902 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.281823 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.46649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.506156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.285267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.238001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.386456 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.119337 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0823215 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.632152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0735101 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.691062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.451207 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.547539 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.706988 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.375946 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.14314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.467894 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0412715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.332377 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.171238 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0901866 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.410198 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.616365 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.632829 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.747979 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.18659 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.703953 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.182428 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.832871 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.750027 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-2.77869 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.2577 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.639434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0753686 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.914863 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.773089 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.479799 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.989281 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.868183 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.682543 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.252629 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.468792 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.735468 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.611812 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.475258 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.246455 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.462617 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),0.0423842 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.624528 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.475024 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.170375 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0739747 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0517767 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0961285 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.00674209 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0741842 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0841686 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.597292 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.672371 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.877826 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.772478 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.185694 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0857594 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.047707 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.160102 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.064512 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.344871 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0207724 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.89764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.46464 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.647034 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.835978 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.513514 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.7608 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-1.35558 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.21784 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.335172 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.186252 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.081811 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.354243 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0305444 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.466566 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.116458 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.135547 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0231924 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0716761 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0802779 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.02759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.597291 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.672184 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-1.09917 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.885815 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.749657 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.771128 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.21485 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.26382 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.151266 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.191814 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.166797 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.170917 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.066943 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0975464 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.0276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.59724 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.675074 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.09912 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.885596 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.749661 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.890761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.771135 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.21182 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.455236 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.256389 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.308765 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.360203 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.239906 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.257085 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.95612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.400646 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.529473 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.80967 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.5687 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.819286 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.661144 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.32909 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.18929 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.497176 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.31872 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.303174 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.272392 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.407186 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.286407 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.31737 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.83087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.329539 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.442953 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.657641 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.491819 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.694037 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.17721 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.03741 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.614771 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.15134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,2),-0.843263 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.900346 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.882476 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.2506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.393769 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.4086 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.108133 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0688324 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.128158 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0448319 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.52542 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.392818 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.818506 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.178899 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.339324 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.099525 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.619053 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.33845 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.884899 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.2627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,14),-0.177767 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0859149 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.615108 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.621932 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.516614 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.480043 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.478342 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-1.22179 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.685887 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.928778 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-1.01099 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.12804 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-1.02473 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.664056 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.314956 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.266082 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.186927 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.140334 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.187537 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.116157 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0143763 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.127207 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.493045 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.329393 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.331966 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.18601 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.247316 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.129356 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.462188 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.361948 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.341877 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.276472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.8485 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.23703 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.586376 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.191141 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.983246 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-1.23407 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.156499 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.470441 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.16261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.462989 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.26467 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.996735 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.00593 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.04657 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.42836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-2.10532 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.882568 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.344209 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.23188 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-1.48239 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0183418 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.887989 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.27013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-1.10961 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.5792 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.06498 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.12225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.50356 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.74252 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.217106 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.169319 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.351452 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0272423 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.103378 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.223788 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.0123549 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.114128 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.72532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.692755 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.886216 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.136999 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0109033 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.18336 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.202704 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0416092 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.294883 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0503045 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.200889 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.0433064 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.7673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.761926 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.703685 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.666198 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-1.30541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.11106 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.135089 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.255602 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.09069 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.267949 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.207471 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.65365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,2),-0.211663 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.418799 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0504494 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.240135 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.020149 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.0225887 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.0816246 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.72513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-1.00337 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.700743 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.706619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.884865 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-1.02826 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.168978 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.229236 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.483451 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.441911 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.31298 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.242347 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.00669911 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0249998 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.108475 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.72802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-1.00333 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.700531 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.70663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.665834 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.884882 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-1.02524 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.29156 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.348092 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.431982 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.431911 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.331349 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.407877 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.124345 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.317895 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.64918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.648146 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.554658 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.621166 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.820557 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-1.19147 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.994928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.14805 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.206237 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.250299 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.333228 # DEPENDENCYPART_GRANDPAR
