# _root_ ( Herečky navíc údajně strávily tři týdny speciálním výcvikem na ranči , kde se učily jezdit na koních , zacházet se zbraněmi a dokonce i žvýkat tabák . )
#goldHeads=5,5,5,5,0,7,5,9,5,5,10,15,15,15,11,23,16,17,23,23,20,21,15,26,26,23,26,0,5,
#predictedHeads=5,5,5,5,0,7,5,9,5,9,10,15,15,16,11,15,16,17,15,23,20,21,19,26,26,23,26,0,5,
(6,7),(7,4),-0.392021 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.736372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.51366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.222394 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.677431 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0973914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.457695 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0974216 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.043716 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.00234532 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.801393 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.533342 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.38851 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.688193 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0994432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.468456 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.51353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.263132 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.153944 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0927787 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.455682 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0437208 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.00235008 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.342252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.406613 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.368227 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.962267 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.700162 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.56779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-1.0456 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.531562 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.288403 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.865907 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.37456 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.490873 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.289293 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.866181 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.519037 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.493008 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.152062 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.481881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.300199 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.273719 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.527089 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.50057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.981956 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.833662 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.584636 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.39145 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.897314 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.29213 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.713511 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.954767 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.19237 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.76918 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.839106 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.15978 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-1.78168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.556814 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.532252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.35235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.958216 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.685456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.76864 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.746924 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.41011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.503947 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.239902 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0538356 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.00897798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.09583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0192969 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.12807 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.595182 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0238838 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.316879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0105715 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.21787 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.00897798 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0192969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.379584 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.141265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0362727 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0238838 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.316879 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.684086 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.211104 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.380946 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0618467 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.057966 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.495936 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.145417 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-1.1359 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.00191 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.84396 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.788785 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.78333 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-2.07802 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),0.0251551 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.42221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.397238 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.237804 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0469276 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.319978 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.293549 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.81 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.405236 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.323816 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.252685 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.749132 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0279271 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.700985 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),0.00981947 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.988764 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.228145 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.735172 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.513114 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.686372 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-1.37114 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-1.15415 # DEPENDENCYPART_GRANDPAR
(7,15),(15,29),-0.691537 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.00192 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.84397 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.783333 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-2.07802 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.41626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.24375 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.314033 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.291745 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.814854 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.409422 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.17214 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.257468 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.761221 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0331426 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.7091 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.00503721 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-1.00085 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.234367 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.743258 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.519338 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.694487 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-1.38323 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-1.1589 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.696289 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.175108 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.975135 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.210008 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.363219 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.1764 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.974998 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.214688 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.36487 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.893466 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.181434 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.119975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.06487 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.369575 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.95509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.635288 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.403204 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.06143 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.614275 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.884323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.712609 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.22847 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.441378 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.10791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0196915 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.27188 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.307276 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.137099 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.10186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.274603 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.22847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.10791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.318107 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.261777 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.248648 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.307276 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.137099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.20158 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.135813 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.533716 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.715385 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0832516 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.318445 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.29292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,2),-1.59265 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.434484 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.62569 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.49587 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.00380734 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0136864 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.50834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0270292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.07294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.14091 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.692984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.874454 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.303613 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.463329 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.254525 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.47153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.00833687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.03612 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.411794 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.108451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.639753 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.01184 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.887226 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.180209 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.239475 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0258386 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.159013 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.546137 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.119375 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.09447 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-2.38673 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.79225 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.993025 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-2.23375 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.623576 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.08616 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.948267 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.36966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.552182 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0657449 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.614835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),1.00901 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.20526 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.166318 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.052747 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.424862 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.175614 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.563405 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.083824 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-1.35059 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.136601 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.650302 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.397376 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.501589 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-1.01853 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.946531 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.5994 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.09448 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-2.38674 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.993029 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-2.23375 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.08618 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.36372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.0716906 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.613031 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),1.01387 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.209445 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.174399 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0575293 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.436951 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.170399 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.571519 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.0886063 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-1.36267 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.142823 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.658388 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.4036 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.509704 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-1.03062 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.951282 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.604151 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.34663 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.99706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.79139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0443129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0746792 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.217403 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.200811 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0302754 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),0.231795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.48853 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.14163 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.47083 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-2.53675 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-2.20251 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-2.46589 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.974313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.046646 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.223838 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.237897 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.160305 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.471324 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),0.150713 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.523503 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.722395 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0373336 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-1.04416 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.487759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.293401 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.470338 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.300443 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.400229 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.515594 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.55268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,11),-2.80664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.343367 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.15102 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-2.60105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.744102 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.36292 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.7659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.81379 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.40415 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.43687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.420281 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.118878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0444769 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.175858 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.552098 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.157633 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.63 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.45856 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.28553 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.62671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.517613 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-1.1107 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.07931 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-2.46553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.782037 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.00003 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-2.52774 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.764071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.04025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.67398 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.49114 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.32319 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.45081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.956519 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),1.12511 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.359761 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.131318 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.216145 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.723936 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.271432 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.38441 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.0545759 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-1.21785 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.16337 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.608624 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.342866 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.283908 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-1.01795 # DEPENDENCYPART_GRANDPAR
(11,15),(15,28),-0.853862 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-0.415491 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.07931 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-2.46554 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.00004 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-2.52775 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.04026 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.49115 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.44486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.954715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),1.12996 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.363946 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.452509 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.220927 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.736025 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.266217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.392524 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.0593581 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.22994 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.169592 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.616709 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.34909 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.292023 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-1.03004 # DEPENDENCYPART_GRANDPAR
