# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(12,13),(13,7),-1.55901 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.79582 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.17659 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.4294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.129424 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0571648 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0297809 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.142774 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.723557 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.047035 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.136149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.321111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.177798 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.35891 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.646041 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.470347 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.188024 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.463047 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.421261 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.101608 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.525624 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0899009 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.630036 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.52968 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0844434 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.02661 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.284464 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.473381 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.252398 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.427242 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.46986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.457594 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.933457 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.606706 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.192574 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.146216 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.416225 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.927832 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-1.04776 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.393931 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.495246 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.431993 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.503497 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.10995 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.474747 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.807157 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.570854 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.236619 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.339283 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.331716 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.140487 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-1.47115 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.14299 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.851442 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.567797 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.675025 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.556932 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.625005 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.555676 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.00557304 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.169505 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0539683 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.36748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.492722 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.232153 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.912099 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.641813 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.205662 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0700621 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.22833 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.533573 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0126646 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0225792 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.36556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,17),-0.228718 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.249658 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.969233 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.5839 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.10939 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.21756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.15636 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.647448 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.723222 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.784383 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.6745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.282817 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.60869 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.362633 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.77042 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.263765 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.133795 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.422197 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-1.26622 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.775757 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.556318 # DEPENDENCYPART_GRANDPAR
(13,14),(14,30),-1.47777 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.205774 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-1.73685 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.386021 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.291884 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.878239 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.365926 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.251747 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-1.90925 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.5601 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.122411 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.299236 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-1.06328 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.474431 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.189735 # DEPENDENCYPART_GRANDPAR
(13,16),(16,31),-1.13779 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.456405 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.436366 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-1.99156 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.698354 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.453709 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.285795 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-1.19057 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.174622 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.363723 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.195862 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.198421 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-1.88816 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.105843 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.284024 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-1.06136 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.460321 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.179484 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),-1.12563 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.80442 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.40025 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-2.00735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.0947817 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.472232 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.611864 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.353564 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-2.40187 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.775834 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-1.21 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.975128 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.541815 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-2.04556 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-1.61699 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-1.65941 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-1.35675 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-1.05561 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.989643 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-1.19493 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-1.81191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.283891 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.330842 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.561306 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.265989 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-2.2879 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.707619 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.220895 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.207859 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-1.24921 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-1.07213 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.850048 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.483833 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.469393 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-1.11503 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-1.29539 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-1.3176 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-1.12545 # DEPENDENCYPART_GRANDPAR
(13,21),(21,32),-0.361869 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.467516 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.318952 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.281776 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.472504 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.340521 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.543336 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.453767 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.244579 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.263065 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.769998 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.81759 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.771706 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.998641 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.126954 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.288173 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.689196 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.137531 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.810947 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.1578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,20),-0.478871 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.495506 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.160368 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.28616 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.704116 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.907139 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-1.01965 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.236139 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.309897 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.142139 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.392296 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.147099 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-1.39294 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-1.79444 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.833245 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.325968 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.40311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,3),-0.871767 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.546065 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.35837 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.843984 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.149512 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-1.12704 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.52221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,20),-0.813797 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.720525 # DEPENDENCYPART_GRANDPAR
(14,8),(8,25),-1.89971 # DEPENDENCYPART_GRANDPAR
(14,8),(8,26),-1.96722 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.569908 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.465035 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.359371 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),1.0081 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.170222 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.251839 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.422755 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),0.232152 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),0.202759 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-1.49319 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.443268 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.181718 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.343243 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.879255 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.546743 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),1.01509 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.399284 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.429985 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.206193 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.469656 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.22759 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.60071 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.894045 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.632846 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.893436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.286136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.390721 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.16817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.0629663 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.75081 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.0856086 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.847345 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.485497 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.507841 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.149612 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.53546 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0347038 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.137086 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.581467 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.366581 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0966396 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-1.75909 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.172859 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0781553 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.19241 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.799993 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.718652 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.762994 # DEPENDENCYPART_GRANDPAR
(14,16),(16,31),-0.383526 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.299668 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0392233 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-1.77443 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.248128 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.00902807 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.183517 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.864299 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),0.905405 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.368783 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.117152 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.26948 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-1.65383 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0615874 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.207622 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.798076 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.704543 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.752743 # DEPENDENCYPART_GRANDPAR
(14,19),(19,31),-0.371368 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.74102 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-2.06669 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.84826 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.60795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.253803 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.283208 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.103458 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-2.17319 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.381836 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-1.45642 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-1.55058 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.748179 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-1.9816 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-2.28287 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-1.4649 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-1.12005 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.44726 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.66606 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.953982 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-2.06752 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.48668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.305421 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.272238 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.101676 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-2.11278 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.353209 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.15635 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.236982 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.777032 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.786227 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-1.13174 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-1.09469 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.255095 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-1.22291 # DEPENDENCYPART_GRANDPAR
(14,21),(21,29),-0.484378 # DEPENDENCYPART_GRANDPAR
(14,21),(21,30),-0.72136 # DEPENDENCYPART_GRANDPAR
(14,21),(21,31),-0.355415 # DEPENDENCYPART_GRANDPAR
(14,21),(21,32),-0.297281 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.678783 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.524555 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.990527 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-1.65088 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.0330288 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.357664 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.701415 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.703482 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.751682 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.269313 # DEPENDENCYPART_GRANDPAR
(14,25),(25,1),-0.515442 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-1.8142 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-1.10178 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-0.459982 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-1.61675 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-1.50781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),0.109971 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),-0.388252 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),-0.0716887 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.479893 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),0.455261 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.0985333 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.892877 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-1.12124 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-1.12576 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.411269 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-1.57663 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-0.719958 # DEPENDENCYPART_GRANDPAR
(14,25),(25,30),-1.03376 # DEPENDENCYPART_GRANDPAR
(14,25),(25,31),-0.591004 # DEPENDENCYPART_GRANDPAR
(14,25),(25,32),-0.453455 # DEPENDENCYPART_GRANDPAR
(14,25),(25,34),-1.46218 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-1.16769 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.42655 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-0.645013 # DEPENDENCYPART_GRANDPAR
(14,27),(27,31),-0.297597 # DEPENDENCYPART_GRANDPAR
(14,30),(30,27),-0.14795 # DEPENDENCYPART_GRANDPAR
(14,30),(30,28),-1.09314 # DEPENDENCYPART_GRANDPAR
(14,30),(30,29),-0.402872 # DEPENDENCYPART_GRANDPAR
(14,30),(30,31),-0.363774 # DEPENDENCYPART_GRANDPAR
(14,30),(30,32),-0.299698 # DEPENDENCYPART_GRANDPAR
(14,30),(30,33),-2.11781 # DEPENDENCYPART_GRANDPAR
(14,30),(30,34),-1.10849 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.52147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.17805 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.625092 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.254473 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.161666 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.326534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.755094 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.0769534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.0964871 # DEPENDENCYPART_GRANDPAR
(15,16),(16,31),-1.16116 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.904058 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.52059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),1.66145 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.158753 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.853767 # DEPENDENCYPART_GRANDPAR
