# _root_ Pravděpodobnost , že pracovník úřadu bude kontrolovat právě " svého " taxikáře , je však malá .
#goldHeads=14,3,1,7,4,7,3,12,10,12,10,7,3,15,0,14,0,
#predictedHeads=14,3,1,7,4,7,3,12,10,12,10,7,15,15,0,14,0,
(15,13),(13,16),-0.152851 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.557527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.0360131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.387265 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.0534631 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.0892154 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.116413 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0315462 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.064013 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.272527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0687458 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.20064 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.140855 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.797831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.550292 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.0781717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.296166 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.500972 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.706811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0623111 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.192712 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.181658 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.301873 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.12599 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.75054 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.111533 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.172479 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.466652 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.305431 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.29529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.626766 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.733756 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.518824 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.14988 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.482406 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.454768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.290318 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.275861 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-1.07262 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.684689 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.178994 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.26725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.619484 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-1.69455 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.519661 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.355749 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.53863 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.704438 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.857091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.187099 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.232641 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.122057 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.1076 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.788656 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.319849 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.673075 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.24079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.574814 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.76802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,12),-0.7827 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.761916 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.624958 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.95154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
