# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(8,14),(14,22),-0.480945 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.460778 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.423133 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.924758 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-1.26266 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.05866 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.608015 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.280418 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.876693 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.471559 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.761801 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.625019 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.700885 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.424662 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.59615 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.69057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.635836 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.62126 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.53203 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.39448 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.8475 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-2.20991 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-2.13475 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.47881 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.73277 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.51569 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-2.02053 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.07627 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.56417 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.00425 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.250431 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.581076 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.4033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.511643 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.11116 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.53649 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.05909 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.08738 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.165349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.421611 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.50428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.616051 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.43497 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.34652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.19015 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.59642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.489393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.881041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-1.15776 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-1.05515 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.96111 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0104635 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.17464 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.0404915 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.293048 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.260128 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.157936 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.49597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,1),0.0135879 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.158257 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.178368 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.0262524 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0142067 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.11664 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.261395 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0989464 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.205071 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.169869 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.225145 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.257809 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.459105 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.53743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.305802 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.738507 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.424663 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.793795 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.993169 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-1.20252 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.83315 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.811657 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.621707 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0670571 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.223288 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.26383 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.266284 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.136528 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.266589 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0241718 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.00160676 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.103636 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.117112 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.134187 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.306561 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.30035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.0306072 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.463311 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.254109 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.567718 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.717974 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.927329 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.55336 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.53827 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.341917 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.61857 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0613828 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.307065 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.249169 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0700193 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0110313 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.197891 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.31378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),-0.299032 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.515678 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.224713 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.031593 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0153712 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0718449 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.572593 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.49637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.244637 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.67812 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.424705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.613113 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.211897 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0723092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0166726 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0800216 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.142165 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.244634 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.287572 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0994739 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.00942407 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.176598 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.121064 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.862065 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.278884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.791707 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.613567 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.653508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.903974 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0503345 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.13211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0197126 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.205734 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.172922 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.260224 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.114457 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.948497 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.652097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.810413 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.990535 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.581586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.40246 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.920182 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.742042 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.907757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.493286 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0574072 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0440292 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0912549 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.306869 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.287796 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.872645 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.640569 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.785665 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.948314 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.914753 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.576922 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.584925 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.84433 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.66619 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.766819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.804971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.369438 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0147482 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0455843 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.168283 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.272066 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0650785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.325078 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.140947 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.148204 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.353262 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.176532 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.142698 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.124373 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.23 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.146876 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.12113 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.791711 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.613571 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.891862 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.45383 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.204508 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0856863 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.107572 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.254375 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.159522 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.123847 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.166883 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.196261 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.0128009 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.281331 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.439538 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0043972 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.182511 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0261914 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.149392 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.195261 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.213464 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.146868 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.109907 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.768307 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.58591 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.698504 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.882846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.705512 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.26978 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0963564 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0098353 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.0181344 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.179531 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.106819 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.220303 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.0731958 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.126035 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.290743 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.136177 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0672711 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.116177 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.132356 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.151966 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.0791563 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.0791326 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0969213 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.15927 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-2.93833 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.19049 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-2.57367 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-2.48679 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.33455 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.589584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0729607 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.359238 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.609546 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.534444 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.324288 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.432312 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.345507 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-2.8245 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-2.48909 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-2.25867 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-2.15134 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-2.92067 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.59968 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.47168 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-2.55594 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-2.46906 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.33688 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.961586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.626468 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.385236 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0515918 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.00665866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.388237 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.164589 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.28718 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.234128 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.00549581 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.533896 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.534869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.323726 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.32277 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.43175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.342751 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.551124 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-2.57369 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-2.48681 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.603959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.983282 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0105751 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.154429 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.235618 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.4197 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.263754 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.496285 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.300088 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.257992 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.155533 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.354736 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.383826 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-1.69369 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-1.43522 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.621454 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.0886331 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.51445 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.912986 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-1.38743 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.442176 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.937541 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.685601 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.472401 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.266508 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.1049 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.43564 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-1.437 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.350373 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.619564 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.176578 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.00547253 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.439878 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.2876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.345395 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.16462 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-1.43015 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.4212 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.359067 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.618712 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.02943 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.431848 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.29441 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.799777 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-1.12438 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.614379 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-1.0372 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.452956 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.518655 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.636599 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.408502 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0727213 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.47318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.549821 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.41591 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.49573 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.46228 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.37279 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.856642 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.30528 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.908035 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.28864 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.28756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-1.16452 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.30933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.27598 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.10247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-2.81021 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.82675 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.43521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-2.54493 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.05862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.952018 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-2.16521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.91252 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.15398 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.29752 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.13898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.640216 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.243594 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.217059 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.431851 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-2.53696 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.75733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.8089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.38776 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.27175 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.01139 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.977139 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.89196 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.63927 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.10675 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.02427 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.18586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.89677 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.110007 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.140744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.307748 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.00546757 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.261537 # DEPENDENCYPART_GRANDPAR
