# _root_ Náš brankář Hnilička inteligentní není a přesně to , co navrhoval agent Winter Hrbkovi , udělal .
#goldHeads=2,3,6,5,6,0,8,16,11,11,8,13,11,11,11,6,0,
#predictedHeads=2,3,5,3,6,0,8,16,11,11,8,14,14,11,11,6,0,
(16,13),(13,12),0.0666846 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0921516 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.34098 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.26197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.919752 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.173439 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0605288 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0938679 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.343528 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.26193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.919713 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.415484 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.697459 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.850985 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.264357 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.208463 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.305475 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.227865 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.167226 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.122444 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.250484 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.61803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-1.13589 # DEPENDENCYPART_GRANDPAR
