# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,19,16,22,23,24,25,0,
(6,15),(15,13),-0.531449 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.336308 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.34895 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.220858 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.452618 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.288107 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.472335 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.561709 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.532481 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.145038 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.836029 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.981321 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.855367 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.886443 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.824241 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-1.06451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),0.389795 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.110831 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.326338 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.292074 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),0.6032 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.227921 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.356604 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.158478 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.160759 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.517531 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.404726 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.417065 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.247291 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.630485 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.537967 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.275889 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.35928 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.286284 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),0.081808 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.393266 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.499709 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.778231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.499192 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.906123 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.105695 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.64589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,11),-0.887961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.679711 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.219386 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.06644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.151144 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.100301 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0652839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.117094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.583656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.282354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.135537 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.440842 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.110788 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.892746 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-1.04835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),0.311227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.955473 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.06692 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.07586 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.13558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.5819 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.00391952 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.338963 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.35161 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),1.97939 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.619947 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0648676 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.580247 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.299109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.437433 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.0845 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.875456 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.953597 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.127566 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.88263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,2),-0.959116 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.634987 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-1.04428 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.587971 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.486589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.77394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.326469 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.2822 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.623783 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.04478 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.862537 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.95124 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.87979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.302625 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.621915 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.94455 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.02369 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.53415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.951683 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.104256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.192395 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.18738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.775636 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.347844 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.307534 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.340379 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.125134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.723 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.97797 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.28492 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.98615 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.7175 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.675296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.05085 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.54843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.381285 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.708362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0762044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.261042 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.240637 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.258811 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0847414 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0158344 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.297007 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.116201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.615301 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.146181 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.233215 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.794285 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.022296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.436994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.412409 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.753048 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.74666 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.90532 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.532465 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.512301 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.159841 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.107133 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.330039 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.02369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.118971 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0498453 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.19237 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0981928 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.752898 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),1.04771 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.220888 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.245021 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.179422 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.15604 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.277125 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.872661 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.695863 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.7007 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.225123 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.863467 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.283587 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-2.05226 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.31238 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-2.30708 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.82492 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.708602 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.14852 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.54033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.723819 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.711772 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0501992 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.213044 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.278618 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0574735 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0695484 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.133796 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.669795 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.489613 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.59973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.226224 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.812762 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.78577 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.02369 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0480905 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.350549 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0519754 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.222866 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0928688 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.33424 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.152929 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.104329 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.120042 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),0.0864072 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.479623 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.874709 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.154356 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.261815 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0714354 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.654352 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.187541 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.308426 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.0832955 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.573115 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.382529 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.0971088 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),0.0795744 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.486808 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.224908 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.0549932 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.597865 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.832561 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.958236 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-1.90171 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-2.22621 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-1.36425 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-2.238 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-1.95998 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.674877 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-1.20022 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.73855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.535673 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.512265 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.204127 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.307712 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.466933 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.264891 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.0146287 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.281858 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.0453133 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.767688 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.528904 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.826045 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.335094 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.498174 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.131068 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.628261 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.621518 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.940088 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),0.0864072 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.479623 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.454276 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.874709 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.564793 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.128577 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.825253 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.122097 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.15093 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.0171607 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.128801 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.13732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.390782 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.801187 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.476575 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.439319 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.593876 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.511071 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-1.79096 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.8065 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.454272 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.384347 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.11156 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.069255 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0057135 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.966666 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.424671 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.296427 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.26228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.662916 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.26942 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.112597 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0504205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.35915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.6276 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.931029 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.540804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.00939 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.67615 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.789093 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.14114 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.748471 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.92143 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.85837 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.737417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.14676 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.686607 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.51313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.344441 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.277435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.107534 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.410267 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.01015 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.631968 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.10474 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.46371 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0262717 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.247387 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.596675 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.51334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.430193 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0963856 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.159041 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.230318 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.418755 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.327519 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.621314 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-1.04392 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-1.21722 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.237497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.42225 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.40595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.561619 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.121473 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.313872 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.615202 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.98995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.816729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.430527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.90082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.42457 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.07606 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.82807 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.777791 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.72806 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.76312 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.613311 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-2.48909 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.438452 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.667244 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.09642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0529999 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.95272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.605704 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.38788 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.49942 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.29746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.1161 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.94703 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.57798 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.582637 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.843252 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.27634 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.341446 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.84883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0850009 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.857632 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.042926 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.165963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.792037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.114358 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.563055 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.174786 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.702396 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.311204 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),0.0360319 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-1.45306 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.129908 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.721904 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.502978 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.712527 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.816224 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.160394 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.041621 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0184999 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0109295 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.40583 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.519826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.239442 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.874746 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.283178 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.875533 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.381344 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-1.14751 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.763252 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.799992 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.0372974 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-1.53444 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.396894 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.816224 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0398655 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.958319 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.260015 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.122244 # DEPENDENCYPART_GRANDPAR
