# _root_ Tuto sumu obdržely dvakrát : jednorázově po volbách a pak , na základě roční zprávy o hospodaření , rozdělenou do čtyřletých částek .
#goldHeads=2,3,0,5,3,8,9,7,5,9,13,13,19,15,13,15,16,13,10,19,22,20,0,
#predictedHeads=2,3,9,5,3,9,3,7,0,9,13,13,9,15,13,15,16,19,15,19,22,20,0,
(9,5),(5,11),-0.539784 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.554977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.811934 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.897471 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.980694 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.745475 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.618114 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.528686 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.356655 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.105675 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.33634 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.159426 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.172095 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.43529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.298403 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.447791 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.529498 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.683033 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.851795 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.275279 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.331571 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.13294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.000382758 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.54488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.485055 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.850741 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.240865 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.337199 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.173303 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.216929 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.61576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,2),-0.934965 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.66295 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.612574 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.543774 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.778132 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.00612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.262628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0794658 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.11741 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.26816 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.802392 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.824874 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.651776 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.684096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.11134 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.02927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.00841609 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.216191 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0515194 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.424762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.208583 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.186043 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.22236 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.364202 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.529808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.385599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.143445 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.549191 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.969485 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.034005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.088583 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0826344 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.274724 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0406949 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.591304 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.586624 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.983326 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.754609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.12394 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0690736 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.570558 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.13266 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0421778 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.01596 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0588759 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.196975 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.232877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.29112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.281249 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.0192828 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.411647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.303142 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.110855 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.13421 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.126694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.276329 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.56974 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.119322 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.331592 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.268381 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0832112 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0502145 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.120315 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.232574 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.339581 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.042156 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0908613 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.152679 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.255023 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.401001 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.0803031 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.070746 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.034573 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.24726 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.256042 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.339076 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.304413 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0353447 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.407529 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.26816 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.802392 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.824874 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.684096 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-1.11134 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.02927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.00841609 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0044583 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0257995 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.134893 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.603753 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.326144 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.290858 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.326473 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.529808 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.385599 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.578465 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.143445 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.549191 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.154441 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.13163 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.100147 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.025791 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.269085 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.445916 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.0411553 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.397904 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0194644 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.447703 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.419784 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.0217369 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.396806 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.063458 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.0919353 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.164692 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.177339 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.213009 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.404093 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.00387 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.884907 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-1.1329 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-1.0446 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-1.02145 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-1.04774 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.952484 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.909256 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.76466 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.673872 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.980501 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.503951 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.60281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.200265 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.52382 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.593805 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.657573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.623469 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.803811 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.485558 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.747286 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.819557 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.91114 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-1.01194 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.09447 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.932611 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.988708 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.580951 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.999457 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.449471 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.63924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.261816 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.595151 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.67254 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.729219 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.860952 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.0164 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.873508 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.803785 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.451935 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.307534 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.83489 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.940244 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.09568 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.933431 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.701504 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.423742 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.940704 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-1.02144 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-1.03012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.01809 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.0208 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.846784 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.802916 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.967176 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.5462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.308625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.62864 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.76785 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.736467 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.823854 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.807032 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.970837 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.593918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.863375 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.899569 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.07817 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.486447 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.49617 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.9007 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.55914 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.54879 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.32943 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.26443 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.84644 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.06728 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.36335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.355123 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.470978 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.404974 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.526517 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.562378 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.671168 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.415127 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.539422 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.65752 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.778471 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.313941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.67413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.30335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.134596 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.201506 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.131119 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.081478 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.21406 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.07201 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.55122 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.00078 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.37268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0684856 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0517677 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.131408 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.335467 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.364406 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.483775 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.20007 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.266688 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.438187 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.365549 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.592221 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0400297 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.343359 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.093667 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.329861 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.108264 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.317055 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0894644 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.176497 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.336374 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.273063 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.053279 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.188292 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.155784 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.411445 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.295723 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.88486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.645562 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.763698 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.89683 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.837524 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.936993 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.753808 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-1.00821 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-1.12345 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.11401 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.156107 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.00491396 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.273757 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.226857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0483444 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0842681 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.159883 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.113973 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.225106 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.00176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.515527 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.754889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.794927 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.88093 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.765457 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.870702 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.297399 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.117559 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0995272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0578809 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0203695 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.115141 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.323398 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.148165 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.82686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.453207 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.555106 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.681149 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0960602 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0179711 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0894994 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.196983 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.305736 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.80352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.641582 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.207331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.00042948 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0314997 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0682037 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.555283 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0286809 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.107777 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.285219 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0346893 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.122049 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0787885 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.050961 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.135936 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.174747 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.87445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.48788 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.67879 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.795075 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.804156 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.767261 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.845065 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.743395 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.95238 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.947919 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.02209 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.0568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.134535 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0837425 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.152579 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.224088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.106366 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.156927 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.82688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.453449 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.555747 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.703317 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.276077 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.26675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0801366 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.031433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0166277 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.550493 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.70728 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.860744 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.52721 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.404073 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.23627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.514837 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.000347086 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0682971 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.11916 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0140203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.184495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.184627 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.294803 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.396192 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.162626 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.293521 # DEPENDENCYPART_GRANDPAR
