# _root_ " Turnaj je zařazen do nejnižší kategorie , a proto jsme museli sehnat bydlení do 80 dolarů za noc , což znamenalo v Praze velký problém .
#goldHeads=9,4,4,9,4,7,5,9,0,9,12,20,12,13,14,17,15,17,18,9,22,20,22,23,26,22,0,
#predictedHeads=20,3,9,3,4,7,5,9,0,9,12,9,12,13,13,17,15,17,18,0,22,20,22,23,26,22,0,
(9,7),(7,13),-0.663723 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.136394 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.293615 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.343041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.010378 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0617738 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0576644 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.735478 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.407615 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.732342 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.260857 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.297019 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.651841 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.5569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.611638 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.199071 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.992093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.2106 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.116292 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.186176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.169489 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.510358 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.503606 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.589393 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.245393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.970621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.518121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.850025 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.354088 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.384005 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.167471 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0863194 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0110586 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0646568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.18414 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.513798 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.205993 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.189811 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.655884 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.973336 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.458744 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.510848 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.981461 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.738594 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.852739 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.353392 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.869984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.472034 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.229485 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.127051 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.025562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.00325781 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.343345 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.169637 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.455247 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.19149 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.488192 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.059884 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.870306 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.593488 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.175308 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.965084 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.456151 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.508255 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.979053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.844487 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.905344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.434775 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.178502 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.235861 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0117994 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.043926 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.370283 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.1834 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.491439 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.205252 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.516528 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.0109953 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.910627 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.607252 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.18907 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.337099 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.475301 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.166823 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.749284 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.215212 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.225673 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-1.13872 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),0.0544649 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0805414 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.371195 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.182316 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.198188 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.498136 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.180211 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.297769 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.145987 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.738986 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.196442 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.104723 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-1.16274 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.19458 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.189945 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.539731 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.629883 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.555838 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.288912 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.329505 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.776286 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.371029 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.07519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.22572 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.13467 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.0233746 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.0708121 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.20451 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.488534 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.670174 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.43386 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.908638 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.413633 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.109776 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-1.06726 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.723266 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.209169 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.327863 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.452218 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.635949 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.951531 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.880731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.4589 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.179641 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.237 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.148221 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.10285 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.036633 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.193035 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.121359 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.458277 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.106846 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.442745 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.606766 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.940001 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.64525 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.0269565 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.227069 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.365596 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.841245 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.760565 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.695324 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.03588 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.604608 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-1.01223 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.518171 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.514016 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0947565 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.392094 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.50454 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.712582 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.126128 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.982398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),0.35045 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),0.00841519 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.951591 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.517828 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.612821 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0922119 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.509421 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.503216 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.747602 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.177583 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.11085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.644493 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),0.234513 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.107522 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.179726 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.598555 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.486161 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.600123 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.239049 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.335314 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.506136 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.693436 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0646565 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.44278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.309104 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.0659799 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.408027 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.03155 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.604451 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.5307 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.233099 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.578929 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.729352 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),0.355069 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-1.04488 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.660994 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.554272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.445496 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.278461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.54971 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.652376 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.802485 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.28792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.30192 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.0620118 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.403311 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.642347 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.779624 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.65274 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.9028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.47544 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.303099 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.677012 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.807257 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.669121 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.75623 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.951679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.457571 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.123219 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.159058 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0802112 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.321418 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.22142 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.34885 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.384457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.18855 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.684368 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.777828 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.802402 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.543127 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.725414 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.676478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.757951 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.292816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.910087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.918915 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.139727 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.156731 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0368446 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.173118 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.319091 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.180901 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.346523 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.133926 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.241703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.545635 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.624457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.382129 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.671472 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.772815 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.797389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.538299 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.663582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.28647 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.927279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.9007 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.518613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.141371 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0459128 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.168299 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.303731 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.185493 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.331163 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.13579 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.229012 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.554356 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.609098 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.36677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.383663 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.321702 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.510066 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.495936 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.555566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.0396323 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.809475 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.443515 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.100242 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.262613 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.436166 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.457098 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.206372 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.100083 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.253083 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.516223 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.47965 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.569135 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.107562 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.848862 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.45063 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.04124 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.05073 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.825443 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-1.12708 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.694095 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-1.10528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.591023 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.290594 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.0623349 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.517096 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.469376 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.526088 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.699131 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.610613 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.698372 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.270222 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.636689 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.820458 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.479667 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.590943 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.374326 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-1.16569 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.65691 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.27001 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.915248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.900229 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.518141 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.170471 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.148001 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.132095 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.166661 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.325928 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.273742 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.330375 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.175343 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.838165 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.577555 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.634494 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.411182 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.392166 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.311103 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.147859 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.178368 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0888399 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.662456 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.825854 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.60614 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.996549 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-1.09994 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.00197968 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.392885 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0699293 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.83006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.513569 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.399689 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.986502 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.621718 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.56416 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.332325 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.16943 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0958793 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.74 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.408036 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.294181 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.12604 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.26826 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.82197 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.494027 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.773788 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.969329 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.10752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.215669 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.604138 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.725208 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-1.29796 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.548203 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.680039 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-1.00403 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.338572 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.513233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.18141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.846593 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.732331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.2446 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.801869 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.0114 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.30987 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.39441 # DEPENDENCYPART_GRANDPAR
