# _root_ Ženy , které byly donuceny poskytovat sexuální služby japonským vojákům za války , budou odškodněny formou zřízení center pro vzdělávání žen v jednotlivých zemích .
#goldHeads=15,5,5,5,1,5,8,6,10,6,6,11,5,15,0,15,16,17,18,19,20,18,24,22,0,
#predictedHeads=15,5,5,5,1,5,8,6,10,6,10,11,5,15,0,15,16,17,18,19,20,20,24,22,0,
(6,16),(16,22),-0.089382 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-1.00019 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.15259 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.422712 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.203611 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.226289 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.713997 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.104131 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-1.01869 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0365461 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.147586 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.526511 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.20109 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.243906 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.731615 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.103374 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-1.02253 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.781312 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.263695 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.336865 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.79832 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.867787 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.358934 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.137437 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.726288 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.0898736 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-1.0125 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.775985 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.154127 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.533053 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.35605 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.162915 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.116422 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-1.02808 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.789116 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),0.0611723 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.0223632 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.443675 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.791692 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.548954 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.531886 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.134459 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.161748 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.595135 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.91966 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),0.0600042 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.238105 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.735774 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.450865 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.280099 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.211277 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.24997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-1.01334 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.704569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.20285 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.281208 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.892196 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.686432 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.530333 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.01819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.571732 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.781561 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.53116 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.376148 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.964868 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.468706 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.74825 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.998743 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.40882 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.53542 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.774905 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.75907 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.85595 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.610574 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.92052 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.00301 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.31079 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.22357 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.06259 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.570939 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.37948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.304359 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0410949 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0576096 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.395998 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.105074 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-1.32166 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.123841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.43888 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.197954 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.95608 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.53619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.015232 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0132414 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0237998 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.418271 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-1.32677 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-1.25413 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.911548 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.758742 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.335361 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.78083 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.558937 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.762527 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-1.02677 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.898954 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.100056 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.932325 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.570861 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.176179 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.967652 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.546442 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0898067 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.19427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.762468 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.976605 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.569195 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.674867 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.487562 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.904467 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.545325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.166974 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.24733 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.523274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0857661 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.17836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.960701 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.557971 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.98484 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.673188 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.28424 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.73128 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.50006 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.76993 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.08082 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.90998 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.551951 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.171373 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-1.2521 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-1.1031 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0859636 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.17979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.766633 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.962123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.561199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.986262 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.67319 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.28425 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.7327 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.50149 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.77135 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.11134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-2.30563 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-2.12457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.08405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-2.11135 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.940136 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.55459 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.21076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.746551 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.30087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.653373 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.10175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.364316 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.32978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.347462 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.455883 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.888128 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.80237 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.736998 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.783979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.209711 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.000775996 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.195526 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0728845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.572053 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.239882 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.462486 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.148776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.369096 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.00266942 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.608334 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.406579 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.77762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.234127 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.450085 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.39832 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.568089 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.243846 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.966574 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.718571 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-2.59097 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.81913 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-2.04261 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.89481 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.46975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.765291 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.09012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.199045 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.146164 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.330353 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.105906 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.754432 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0793081 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.722483 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.48344 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.765499 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-2.27746 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.71202 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.772115 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.96734 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.82317 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.39811 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.11951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.178565 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.111951 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.119066 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0745916 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.518662 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.242888 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.356815 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.114896 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.397226 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.419124 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.931046 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.756818 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.272674 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.716444 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-2.26841 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.71149 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.768571 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.96566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.39643 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.673239 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.12087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.178571 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.110595 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.141548 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0732361 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.515507 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.325269 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.371498 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.129579 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.411909 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.436779 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.945729 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.771501 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.282727 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.731127 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.57618 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.941116 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.766748 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.706226 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-1.14819 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.981067 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-1.63474 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.658719 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.34059 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.904018 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.840454 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.628311 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.00274865 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.514137 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.06753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,15),-0.827018 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.2465 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.210306 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0495076 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.93198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,2),-0.542269 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.05365 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.04285 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.829505 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.203712 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.632343 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.06762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.910844 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.612274 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.1715 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.851325 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.71019 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.82705 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.20205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.01145 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.47848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.41023 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.35001 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.737988 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.22431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.198993 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.38647 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.293854 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-1.13851 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.251534 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.753339 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.0353702 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.187706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.294715 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-1.14738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.436033 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.738035 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.21392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.144214 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0685483 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.13365 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.246674 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.617423 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.841465 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.79882 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.905567 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.15216 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.47699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.27797 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.652122 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.513754 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.45652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0924654 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0580297 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.357973 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.142784 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.315521 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.552294 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.777276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.782948 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.797741 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-1.16762 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-1.21028 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.534978 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.2592 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.907857 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-1.07242 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.920921 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-1.26525 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.17478 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.69406 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.838913 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.29316 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.493071 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-1.25164 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.615639 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-3.07855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.346049 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.867179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.575068 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-1.02791 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.59654 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-1.68689 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.8852 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-1.19951 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-1.2064 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.523647 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.596788 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.452724 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-1.09959 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.08933 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.28857 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.10471 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.628663 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.954984 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.326025 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-3.14571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.251239 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.935451 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.613316 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.02613 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.668211 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.1272 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.10119 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-1.20747 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-1.10014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.321759 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-3.10897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.267155 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.898369 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.01355 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.9642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
