# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(11,10),(10,7),0.363594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.67862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.415286 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.112322 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.32004 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.32317 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.271007 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.790949 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),0.059211 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.471815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.308117 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.701447 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.0772495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.499947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.119894 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.323249 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.594095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.311826 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.166325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.12265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.689042 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0976489 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.154313 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.0452919 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.53955 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.1744 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.709478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.46976 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.02891 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.24114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.212322 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.262752 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.980478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.552688 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.85007 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.76122 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.11515 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.74243 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.20221 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.405272 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.37816 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.69171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.0136 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.12254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.153552 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.286166 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.233036 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.677886 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.107444 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.144518 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.159651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.181802 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.48103 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.393065 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.413378 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0747104 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.326672 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.266262 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.499683 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.313974 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.606577 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.18574 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.404292 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.593915 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.156404 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.264701 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.178792 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.193688 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.490356 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.0473683 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.313974 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.606577 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.404292 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.593915 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.245272 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.264701 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.178792 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.193688 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.490356 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.0473683 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.339528 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.00642118 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.0930661 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.382392 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.244825 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.073324 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.490356 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.406293 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.245272 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.00668959 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.244825 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.073324 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.0439733 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.406773 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-1.27538 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-0.778092 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),-1.27104 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.977204 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),0.11846 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),-0.531571 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.090356 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-1.20496 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.573026 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-1.1563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),-0.219076 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),0.159621 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.445858 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.129523 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-1.12696 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.196455 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.448416 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.420751 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.223667 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.4857 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.787778 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.424286 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.581895 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0634538 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.975391 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.18706 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.24736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.983879 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.608454 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.04684 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.00152988 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.167532 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.33622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.940482 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.362695 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.33872 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.35444 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.30636 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.868001 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.11553 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.58311 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.497489 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.800724 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.614907 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.48949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.02515 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.132188 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.612136 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.56629 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.00475371 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.730698 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.843449 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.280497 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.143281 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.482905 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.524768 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0520457 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.121562 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-1.45278 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.631893 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.481589 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-1.54562 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.214211 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0376943 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.83617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,5),-0.290571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.252108 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.121778 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0865768 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.522855 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.62563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.689209 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.68654 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.43963 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.25964 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.802249 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.298715 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.153297 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0709511 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0457791 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.107339 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.226337 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.56827 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.00892945 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.143123 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.602045 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.666335 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.62285 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.37251 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.16844 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.962343 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.63903 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.54433 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.2788 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.27633 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0181413 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.58889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,1),-1.59339 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.437824 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.788118 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-2.36449 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.6682 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.10535 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.533723 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.46929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.651714 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.757522 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.725958 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.7757 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.893419 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.55743 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.398549 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.979334 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.683945 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.54708 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.59911 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.28793 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.680628 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.66858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.359287 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.370782 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.205752 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.00167889 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.348672 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.472273 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.378689 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.554837 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.924241 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0434728 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.160601 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.160584 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.790655 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.505379 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.15042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.523179 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.409956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.658308 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.378202 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.932447 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.433268 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.848796 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.753857 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.542227 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.505379 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.15042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),0.409956 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.658308 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0433242 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.932447 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.433268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.848796 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.753857 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.542227 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-1.52073 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.779217 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-1.31475 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.406739 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-0.771326 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-0.807921 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.591903 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-2.29119 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-1.34554 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-1.03204 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.441686 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-1.49624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.605409 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.0958419 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-1.03803 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.293465 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.0893916 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.663338 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.321792 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.559986 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.465288 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.775357 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.495263 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.226064 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0601524 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.241134 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.216338 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.0652116 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.120838 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.0444394 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-2.36727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.817035 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.116438 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.452379 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.375176 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.363391 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.335307 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.0807924 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.0599832 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.24511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.580687 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-1.0143 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.384787 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.340822 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.114453 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0648476 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0683468 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.0511592 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.344362 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.3118 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0101369 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.206253 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.266734 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.206582 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.114364 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0749316 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.239065 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0264666 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.36568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.816894 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-1.22827 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-1.24449 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.43393 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-1.37974 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-1.51291 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.57642 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-1.10577 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.326136 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.409964 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.224873 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0635163 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.167853 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0228092 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.842709 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-1.36094 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-1.29428 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.10548 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.038476 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.352841 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.32023 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.0173935 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.234516 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.275212 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.209773 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0150843 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0720601 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.247394 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0348818 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.36568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.817886 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.22827 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.24449 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.43393 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.37974 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-1.51291 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.57642 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.10577 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.433935 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.366023 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.019828 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.37684 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.321362 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.409969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.218919 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.131575 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0602707 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.189502 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.49583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.842709 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.36094 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.29427 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.48372 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.10549 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.518642 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.708085 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.697558 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.389066 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.578509 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.607564 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.708809 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.772316 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.726284 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-1.01797 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.854925 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.928138 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.948419 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-1.06812 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-1.12922 # DEPENDENCYPART_GRANDPAR
