# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(11,3),(3,6),-0.53286 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.28169 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.357715 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.439314 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.11527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.562886 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.668136 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-1.23725 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.341555 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.346921 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.186998 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0358612 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.209714 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.142609 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0766892 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.135067 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0400635 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0402619 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0705217 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.244375 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.179726 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0133778 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0467389 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.208487 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.085758 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.168608 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.102731 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.01369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.576559 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.910231 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.715579 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.958754 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.567292 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.11443 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.02663 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.147936 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0419678 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0393578 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.122134 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.15425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.606495 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.30296 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0595506 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.233403 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0765328 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.134911 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.186761 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0437224 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0169316 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.121685 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.15425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.606475 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.01195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.89301 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.10047 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.701439 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.30295 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.16615 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.29956 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.473413 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.341555 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.346927 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.406833 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.43024 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.259194 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.22133 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.322544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.95753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.446227 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.825466 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.712568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.872631 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.938313 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.02056 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.19441 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.715447 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.927212 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.15124 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.913884 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.960454 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.0424 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.739751 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.38909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.11471 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.202005 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0412351 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.179209 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.299834 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.142173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.295247 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.39319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.370645 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.104233 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.292474 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.244646 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.177815 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.872395 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0447251 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.159814 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.225898 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.332945 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.16719 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.279352 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.301154 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.305671 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.361606 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.56167 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.409956 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0646491 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.113907 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0700943 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0938347 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0700297 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.402075 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.364455 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.040933 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.123199 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.0133118 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.279828 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.135435 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.246963 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.0568256 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.189176 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.203219 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-2.0863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,1),0.230316 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.123199 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.0133118 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.279828 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.135435 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.246963 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.203219 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.0863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,1),0.0152692 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.311973 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.50518 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.795275 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.465999 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.063015 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.291 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.537354 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.416827 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.44275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,16),-0.0793051 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.490872 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.0549982 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.272244 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.314614 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.557155 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.497385 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.00179809 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.308484 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.556022 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.0463858 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.09195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.0178356 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.781917 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.237548 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0896941 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.154648 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.075764 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.363796 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0564769 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.189524 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.206039 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.121203 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.164388 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0836769 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.374499 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.30901 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.291588 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.538995 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.68999 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.24491 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.490613 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.573559 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.704755 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.112544 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.603579 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.480342 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.356299 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.000489072 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.184594 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.196435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.200311 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.08637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,17),-0.19492 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.230314 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0969282 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0591702 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.347202 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.264211 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0126997 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0785089 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.203264 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.197127 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.0863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.00531701 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.23873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.0141538 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),0.205256 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.194867 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),0.214565 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0510033 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.276239 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.314754 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.294005 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.584714 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.45046 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.172747 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.255601 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.50838 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0461402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.09184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0178566 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.191156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.162518 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),0.0662038 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.0152692 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.311973 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.315843 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.658956 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.486194 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.216074 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.292636 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.543065 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.592365 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.44275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.376772 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.719596 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.0793051 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.465243 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.511705 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0533664 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.593156 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.537807 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.648812 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.791807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.84703 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.112479 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.460765 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.335177 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.320754 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.926452 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.438844 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0881143 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.394169 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.43952 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.545869 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.39069 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.359891 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.118871 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.25345 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.171433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.37616 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.343773 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.174281 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.191714 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.113176 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.518902 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.372489 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.569824 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.928874 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.377432 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.461399 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0862136 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.495882 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.457918 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.536295 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.387977 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-1.39752 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.3939 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.830613 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.65285 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.28889 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.890609 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-1.21816 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.37435 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-1.41251 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0273329 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.71387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.102756 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.540512 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.62484 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.77347 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),1.137 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.228109 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.866996 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.673972 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.84346 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.998351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.77008 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.160931 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.595968 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.616125 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0886424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.12324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.53096 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),1.3504 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.897201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.528722 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0622017 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.19495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),1.51549 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),1.22516 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.156547 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.630273 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.348487 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.84748 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.828128 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.991303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),1.77154 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),1.727 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.183306 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.693536 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0774203 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.223597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.253739 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.714524 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.487008 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.486841 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.206308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.226494 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.177064 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.391006 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0779747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.654166 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.163099 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.40536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-1.05231 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-1.08764 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.39108 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.632825 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.9175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.379607 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.647368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.587979 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.499057 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.665165 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.98398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.539907 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.824967 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.609996 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.461867 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.553813 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.94165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.523839 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.24065 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.565444 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.63887 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.3911 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.986269 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.633669 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.91445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.297655 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.384082 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.590062 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.489307 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-1.19247 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-1.26333 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.992706 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-1.91779 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-1.90943 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.683495 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.234982 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.476457 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-1.08697 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.304346 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-1.08047 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.573299 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.196722 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.6041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,18),-1.4497 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.783085 # DEPENDENCYPART_GRANDPAR
