# _root_ Pro tento školní rok není změněno nic , uvažuje se však o systému školného a půjček u vysokoškoláků , zazněly úvahy o podílu na placení středního odborného školství .
#goldHeads=5,4,4,1,11,5,5,11,19,9,0,9,12,15,13,15,15,17,11,19,20,21,22,23,24,28,28,25,0,
#predictedHeads=5,4,4,1,11,5,5,11,11,9,0,9,12,15,13,15,16,17,9,11,20,21,22,23,24,28,28,25,0,
(9,2),(2,4),-0.259961 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.576368 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.725261 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.401117 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.12287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,15),-0.31817 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0229464 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.252865 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.1085 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.10156 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0744235 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.736138 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.897108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.00899318 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.432488 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0667048 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.31506 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.440357 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0603584 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.881081 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.23824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.567944 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),0.0271747 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.840959 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.39563 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.719155 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0441621 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.434497 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.152786 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.367768 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0448504 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.736587 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.23797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.564963 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.0448664 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.504141 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.84759 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.390559 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.548508 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.742638 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.456047 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.12475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.442488 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.07164 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0305021 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.47024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.210826 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.32298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.384996 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.242662 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.128998 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.50277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.339937 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.469606 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.595069 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.00044 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.755005 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.613181 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.22823 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.429325 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.57384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.076307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.174498 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.336262 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.702039 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.2019 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.770655 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.361058 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.40773 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.753054 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.249228 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.151658 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0863498 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.293596 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0925629 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.366339 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.273932 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.33744 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.199715 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.17627 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.256329 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0191687 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.331865 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.159573 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.623182 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.194808 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.352911 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.286892 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.186767 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-1.08958 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.34764 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.184231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.23531 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.310537 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.15811 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.559412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.64405 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.962017 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.15419 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.886127 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.752438 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.563064 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.61104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0714788 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.279959 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0118576 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.12479 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.425237 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.307231 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.109557 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.598084 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.189423 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.701853 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.394468 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.231172 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.774799 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.178178 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-1.12025 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-1.52452 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.162658 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.601096 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.346461 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.289978 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.18873 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-1.07824 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.27787 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.12284 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.457021 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.203712 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.43437 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.258157 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.235738 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.10109 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.178748 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0736875 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.349602 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.4001 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.683122 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.530487 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.323903 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.71347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),-0.180024 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0161785 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0908223 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.448165 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.110785 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.526706 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.183573 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.816704 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-1.1597 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.621966 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.997163 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.239686 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.730271 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.418957 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.265688 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.62415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.206354 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.103676 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.102341 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.198039 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.531359 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.0254169 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.607913 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.383599 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.898894 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.0898242 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.657238 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.410622 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-1.02923 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.262232 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-1.36914 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-1.31577 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-1.42937 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-1.76402 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.479359 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.292832 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.778649 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.191959 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-1.11344 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-1.06526 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-1.17891 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-1.51751 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.516583 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.311836 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.840808 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-1.17749 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-1.58726 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.26465 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.0946134 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.150532 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-1.10745 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-1.07395 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-1.1876 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-1.51152 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.396603 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.191856 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.119995 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.573086 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-1.02764 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.99204 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-1.43441 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.0970784 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.659292 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.0780687 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-1.07708 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-1.19073 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-1.49626 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),-0.497183 # DEPENDENCYPART_GRANDPAR
(9,26),(26,22),-0.115791 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-1.01752 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),-0.204498 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-1.34801 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-1.40825 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-1.69405 # DEPENDENCYPART_GRANDPAR
(9,28),(28,21),-0.263769 # DEPENDENCYPART_GRANDPAR
(9,28),(28,23),-0.658519 # DEPENDENCYPART_GRANDPAR
(9,28),(28,24),-0.0696694 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),-0.987865 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.982683 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),-1.09433 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.509865 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.186741 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.221764 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.157275 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.1852 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.249758 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.181176 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.335337 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0517329 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.522686 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.292199 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.191849 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.183295 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.252881 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0726248 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.240836 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.355425 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.180763 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.127889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.161291 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.296867 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0844207 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.157067 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.483183 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.17184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.420047 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.132024 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),0.129924 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.0868023 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.378772 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.239871 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.184578 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.143016 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0553079 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.152095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.479481 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.17688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.416684 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),0.145259 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.137846 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),0.128924 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.224293 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.0917004 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.050955 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.521691 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.49026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,20),-0.10974 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.146274 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0938344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.381946 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.466249 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0577823 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.072584 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0168415 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0936856 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.118863 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.386526 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.229523 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.188178 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.148802 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0509451 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.177017 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.150908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0351079 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.387076 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.17777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.415859 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.144228 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.138877 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),0.127969 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.162344 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.225118 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.178019 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.0925256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),0.19913 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.183593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.281968 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.396955 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.302674 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.274278 # DEPENDENCYPART_GRANDPAR
(11,9),(9,26),-0.368852 # DEPENDENCYPART_GRANDPAR
(11,9),(9,28),-0.250075 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.459392 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.09467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0507127 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.260185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.045399 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.292835 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.121597 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.270122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.14204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.386735 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.359799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0749889 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.391418 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.201724 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.404123 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.206166 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.119081 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.390726 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.323979 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.34423 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.269144 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.396106 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.13106 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.367605 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.197964 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),0.102824 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),0.00601025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.482417 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.290705 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.187938 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.0412435 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.216806 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.146566 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.0754398 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.29201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.273619 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.13104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.389231 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.192034 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0229506 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.204275 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.096378 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.649544 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.21137 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.211349 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.423253 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.151815 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.291742 # DEPENDENCYPART_GRANDPAR
(11,15),(15,28),-0.265014 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.203832 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.380385 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.124128 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.392834 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.324597 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.327654 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.106112 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.192411 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.210883 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.112587 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.267224 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.218934 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.5078 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.320479 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.521857 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.13267 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.33178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.0347797 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.391415 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.703649 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.105851 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.727886 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.358241 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.741891 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.196011 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.538555 # DEPENDENCYPART_GRANDPAR
