# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(12,9),(9,12),-1.41135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.304679 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.622229 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.717709 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.721494 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.568061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.315728 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.316297 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.138038 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.41095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.301417 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.717306 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.721091 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.39023 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.40254 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.66495 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.654486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.0424458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.646756 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.688977 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.569246 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.865167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.120576 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.190152 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.188234 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.310892 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.241517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.220183 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.871322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.158058 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.449479 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.12635 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.132091 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.176224 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.591657 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.646721 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.588482 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.844017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.139637 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.507477 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.125144 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.583396 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.23315 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.165015 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.245683 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.30464 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.688227 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.408124 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.586861 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.501594 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.134301 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.154194 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.428659 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.168474 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.259955 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.33774 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.713451 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.433348 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.0937 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.35523 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.38953 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.706646 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.69563 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.032563 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.661934 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.632145 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.591396 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.908229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.240248 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.145481 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.214654 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.508332 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.219426 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0368122 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0562788 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.0243963 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.38667 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.111304 # DEPENDENCYPART_GRANDPAR
(12,20),(20,28),-0.415973 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.295981 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-1.15152 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.534641 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.253157 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0682677 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0966184 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.210839 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0547004 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.0306023 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.195587 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.108979 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.145655 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.000879774 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0143479 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0385757 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0128801 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.101089 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0220417 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.0411152 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.00617001 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.10506 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.891682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.383265 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.430948 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.434403 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.567242 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-0.727899 # DEPENDENCYPART_GRANDPAR
(13,4),(4,27),-0.818595 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.164604 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.126532 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0674947 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.103617 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.156442 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0700393 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.108307 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.105875 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.431977 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.1248 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0660469 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.00914189 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.157083 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0704093 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.10983 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0716898 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0689177 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0496478 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0383322 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0116857 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0405486 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.000606974 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0365928 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0923798 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.883115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.236915 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.39506 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.442742 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.431269 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.564663 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.598559 # DEPENDENCYPART_GRANDPAR
(13,7),(7,27),-0.83039 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.00792027 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.145069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.935244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,20),-0.479727 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.187792 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.218302 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.237736 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0484815 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0797346 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.224339 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0690738 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0423388 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.054844 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.938284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.220667 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.426085 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.473766 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.449393 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.038728 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0879571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0708104 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.168358 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.909119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.394526 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.442207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.103566 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0039556 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.169179 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.927942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0703661 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.25255 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.432808 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.480995 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.445517 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.594054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.353614 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.467844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.37998 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0881236 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0401558 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.179037 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.256178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.417414 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.399578 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.373392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.510746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.414879 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.294795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.00332465 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.106116 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0188855 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0885482 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.163634 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.191018 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.283638 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.39958 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.416595 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.287547 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.112981 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0458594 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0139639 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0907805 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.17567 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.200481 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.2931 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.561242 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.581621 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.389807 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.423021 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.454829 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.403251 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.406382 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.422104 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.426659 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.335698 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.461353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),0.185626 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0309038 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.12126 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0145089 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.0248445 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0844129 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.126799 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.214326 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.308684 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.206397 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.39325 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.382605 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.414965 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.411299 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.33406 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.0454198 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.000433679 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.130207 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.266025 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.354962 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.0824334 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.194593 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.219594 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.310838 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.337715 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.397575 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.635978 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.218565 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.40318 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.07997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.639139 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.854504 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.585155 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.722449 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.400575 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.905384 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.226095 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.262294 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.0680624 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.316519 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.279417 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.35533 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.173886 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.04706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.631867 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.846726 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.579037 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.452111 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.714574 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.72582 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.06751 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.623119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.636135 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.918367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.524044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.232759 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.416788 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.15468 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0691067 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.417319 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.596303 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.659839 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.06751 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.918368 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.528945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0738185 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0710332 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.148882 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0711221 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.429138 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.605522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.669058 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0665653 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-1.51508 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.385597 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.447762 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.918581 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.0789726 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.00889178 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.231415 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-1.4576 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.655711 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-1.05192 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.661127 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.145071 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.412589 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.639817 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.45469 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.348811 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.293604 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.3833 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.468631 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.609306 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.242165 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.306412 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0551222 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.13321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.379322 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.81861 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.673679 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.727428 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-1.19188 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.484991 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.431981 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.246531 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.408997 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.372363 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.399779 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.430776 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0446632 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.0484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.294007 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.736812 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.551162 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.591674 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.370501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.322177 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.357526 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.06803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.3163 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.579078 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.956568 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.09212 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.856058 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.561066 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.480446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.838661 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.3374 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.197476 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.308762 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.464108 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.219207 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.0977 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.21006 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.41343 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.889967 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.842954 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.493187 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.812131 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.728437 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.786941 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.92551 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.634062 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.477977 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.546732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.748452 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.206688 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.129441 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.00436726 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.00234264 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.139209 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.100956 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.377728 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.42997 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.864243 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.817782 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.78288 # DEPENDENCYPART_GRANDPAR
