# _root_ Από τότε , η Κέρκυρα έχει γεννήσει δύο Έλληνες πρωθυπουργούς και διάφορους άλλους πρωταγωνιστές της πολιτικής , κοινωνικής και πολιτιστικής ζωής της χώρας .
#goldHeads=7,1,7,5,7,7,0,10,10,11,7,14,14,11,16,19,19,19,21,19,14,23,21,0,
#predictedHeads=7,1,7,5,7,7,0,9,7,11,7,14,14,11,16,14,19,19,21,19,16,23,21,0,
(11,12),(12,13),0.190495 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.101941 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0778274 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.0389802 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.116842 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0927791 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.0117076 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.741174 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.62908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.586467 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.546405 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.539888 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.453973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.539663 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.230857 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.148196 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0780973 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.104482 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.203171 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0267672 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0491575 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.171985 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.0740986 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.173329 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.536928 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.232285 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.222449 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.00380787 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0950846 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.196945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0418081 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0416641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.156558 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.0586722 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.277224 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.686385 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.538455 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.484287 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.47777 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.340049 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0328235 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.00532693 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0275544 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.326343 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.09994 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.174234 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.302866 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.198325 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.253258 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.451502 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.165869 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.081322 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.143657 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0900102 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0128473 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.181615 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.0866983 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.778837 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.728018 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.280346 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.701021 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.721915 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.607416 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.498924 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.492407 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.607316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.322642 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.0710695 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.00505575 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.392232 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0261493 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.182617 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.411371 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0946056 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.273232 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.182201 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.303792 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.455625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,15),-6.55146e-05 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.198081 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.100719 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.188843 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.0418091 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.0484623 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.299697 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.0756126 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.174665 # DEPENDENCYPART_GRANDPAR
(11,24),(24,9),-0.462622 # DEPENDENCYPART_GRANDPAR
(11,24),(24,13),0.104819 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.190467 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.257062 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.167088 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.659068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.39315 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.496657 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.678939 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.71056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.07513 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.273598 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.452816 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.788531 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0647751 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.27082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.07706 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.667965 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.541974 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.356785 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.461963 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.569422 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-1.05996 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.250512 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.426175 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.638583 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.358916 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.27011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.0606644 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.669923 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.821241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.640188 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.984814 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.405157 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.947799 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.633171 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.187111 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.338741 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.00608987 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.771245 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.12754 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.705279 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.22637 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.946698 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.601084 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.712482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.603645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.147994 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.381363 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.278624 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.564559 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0277196 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.558075 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.506396 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.548283 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.268778 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.713186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.606085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.100557 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.00964855 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.27899 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.565958 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0257918 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.558839 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.500707 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.542594 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.998581 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.780994 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.85822 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.15139 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-1.56097 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.755128 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-1.22832 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.948657 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.581909 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.78596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.593768 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.131984 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.22051 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.282342 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.100512 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.501677 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.446252 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.358287 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.405986 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.241109 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.719645 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.989042 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.13012 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.815939 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.806317 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.605883 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.828944 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.557931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.503361 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.397739 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.238527 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.417709 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.334779 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.484644 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.527244 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.539865 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.250543 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.828944 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.55532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.109374 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.596095 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.23888 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.419095 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.332829 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.485396 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.521543 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.534164 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.782718 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.742381 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.728404 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.984876 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.22872 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-1.20779 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.830545 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.820924 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.599648 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.840659 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.608044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.0237345 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.349658 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.400601 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.114455 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.467147 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.447325 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.466578 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.485033 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.28726 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.468033 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.553107 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.752303 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.933743 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.296559 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.349062 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.445703 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-1.04543 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.420091 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-1.0127 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.414494 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.407371 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.316189 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.216347 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0517749 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.555678 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.833873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.0577103 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.341281 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.424629 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.439157 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.384068 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-0.592594 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-1.09493 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.775621 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.525056 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.248596 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.189551 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.077858 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.531145 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.462888 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.730298 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.567336 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.505448 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.570104 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-1.12164 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.707891 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-1.09493 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.775621 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.525056 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.415825 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.189551 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.077858 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.615885 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.953738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),-0.400877 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.424701 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.542771 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.484009 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.03166 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.69629 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.420239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.183322 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0921402 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.028906 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.643816 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.931097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.154934 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.442028 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.51588 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.42307 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.536639 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.659032 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.227305 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.247772 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.623687 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.888551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.112714 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.43421 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.849304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.0731405 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.423367 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.542673 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.28803 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.291709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.715737 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.00847609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0100877 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0435711 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.187327 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0379872 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0920951 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.973434 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.2142 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.17683 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.912019 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.820837 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.42641 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.19314 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.321927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.448845 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0887747 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0126788 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.109911 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.056938 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.134173 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.198478 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.840458 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.328453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.652957 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.442344 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.064613 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.212069 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.115041 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.172799 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.945066 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.927703 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.01734 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.27636 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.5948 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.27773 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.974187 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.883005 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.733583 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.527409 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.28639 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.286265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.434079 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.482511 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.104753 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0371894 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.135491 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.253019 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.30604 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.162393 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.442354 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0646151 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.0715706 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.11649 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.174248 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.773401 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.709947 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.47116 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0550702 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0954928 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.125385 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.103765 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0659599 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.0779905 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.223244 # DEPENDENCYPART_GRANDPAR
(14,23),(23,15),0.698712 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.0782458 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.121012 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.0858317 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.225927 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.902782 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-1.20012 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.158586 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.00839566 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.0646578 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.766229 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.229176 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.544158 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.726906 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.21049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,19),-0.400638 # DEPENDENCYPART_GRANDPAR
