# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(13,12),(12,24),-1.02874 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.463799 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.679969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.243983 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.038264 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.164811 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.271513 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.545979 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.750341 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.61612 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.714924 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.746748 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.695221 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.594017 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.57213 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.63256 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.458566 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.644043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.230386 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.000574226 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0266251 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.368143 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.269391 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.370986 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.542705 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.488464 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.245268 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.0846337 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.0692104 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0484333 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0367749 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.00661957 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.143095 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.00484651 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0475036 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.168169 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.035868 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.136824 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.0252802 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.197954 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.105347 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.915716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.059186 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.427237 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.227362 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.355148 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-0.519943 # DEPENDENCYPART_GRANDPAR
(14,3),(3,24),-0.58537 # DEPENDENCYPART_GRANDPAR
(14,3),(3,25),-0.512072 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.158093 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0909104 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.119712 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.141437 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.100734 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.846672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,4),-0.0633139 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.121985 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0343452 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0219315 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.929106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.0305138 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.126392 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.100504 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.119988 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.087969 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0146197 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.15168 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0203387 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.115426 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.00728569 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.180819 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.970116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.105622 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.424859 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.339337 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.467143 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0280194 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.113106 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.158438 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0781042 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.237325 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.259064 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.236367 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.162807 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0733954 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.164554 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.205786 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0469992 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.176903 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0498299 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0823305 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.146365 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.853164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.290979 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.192741 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.143094 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.0682415 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.000980554 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.00967205 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.0455752 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.127098 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0263407 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.18394 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0516168 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0423128 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.105347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.915715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.059186 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.427236 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.227362 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.355148 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.519943 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.58537 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.237325 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.259064 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.236367 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.162807 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0733954 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.164554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.259611 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.14718 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.0581509 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.291235 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.314004 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0854695 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.474678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.00952407 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.107972 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0199534 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.159434 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.213471 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.529707 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0692126 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0586019 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.268213 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.332948 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.475947 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.468765 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.59641 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.528681 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.309878 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.480154 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.341815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.63712 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.356881 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0996435 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.418636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.483232 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.140111 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.344729 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0406749 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.2211 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.167458 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.232991 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.259215 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.468844 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.596489 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.528759 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.310077 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.480234 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.341894 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.6372 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.35696 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.0997229 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.481593 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.139091 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.323732 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.348016 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.517122 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.217026 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.16047 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.226004 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.260037 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.100375 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.522426 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.151979 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.216931 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.0890648 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.210835 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.561096 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.262526 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.640448 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.202868 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.203905 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.553339 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.264577 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.0324965 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.563012 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.213574 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.232215 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.302024 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.62741 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.643647 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.503201 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.720853 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.611901 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.730998 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.582095 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.56295 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.442681 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.669434 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.504809 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.268055 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.945692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.294527 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.281611 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.622289 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.813347 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-1.02177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.654816 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.720005 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.641977 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.759683 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.656123 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.579964 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.553254 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.591252 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.954864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.31847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.332261 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.636538 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.589825 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.651249 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.316007 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.514971 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.562912 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.484723 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.597702 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.507785 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.478812 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.969996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.277198 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.365927 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.706606 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.07234 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.869568 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.07798 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.845011 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.857943 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.54682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.104351 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.237773 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.399006 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.60923 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.11963 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.03668 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.07137 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.20505 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.11078 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.994328 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.862827 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.979267 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.907932 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.778727 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.590071 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.672379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0451103 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.244243 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.23122 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.556961 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.311769 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.522327 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.491267 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-1.03668 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.07137 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.20505 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.11082 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.994328 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.862827 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.979268 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.907932 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.778727 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.672931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0451748 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.131527 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0129773 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.665494 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.556851 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.312737 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.523295 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.496054 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.17085 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.00951029 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.619809 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.445073 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.887425 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.546022 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.435338 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.534285 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.507643 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.522027 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.332266 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.544519 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.325252 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.511401 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.464609 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.234648 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.229515 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.234824 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.327266 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.230865 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.20202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.210398 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.52472 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.946602 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.828311 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.689438 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.830377 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.665565 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.827436 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.642512 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.723698 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.821261 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.646403 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.664943 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.668715 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.61791 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.795343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.194582 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0807443 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.316308 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.397981 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.362665 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.395386 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.689437 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.830377 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.665564 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.827477 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.642512 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.723698 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.821261 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.646403 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.664943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.617911 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.794741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.31006 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.06154 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.716609 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.315423 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.397449 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.362134 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.399397 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.837604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,19),-6.10771e-05 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.811512 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.413736 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.586743 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.485334 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.396036 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.800452 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.414029 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.475974 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.592495 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.396411 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.286102 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.165256 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.267003 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.509434 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.141468 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.318803 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.442566 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.764598 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.493824 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.226745 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.164158 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.270015 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.599991 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.0687639 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.0620219 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.0425433 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.261813 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.64088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),-0.462266 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.362804 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),-0.769191 # DEPENDENCYPART_GRANDPAR
