# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,9,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(12,4),(4,3),-0.10275 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0723552 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.100581 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0304015 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0952565 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.00752937 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.99136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,15),-0.338406 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.443888 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.847469 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.814632 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.57862 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-0.497648 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-0.709359 # DEPENDENCYPART_GRANDPAR
(12,4),(4,27),-1.06165 # DEPENDENCYPART_GRANDPAR
(12,4),(4,29),-1.00418 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.160635 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.173219 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.118538 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0273412 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0627297 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0808858 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.0219068 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.03994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.339227 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.145695 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.137971 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0830035 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.118479 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0752385 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0275511 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.03362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,1),-0.203371 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0819493 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.03786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0698683 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.176351 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0186867 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0610425 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.08975 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.03619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.352352 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.407866 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.885218 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.852381 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.511595 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.662747 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.207801 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.171921 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0168965 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0236165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0292008 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.03619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.280448 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.511285 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.352352 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.407866 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.564376 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.62559 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.452017 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.548111 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.497277 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.453142 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.520438 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.505412 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.416432 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.568576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.125997 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0445745 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.347487 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.037914 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.32832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.295301 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.218464 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.153923 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.245145 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.542323 # DEPENDENCYPART_GRANDPAR
(12,15),(15,29),-0.488232 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.524704 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.205525 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.0200419 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.333495 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0910035 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.175404 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.168591 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.265901 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.258708 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0827819 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.234975 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.512923 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-0.455244 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.659455 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.470033 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.554306 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.450302 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0990947 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.566356 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.533519 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.318754 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.333305 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.320135 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.695722 # DEPENDENCYPART_GRANDPAR
(12,22),(22,29),-0.641632 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-0.628436 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-0.452017 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-0.548111 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-0.497277 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.453142 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.523284 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.419278 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.568978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,14),-0.0442766 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.172299 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.031669 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.334615 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.420368 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.286483 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.387354 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.156237 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.248268 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.253943 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.20015 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),-0.542259 # DEPENDENCYPART_GRANDPAR
(12,23),(23,29),-0.488168 # DEPENDENCYPART_GRANDPAR
(12,23),(23,30),-0.385129 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.742664 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-1.06718 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.455944 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.750151 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.579899 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.598268 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.989192 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.10054 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.759557 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-1.42508 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.24089 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.09811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.33756 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.841701 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.715492 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.14727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.935338 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.01031 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.951295 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.635839 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.774704 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.704223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.215227 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.354126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.548811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.593658 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.368126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.962666 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.466979 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.41883 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.795982 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-1.10095 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-1.33756 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.841701 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.715492 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-1.14727 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.938184 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.95414 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.635839 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.703924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.411259 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.334817 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.298338 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.609523 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.361968 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.654375 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.232444 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.470102 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.592249 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.506503 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.418766 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.795918 # DEPENDENCYPART_GRANDPAR
(14,23),(23,30),-0.493425 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.137542 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.181047 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.883578 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.217721 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.402558 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.0202045 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.661729 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.0444252 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.044476 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.718035 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.275959 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.297898 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.370766 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.117003 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.565789 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.177182 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.00524832 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.228021 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.386031 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.536165 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.642254 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.203451 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.885385 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.133576 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.53923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),0.0655568 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.17095 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.373749 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.108117 # DEPENDENCYPART_GRANDPAR
(15,4),(4,23),-0.933818 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-0.544592 # DEPENDENCYPART_GRANDPAR
(15,4),(4,27),-0.463424 # DEPENDENCYPART_GRANDPAR
(15,4),(4,29),-0.861376 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.155516 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.342096 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.830783 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.422355 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.505164 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.111879 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.793807 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.0638981 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.66545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,5),-0.277132 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.360808 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.194974 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.86828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,22),-0.386826 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-1.26287 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.320249 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.401209 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.406724 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0710442 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0220417 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.659892 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0993947 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0408147 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.185432 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.62093 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.327202 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0685058 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.373265 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-1.45199 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.574358 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.145822 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.7612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.100015 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.429295 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.632094 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-1.15579 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.692457 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.041711 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0676095 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.373282 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.0181024 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-1.44491 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.145831 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.143259 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.593937 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.7612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.100015 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.396344 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-1.10917 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.465756 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.571112 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.194998 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.881479 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.70054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,19),-0.370164 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.299579 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-1.09513 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.130842 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.253456 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.63281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,23),-1.0274 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.979982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.956056 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0995873 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.104945 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-2.15657 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.492489 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0313899 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.814364 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.546365 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.564763 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.412153 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.042371 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.132493 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.111373 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.19153 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.0473048 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.440805 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.492489 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.0313899 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.814732 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.564395 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.334765 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.492909 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.132493 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.111373 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.19153 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.17918 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.0473047 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),-0.440804 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.798347 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.60921 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.597187 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-1.2788 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.346883 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.127624 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0748189 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.596727 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.325087 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.377028 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.26045 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.658798 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.599148 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-1.4479 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-0.684739 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.77105 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.868023 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.397981 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-1.07959 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.427756 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),0.263426 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-1.08002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,17),0.325838 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.793011 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.0206878 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.721525 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.181578 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.184163 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.148279 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.284556 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.218944 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.100143 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.498491 # DEPENDENCYPART_GRANDPAR
(15,23),(23,30),-0.24551 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-1.57412 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),0.0718291 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.101538 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.100904 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.216984 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.285434 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.378764 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.216692 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.61504 # DEPENDENCYPART_GRANDPAR
(15,27),(27,18),-0.564395 # DEPENDENCYPART_GRANDPAR
(15,27),(27,20),-0.492909 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),0.132657 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),0.173814 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),-0.156076 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.269036 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.19133 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.969877 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.440804 # DEPENDENCYPART_GRANDPAR
(15,29),(29,20),-0.487834 # DEPENDENCYPART_GRANDPAR
(15,29),(29,24),-0.156076 # DEPENDENCYPART_GRANDPAR
(15,29),(29,25),-0.263961 # DEPENDENCYPART_GRANDPAR
(15,29),(29,26),-0.19133 # DEPENDENCYPART_GRANDPAR
(15,29),(29,27),0.0429812 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),-0.983693 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.551104 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.52991 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.509248 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.40539 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.431045 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.5068 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.456382 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.644006 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.473952 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.458835 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.56943 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.520144 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.338213 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.972212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.438141 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.634361 # DEPENDENCYPART_GRANDPAR
