# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(9,10),(10,5),-0.794411 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.748701 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.644693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.359549 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),0.0345242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.302829 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.32875 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.438564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.214096 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.178194 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.193217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.369299 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.09619 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.776687 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.803812 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.654094 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.352587 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),0.000648502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.310912 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.160855 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.350819 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.493694 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.00451677 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.0509072 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.18481 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.339816 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.202452 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.145076 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.0178721 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.0276098 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.0329312 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.173848 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-1.09618 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.773772 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.800897 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.651179 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.357725 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),0.0303016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.311304 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.186624 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.341804 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.495131 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.00325098 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.0505144 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.17357 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.341254 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.18764 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.143664 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.0225663 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.175213 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.0107655 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.49997 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.178368 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.263948 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.01048 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.982927 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.873339 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.92197 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.869432 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-1.19286 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-2.09182 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.787998 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.836629 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.623276 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.08439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),0.116557 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.143408 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-1.38512 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.344365 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.795423 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.84578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.869431 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.19286 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.987019 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-2.02065 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-2.08195 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.836625 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.623273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.08439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.143408 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.38512 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-1.84578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.869431 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-1.19286 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-2.02065 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.876758 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-2.08269 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.623273 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0827639 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.08439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,2),-1.39805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.2127 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.10244 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-1.15107 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.231066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.02709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.136027 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.0950225 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.609323 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.428172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.297633 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.34478 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.740808 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.38666 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.76205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.7889 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.919825 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.610462 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.96243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,21),-1.69694 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.72429 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.96197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.73316 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.62357 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-2.81074 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.6722 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.21574 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.607408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.37107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.378675 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.00775909 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0405084 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.688644 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.202781 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.735796 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.366665 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-1.15166 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-1.14981 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.386793 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.663931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0175783 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0413688 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.484619 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.48396 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.787824 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0114801 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.337439 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.77542 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.59191 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.48232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.53095 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.689877 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.334358 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.127129 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.835405 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0210214 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.965728 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.975336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.68364 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.3845 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.27491 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.32354 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.903527 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.119263 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.3947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.566839 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.289762 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.229886 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0617324 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.185412 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.784361 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.356975 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.808053 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.998265 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-1.02625 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.443461 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-1.16101 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.416956 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0293027 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.727344 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.375098 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.46457 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.246178 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.870444 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.731748 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.979172 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.985586 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-1.01833 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.562156 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-1.28494 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.039286 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.105058 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.16843 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0322459 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.027144 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.201011 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.364777 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.22645 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0902655 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.125769 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.0217432 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.0667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.12133 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.468387 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.695197 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.764978 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-0.589212 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.027144 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.201011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0408755 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.51317 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.492835 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.090266 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.125769 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.0217432 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.12133 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.468387 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.589212 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.027144 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.201011 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.51317 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.104252 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.612559 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.125769 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.146669 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0217432 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.326087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0872502 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0238779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.160062 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.290145 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.210623 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.04289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.0744095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.337714 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.466803 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.649595 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.78425 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.733625 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.802095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.355286 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.5412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.843263 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0967987 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0604335 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.318017 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.504171 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.181507 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0038482 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.0672225 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.61058 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0689618 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.244683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.237816 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.01855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0707369 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.258799 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.339504 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.362639 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.652229 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.737325 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.526946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.135812 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.152143 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0119925 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.67135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.51004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.121378 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0310539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.306922 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.405493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.342121 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.478305 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.572033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.281763 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.00850375 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.146528 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.281862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.466628 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.414025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.698176 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.326576 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.263203 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.399387 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.362127 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.509077 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.524108 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.527567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.441533 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.205829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.147182 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.123214 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.375071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.290169 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.267291 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.102667 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.102029 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.334301 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.460846 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.393887 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0812462 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.301192 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.238551 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0587171 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.41511 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.569493 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.29447 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0375621 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.143556 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.337623 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.424435 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.582572 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.475965 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0952858 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.334239 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.684165 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.409147 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.0160815 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.178301 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.455015 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.536731 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.690508 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.328294 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.264922 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.401106 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.340407 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.502663 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.51685 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.487418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.469327 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.233356 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.127949 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.195721 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.0686744 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.222542 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.0828618 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.65177 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.279619 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.121139 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.367307 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.458104 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-0.69196 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.326842 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.26347 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.399654 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.352296 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.5026 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.517879 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.51185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),0.474591 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.228758 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.124682 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.193802 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.0594581 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.22714 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.0783378 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.653577 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.288725 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.317835 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.311573 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.832049 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.430797 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.360945 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),0.160776 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.899687 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.430746 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.344734 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.732263 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.304147 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.28725 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.755277 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.399254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.431004 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.971169 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.569311 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.827536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.0981964 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.33818 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.595408 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.477274 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.670733 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.97103 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.972714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.17629 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.838906 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.49521 # DEPENDENCYPART_GRANDPAR
