# _root_ Ανησυχώ μήπως η διακρατική συνεργασία στον τομέα της εκπαίδευσης , δηλαδή η διακυβερνητική πτυχή , παραγκωνίσει την κοινοτική προσέγγιση .
#goldHeads=0,1,5,5,11,5,6,9,7,11,16,14,14,11,16,2,19,19,16,0,
#predictedHeads=0,1,5,5,1,5,6,9,7,11,1,14,14,16,16,0,19,19,16,0,
(16,1),(1,16),-1.88277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,19),0.256013 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.404001 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-1.05227 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.231288 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.363363 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.212803 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.571253 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.251102 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.120863 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.37497 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.189129 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-2.00902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,2),-0.508316 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.131725 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0778861 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.538352 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.116298 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.157865 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.31408 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.855001 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.436834 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.0171184 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.234457 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.523398 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.030782 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.0736984 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.0351741 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.380053 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.10344 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.10488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,4),-0.314376 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.099149 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.148227 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.0659425 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.442848 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.00704149 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.235472 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0907169 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.726566 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-1.20387 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0768069 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0375819 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.386632 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.000606216 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.162005 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.105848 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.10488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,19),-0.00277685 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.435443 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.0200282 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.231949 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0789451 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.132002 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.14016 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0395514 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.38378 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.00238403 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.165736 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.10475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,1),-1.3371 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.572761 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.428394 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.294231 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.794191 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.343155 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.366495 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.540209 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.319375 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0416979 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.1076 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.04408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.104914 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.0568134 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-1.02833 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.476838 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.199288 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.755843 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.248064 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.28141 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.271489 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.00102943 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0868873 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0690791 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.00597323 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.290658 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.00098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,19),0.123694 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.537152 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.213223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.500117 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.137775 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0793865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.153647 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.0949315 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.837103 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.411881 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-1.12311 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.135874 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0093937 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.400809 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.310588 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0255969 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.111632 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.10475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.190507 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.00231351 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-1.3371 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.294231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.794191 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.343155 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.366495 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.183992 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.134785 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.04408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.104914 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.0568134 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.499106 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),1.22026 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.539996 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.154823 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.89791 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.522706 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.684082 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.596459 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),1.25336 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.490337 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.133695 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.79712 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.202159 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.48541 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-1.31425 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.184103 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.420795 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.423822 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.379804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.154477 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.330802 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.832795 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.269256 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.242212 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.26674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.528306 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.74593 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.779845 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.25438 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.746244 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.751466 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.710774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.247328 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.72251 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.793301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0824079 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.197504 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.718182 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.569765 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.781459 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.220606 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.491144 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.43231 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.146441 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.0642361 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),-0.662238 # DEPENDENCYPART_GRANDPAR
(19,1),(1,15),-0.0629157 # DEPENDENCYPART_GRANDPAR
(19,1),(1,16),-0.135066 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-1.11343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,20),-0.163559 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.711516 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.193359 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.632485 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.639494 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.160505 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.1685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,1),-0.742017 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.315388 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.522371 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.448489 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.309546 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.179768 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.631142 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.1454 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.175325 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.125905 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.462053 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.23328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,14),-0.585937 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0683244 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.1685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.188862 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.13403 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0489487 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.662997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,2),-0.552737 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.659398 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.442987 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.74446 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.508296 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.69195 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.697748 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.379007 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.48627 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.621621 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.395665 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),-0.234717 # DEPENDENCYPART_GRANDPAR
(20,1),(1,19),-0.384377 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-1.10995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,14),-0.617064 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.288748 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.375467 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.12617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,1),-0.453297 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.398606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.398361 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.626675 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.325896 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.334998 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.13573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
