# _root_ * Πάρτε το ποτό σας και καθίστε κάπου κοντά στο Pierro's , ένα από τα διασημότερα και παλαιότερα gay μπαρ του κόσμου , για να δείτε τον κόσμο που πηγαινοέρχεται τα βράδυα .
#goldHeads=6,6,4,2,4,0,6,9,7,9,12,10,12,13,20,17,20,17,20,14,22,20,24,6,26,24,28,26,30,28,32,30,0,
#predictedHeads=0,6,4,2,4,0,6,9,7,9,10,7,12,13,16,14,20,20,20,14,22,20,24,20,26,24,28,26,30,28,32,30,0,
(8,17),(17,11),-0.0403642 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.106075 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.155295 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.414537 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.733776 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.528816 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.403716 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.268892 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.35249 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.370494 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.354991 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.295281 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.416053 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-0.399415 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.784266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.0265641 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0033904 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.58187 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.432946 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.121159 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.459012 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.481963 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.348877 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.44385 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.415782 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0284799 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.12301 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.160735 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.236728 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.324749 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0685383 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0494863 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0874324 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0463994 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.03679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.115211 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.193194 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.587918 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.358863 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.600491 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.359303 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.609486 # DEPENDENCYPART_GRANDPAR
(9,2),(2,33),-0.503171 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.236732 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0327931 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.294216 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.379449 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0285782 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0876301 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.089694 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.03334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.254761 # DEPENDENCYPART_GRANDPAR
(9,4),(4,30),-0.620845 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.336145 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.109455 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.355347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0407793 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0235237 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0582472 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.03479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.158004 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.290278 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.236728 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.029491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.290691 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0260263 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0516931 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0463994 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.03679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.115211 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.231974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.193194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.587918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.358863 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.600491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.557314 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.57191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.359303 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-0.609486 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-0.549962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,28),-0.762006 # DEPENDENCYPART_GRANDPAR
(9,7),(7,32),-0.809461 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.329413 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.106317 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.149966 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0933159 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.238572 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.0283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.137203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.289505 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.606139 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.377885 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.592504 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.454303 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.622745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.245164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.108721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.495946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.628201 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.268369 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.205725 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0487812 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.291522 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.354326 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0607545 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.00751734 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.3602 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.151761 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0971813 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0923721 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.00896758 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0466781 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.0208819 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.00104682 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.672885 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.545463 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.591169 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.472862 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.677718 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.471958 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.622909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.288522 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.238617 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.19317 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0275541 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.199239 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.56137 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.341838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.202995 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0737967 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.0875813 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0969136 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.156857 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.175761 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.2117 # DEPENDENCYPART_GRANDPAR
(9,17),(17,30),-0.224564 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.46547 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.588839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.332164 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.406042 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.242469 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0788614 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.191475 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.205754 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.148743 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.319768 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.208803 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.186026 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.309957 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.298514 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0377945 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.243759 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.218755 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.725529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.258469 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.649446 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.596079 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.759123 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.187079 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.311783 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.299049 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0353709 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.245586 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.134785 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.725835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.258775 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.649752 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.596385 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.759429 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.35638 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.0627569 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.738767 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.672569 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.328863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.514982 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.177203 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.216482 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.430861 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.382143 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.418436 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.589964 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.316004 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.184659 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.293961 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.27487 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.175019 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.183659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.854842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.792698 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.665724 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.600678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0378851 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.149609 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.221328 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.164657 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.208408 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.0265197 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.164124 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.133573 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0574885 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0621737 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.0745502 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.887296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-0.264898 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.274199 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.3845 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.323585 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-0.467109 # DEPENDENCYPART_GRANDPAR
(12,2),(2,33),-0.723582 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.164657 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.180236 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.14971 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.121382 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0938021 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0574885 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0621737 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0745502 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.121872 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.887296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.264898 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.274199 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.3845 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.558408 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.594464 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.323585 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-0.467109 # DEPENDENCYPART_GRANDPAR
(12,7),(7,26),-0.381462 # DEPENDENCYPART_GRANDPAR
(12,7),(7,28),-0.886728 # DEPENDENCYPART_GRANDPAR
(12,7),(7,32),-1.04012 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0939858 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.100633 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.161351 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.913295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,6),0.109887 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.935858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.215705 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.000437184 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.502875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.23157 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.114268 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0669036 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.151081 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0677532 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0934621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0262204 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.0742864 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.000891834 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.299111 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0445667 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.025687 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0630524 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0754884 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.0860085 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.324353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.804963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.194609 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.260016 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0165284 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0638827 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0403768 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.222061 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0347603 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.103531 # DEPENDENCYPART_GRANDPAR
(13,26),(26,1),-0.488423 # DEPENDENCYPART_GRANDPAR
(13,26),(26,2),-0.690709 # DEPENDENCYPART_GRANDPAR
(13,26),(26,4),-0.637123 # DEPENDENCYPART_GRANDPAR
(13,26),(26,7),-0.724891 # DEPENDENCYPART_GRANDPAR
(13,26),(26,8),-0.457007 # DEPENDENCYPART_GRANDPAR
(13,26),(26,9),-0.448179 # DEPENDENCYPART_GRANDPAR
(13,26),(26,10),-0.55179 # DEPENDENCYPART_GRANDPAR
(13,26),(26,14),0.304283 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),0.193526 # DEPENDENCYPART_GRANDPAR
(13,26),(26,17),0.0324704 # DEPENDENCYPART_GRANDPAR
(13,26),(26,18),0.0581294 # DEPENDENCYPART_GRANDPAR
(13,26),(26,19),-0.00806318 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),-0.377535 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),-0.251452 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),-0.17574 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),0.126396 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.0433654 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.0475006 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-0.490846 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),0.0967114 # DEPENDENCYPART_GRANDPAR
(13,26),(26,30),-0.319602 # DEPENDENCYPART_GRANDPAR
(13,26),(26,32),0.339072 # DEPENDENCYPART_GRANDPAR
(13,26),(26,33),-0.131778 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.442318 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.413938 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.270399 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.204468 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0467633 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.829426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.139618 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.815255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,26),-0.581226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.36807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.12488 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0911336 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.202181 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.134913 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.00085655 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.653476 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.843314 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.84738 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.490576 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.814935 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.627417 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.656041 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.702796 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.677496 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.561669 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.52719 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.521696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.774447 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.146827 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0729463 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.289756 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.379917 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.478872 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0582061 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.026609 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.183126 # DEPENDENCYPART_GRANDPAR
(14,17),(17,30),-0.00659292 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.625102 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.653723 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.686328 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),1.03709 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.33164 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0735719 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.00703102 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.101037 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.00369192 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.128417 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.195658 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.544143 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.134807 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0406665 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.140614 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),1.25588 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.495145 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.201624 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0491978 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.362326 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.497383 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.150654 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.099316 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0778099 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.0616061 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.313266 # DEPENDENCYPART_GRANDPAR
(14,20),(20,30),0.116106 # DEPENDENCYPART_GRANDPAR
(14,20),(20,32),-0.454419 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),1.19203 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.458409 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.214752 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.435897 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.0976515 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.0746604 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.112173 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.0674834 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.31685 # DEPENDENCYPART_GRANDPAR
(14,22),(22,30),0.110229 # DEPENDENCYPART_GRANDPAR
(14,22),(22,32),-0.458002 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.461262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,16),0.296332 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.0364783 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.13045 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0606237 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.26734 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.327391 # DEPENDENCYPART_GRANDPAR
(14,23),(23,32),-0.468544 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.173951 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.156948 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.213083 # DEPENDENCYPART_GRANDPAR
