# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(14,5),(5,13),0.375333 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.35921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.433504 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.538124 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.649008 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.959583 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.64366 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-0.857736 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.803169 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.301205 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.353737 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.259034 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.229314 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.6204 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.329381 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.31522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,2),-0.269009 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.619619 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.710267 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.234686 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.216659 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.11186 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.236476 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.075088 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.183503 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.358622 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.29605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.351066 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.533545 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.444556 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.56657 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.801687 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.650711 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.885415 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.622382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.719568 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.810525 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.223747 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.260574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.780687 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.34987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.412722 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.427871 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.704536 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.06053 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.814457 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.11166 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.784808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.1311 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0334139 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.209081 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.26565 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.148144 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.08278 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.24998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.755987 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.876849 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.671076 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.706496 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.63263 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.669472 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.23925 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.174053 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.8231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0588234 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0315213 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.193322 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.148874 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.020907 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.391943 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.137958 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.248176 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.381906 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.18894 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.658544 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.614881 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.868213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0219101 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.10261 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.252131 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.303413 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0779647 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.50462 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.284145 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.103135 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.159868 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.771731 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0867127 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.249391 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.321684 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-1.17521 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.751119 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.846034 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.622072 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.642106 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-1.16451 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.143238 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.825334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.140479 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0328893 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.0968229 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0750253 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.797996 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.290495 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.179767 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0714846 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.14579 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.336457 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.363235 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0266199 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.0431341 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0943012 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.121814 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.338099 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.21342 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.101412 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0152649 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.228123 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0164732 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.104371 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0710976 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.07761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.401408 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.642474 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.115224 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.2915 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.160623 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0807516 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0745326 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.08017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.263335 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.391205 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.568127 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.513436 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.67953 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.680594 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.553503 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.63066 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.681782 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.605482 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.601667 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.459171 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.538684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.551448 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.545259 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.509078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0213066 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0206253 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.106768 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.112893 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.107986 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.126062 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.167505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.0981079 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.628102 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.680281 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.593635 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.517426 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.547596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.201858 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0618468 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.154449 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.164906 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.160993 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.267444 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.684579 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.645499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.531794 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.550164 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.714321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.0551648 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.17761 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.258572 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.32069 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.277588 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.251066 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0994259 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0728935 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.327406 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.141321 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.201758 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.224587 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.231501 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0511777 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.0299914 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.254057 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0195387 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0855522 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0914551 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.147833 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.275124 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.0131601 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0757947 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.171527 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.213254 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.0856322 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.305118 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.120754 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.187607 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.149316 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.170755 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.170687 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.253966 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.0111124 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.863439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,24),-0.382443 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.356601 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.318301 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.424626 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.159684 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.380719 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.306524 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.24883 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.0596563 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.238516 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.158227 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0316666 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.0180705 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.922887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,18),-0.374063 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.262851 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-0.602407 # DEPENDENCYPART_GRANDPAR
(16,5),(5,25),-0.498174 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.0365027 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.184217 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.173722 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.182737 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.152877 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.318627 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.424332 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.225399 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.00711796 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.284048 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.0750147 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0782552 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.128993 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.925849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),-0.367194 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.500763 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.204769 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.228093 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.220193 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0165988 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.306643 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.294745 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0346836 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.153458 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0311892 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.0544852 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0954609 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.0837116 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.315767 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.107094 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.121189 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0949456 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.121056 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0339147 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.335825 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.334273 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0135453 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.162797 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0226065 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.868459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.0708356 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.231389 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.445625 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.226107 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.12868 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.552641 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.385192 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.399618 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.182895 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.232766 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0628538 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.114828 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0248087 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.0827764 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.321007 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.0250866 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.188875 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.162938 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0190209 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0933524 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0506617 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.948307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0994744 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.565472 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.250414 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.35508 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.315602 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.167305 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0754133 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.934804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.090378 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.375679 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.505103 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.345884 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.570698 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.596081 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.275742 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.327134 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.401655 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.510115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.105681 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.148879 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.00288135 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.156054 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.280458 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.662582 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.597624 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.513132 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.379863 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.418775 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.228504 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.159275 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0372926 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.044465 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.249206 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.0417658 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.407207 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0182864 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.283356 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0682998 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.135748 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0235854 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.468911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.36959 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0116208 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.321737 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0152004 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.193065 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.0873877 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.00811783 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.497568 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.34471 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.59933 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.499432 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.272163 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.300958 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.451033 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.257055 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.270195 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.416306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.433987 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0318807 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.248624 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.00744927 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.221708 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0131287 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.19107 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0725976 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.163926 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0425252 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.109804 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0925049 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0685621 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.200113 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.228526 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.151376 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.00558415 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.454624 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.170839 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.420294 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.183423 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.438998 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.22737 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.337153 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.273214 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.057073 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.285233 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.0156613 # DEPENDENCYPART_GRANDPAR
(17,4),(4,24),-0.680281 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.377691 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.507439 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.297141 # DEPENDENCYPART_GRANDPAR
