# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(11,13),(13,14),-0.207274 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.316519 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.516025 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.305992 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.510953 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.81707 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.868864 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.647296 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.793055 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.81557 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.70966 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.513756 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.59753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.124864 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0914583 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.279743 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.273841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.473275 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0528048 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.451203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.451957 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.49664 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.432637 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.496889 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.537961 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.377314 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.607636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.20273 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.121858 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.1358 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.238786 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.467402 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.173987 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.494828 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.547116 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.426711 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.533548 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.557623 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.350746 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.169135 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.064608 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.158462 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.154793 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.149411 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.43039 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.392833 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.475827 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.375079 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.458206 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.741478 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.721658 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.498869 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.647772 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.667933 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.56183 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.36655 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.586421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.300859 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.141661 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.135604 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.240909 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.20315 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.295442 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.304391 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.42868 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.349828 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.287918 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.399877 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.395557 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.330406 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.148474 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.337989 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0343777 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.443234 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.462319 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.374448 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.436244 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.481285 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.287891 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.392152 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.427169 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.266565 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.373402 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.30949 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.488442 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.531091 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.551514 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.405034 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.401532 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.778106 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.624784 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0899861 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.403584 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.310814 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0349487 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.3032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.370061 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.535446 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.694866 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.783426 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.695132 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-1.21058 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-0.596509 # DEPENDENCYPART_GRANDPAR
(12,7),(7,25),-0.893876 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.550206 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.40346 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.387403 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.781206 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.626563 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.911849 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.34181 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.307322 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0348153 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.30073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.373866 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.534356 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.694646 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.758143 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.787135 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.695051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-1.20811 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.596436 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.863055 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.933456 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.992359 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.64932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.00611936 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.42114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.48297 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.576459 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.580643 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.468068 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.464359 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.768892 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.696729 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.833183 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.331506 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.509006 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0856264 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.36514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.45347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.540342 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.688896 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.825684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.870657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.02867 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.716757 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.941711 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.2076 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.928918 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.4292 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.818135 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.516441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.789327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.117176 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.280139 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.264425 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.565007 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.460061 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.17292 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.23286 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.953991 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.45447 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.461 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.11253 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.843405 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.536171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.842574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0959604 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-1.01582 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.226568 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.151123 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.272626 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.348983 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.222475 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.629611 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.59742 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.114336 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.793276 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.4639 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.530417 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.875564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.00182021 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.113211 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-1.05192 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.191219 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.417593 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.492414 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.325183 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.637568 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.834562 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.903319 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.765869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0220797 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0227286 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-1.02206 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.19915 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.406227 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.540153 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.345094 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.82078 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.743176 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.258186 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.15073 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.16145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.881619 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.38498 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.39443 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.04584 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.771986 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.536341 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.825476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.187842 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0622913 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-1.00874 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.192534 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.286027 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.352695 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.206146 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.633322 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.453847 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.0384724 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.651586 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.432935 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.332494 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.302669 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.199339 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.0936613 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.00929931 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.102871 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.0586383 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.46479 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.304333 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.32553 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.258482 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.124126 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.416476 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.252909 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0662646 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.016945 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.206389 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0952344 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0170622 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0608485 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0572346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.197342 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0860611 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0585012 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0539145 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.04203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.244504 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.308356 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.109112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.209019 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.145899 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0444716 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.203698 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.224466 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.102031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0335374 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0168325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.04944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.247593 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.323597 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.585235 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.542312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.639696 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.548273 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.549601 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0608485 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.197342 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0860611 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0211643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.130187 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.04203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.244504 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.310496 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.592151 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.497376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.779193 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.699259 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.62345 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.634524 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.662938 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.55153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.556618 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.568199 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.487331 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.400131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0350561 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.111893 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0241456 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0524024 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.178745 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0813123 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.162194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.262123 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.236232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.284196 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.119153 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.57194 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.456659 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.508399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.22001 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0286955 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0853042 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.164309 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.238938 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.216295 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.323289 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.346875 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.56569 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.496403 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.630699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.241582 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0454693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.142389 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0949192 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.168276 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0681034 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.151725 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.230708 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.23266 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.776885 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.658413 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.580087 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.5956 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.616697 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.505086 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.515771 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.588561 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.446484 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.533988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.159947 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.103246 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0896981 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.113718 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0717399 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0571637 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0551892 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.174936 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.14865 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.199268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.090124 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.180286 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.106268 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0305565 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.166456 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.166257 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.297443 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.248181 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.321028 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0602173 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.114197 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.00367857 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.362793 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0634773 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.1921 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.107988 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.230263 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.139602 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0592923 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.095535 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.0306866 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0645237 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0331897 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.54794 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0822105 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.254571 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.103107 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.211097 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.225386 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.157107 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.286 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.261599 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.24365 # DEPENDENCYPART_GRANDPAR
