# _root_ Ασφαλώς , η συνόψιση των μέχρι τώρα οδηγιών , η εναρμόνιση και ο εκσυγχρονισμός τους αποτελούν ένα πολύ ουσιαστικό βήμα .
#goldHeads=16,16,4,12,8,8,6,4,12,11,12,16,14,12,14,0,20,19,20,16,0,
#predictedHeads=16,16,4,12,6,4,6,6,12,11,12,16,14,12,14,0,20,19,20,16,0,
(16,2),(2,1),-0.342013 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.203235 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.0468561 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.487957 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.12523 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.235195 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.69798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),-0.181524 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.0434175 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.33028 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.998056 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.208582 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.0529772 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.250206 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.149002 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.553514 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.367686 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.818809 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.75866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.328479 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.491207 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.284905 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-1.14343 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.0645958 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.331319 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.217346 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.47745 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.281079 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.742774 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.43154 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.279304 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.0355584 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.158194 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-1.14229 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0897675 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.490919 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.205428 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.317134 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.226683 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.582459 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.66339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.269384 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.181525 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.043416 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.330278 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.347003 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.99241 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.000568464 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.02061 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.148996 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.288426 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.553488 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.367677 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.75866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,20),-0.128879 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.342013 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.031265 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.11063 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0742682 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.13245 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.584978 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.320109 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.235195 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.585429 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.69798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.244628 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.443941 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.181524 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.0434175 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.33028 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.992408 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.00318918 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0206115 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.351188 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.105569 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.439497 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.460135 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.818429 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.75866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.328479 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.128879 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.220223 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.0559786 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.3161 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.0876809 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0190543 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.37964 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.00617286 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.18141 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.434398 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.122525 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.57979 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.458756 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.91041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.409296 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.404563 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.210887 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.563579 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.991126 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.440779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.463903 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.12464 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.646097 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.688059 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.75867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.328492 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.330254 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.128919 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.491221 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.646432 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.393206 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.165401 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.370575 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.101769 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.128391 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),0.137261 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.778311 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.317547 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.404307 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0425216 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.412012 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.181931 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),0.0396418 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.887943 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.246344 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.400853 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0106872 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.249688 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0745746 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.353998 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.541424 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.585096 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.0645785 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0369778 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0974092 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.405601 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.388082 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.311256 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.309637 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.418113 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.362812 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.196428 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.0748544 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.400131 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.387138 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.365669 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.417175 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.325367 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.1428 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.1408 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.777018 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.769204 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.698157 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.712341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0762586 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.137531 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.997766 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.944868 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.80112 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.736259 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.79901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0267262 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.131526 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.840661 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),-0.0138927 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.0211858 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.0887242 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.167947 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.457358 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.460566 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.366989 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0394677 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.249669 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.217509 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.349932 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.451423 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.100711 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.309468 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.174466 # DEPENDENCYPART_GRANDPAR
(19,11),(11,20),-0.197057 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.459909 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.349275 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0471333 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.144682 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.525545 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.097491 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.309469 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.174466 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.08483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.19707 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.425932 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.176024 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.0303979 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.141507 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.03805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.139572 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.409301 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.798529 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.966719 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.66839 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.914883 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.2705 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.525253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0601636 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.553112 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.611387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.249069 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.606263 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.785159 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.692264 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.218798 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.653052 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.534779 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.664317 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.397241 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.175899 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.25878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.298242 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.443482 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.221968 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.305783 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.11459 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.15903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.250977 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.590411 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.573844 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.397791 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.415256 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.18752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.238997 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.25191 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.338135 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.685923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,1),-0.529007 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.401335 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.583047 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.634721 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.512834 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.541313 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.580948 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.363953 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.540147 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.118567 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.469775 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.149396 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),-0.463985 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.08867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,11),-0.592087 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.521708 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.224558 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.491731 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.358264 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.07911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,10),-0.472175 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.367232 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.523055 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.231834 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.486156 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.285498 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.08899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
