# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(8,6),(6,8),-1.2555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.350523 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.515236 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.802123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.577597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.666764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0554646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.27668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.339302 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.536409 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.32518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.2826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.43868 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.497938 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.725027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.00282541 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.29342 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.700349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.303239 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.418455 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.39685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.163704 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.355452 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.481266 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.31201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.197092 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.748412 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.796983 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.29057 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.27269 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.480325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.517494 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.765698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.207012 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.296999 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0251476 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.115317 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0383865 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.268369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.295776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0171462 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.120667 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.444426 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.314708 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.0989822 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.589377 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0541407 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.118445 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.27964 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0110322 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0951592 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.154407 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0422087 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0637044 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0111023 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.136494 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0164666 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0223686 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0631566 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.967547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.331968 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.389681 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.542405 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.482931 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.875126 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.497881 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.576251 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0104546 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0114814 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0673077 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0149867 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0823355 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0839268 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.01592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.334245 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.390493 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.590779 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.125818 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0504617 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.126059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.993591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.338439 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.122898 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0123599 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0549909 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.01237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.258882 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.373695 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.403612 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.46195 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.394921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.226082 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0281121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0246357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.222493 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0684755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.167715 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.330374 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.120871 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.477266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.246991 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.398825 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.238925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.154112 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.36328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.803107 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.833059 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.876314 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.9272 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.41399 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.673824 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.666207 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.872485 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.630849 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.629946 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.772399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.706873 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.039811 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.138097 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.57424 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.205292 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.13777 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.536445 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.372482 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.192497 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.497628 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.137908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.370836 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.679665 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.833062 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.876314 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.9272 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.41423 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.673826 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.666207 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.872485 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.630849 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.629946 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.77498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),-0.0787983 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0293143 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.846902 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.574246 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.200287 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.138642 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.536451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.367477 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.193369 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.154595 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.492623 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.824454 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.403735 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.576803 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.706426 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0331684 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.855834 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.680696 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.202557 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.970799 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.722509 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.676024 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-0.826589 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-0.883973 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.990624 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),-1.48933 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),-0.667689 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.688389 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.936279 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.714711 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.726531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,13),0.0474966 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),-0.0332666 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.140972 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.695273 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.445324 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.151449 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.893736 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.65873 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.621859 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.104971 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.727998 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.567452 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.167756 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.108827 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.104847 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.114412 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.240066 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.0352693 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.118983 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.118603 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-2.13779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.318761 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-1.50069 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.367327 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-0.473905 # DEPENDENCYPART_GRANDPAR
(13,2),(2,24),-1.89376 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.150081 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0976314 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.101126 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0909876 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0236134 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.144573 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.100443 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.168323 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.065337 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0275547 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.17492 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.132077 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.453742 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0160112 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.229224 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.85009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.0569862 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-1.21332 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.53552 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.190158 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.295879 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.190564 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0699528 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.114938 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.018654 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.0279829 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.352291 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0939473 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.330866 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.97688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.232385 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.0822162 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.120325 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.260841 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0884488 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.426424 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.117211 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0967932 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.14365 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0075065 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.384612 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.538488 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.07202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,4),-0.195386 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.284234 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.263375 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.211348 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.443836 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.334494 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0986954 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.231882 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.558245 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.675716 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.07158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.29218 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.43446 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.703117 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.797388 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.453817 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.49608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.872493 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.203135 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.50658 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.520058 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.395094 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.620381 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.479224 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.381186 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.644454 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.289138 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.00219486 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.0378459 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.39449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.21765 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.134827 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0504026 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.166433 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0605105 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.263847 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.281297 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),0.0407163 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.99771 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.451866 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.083085 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.257855 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.385713 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.227683 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.485585 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0500628 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0168393 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.112194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.552239 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.219922 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.253171 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.736318 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.73878 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.734282 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.993395 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.708838 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.676425 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.984452 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.601967 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.302237 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.35433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.295336 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.715851 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.397845 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.313108 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.234251 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.672199 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.337726 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.253876 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.0680179 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-1.12691 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.819528 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.433698 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.121594 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.207043 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.561482 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.385714 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.949771 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.553382 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.0327365 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.00908825 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.0276374 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.340656 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.497587 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.217774 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0980906 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.778335 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.700636 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.423996 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-0.687255 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.703611 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.666129 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-0.91187 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-0.659773 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.615579 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.916298 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.553505 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.234083 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-1.24603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.321715 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.607557 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.248098 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.206315 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.193416 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.74123 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.459946 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.349326 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.876464 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.764156 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.422103 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),-0.0386744 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),-0.503525 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),-0.215339 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),-0.161375 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),0.237094 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.873922 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),-0.700307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.117929 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.167236 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.0120843 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.314472 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.15075 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.241092 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.158875 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.3026 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.147453 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0450381 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.367703 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.07128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.344125 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.767438 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.875058 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.499693 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.82451 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.93122 # DEPENDENCYPART_GRANDPAR
