# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(8,6),(6,2),-0.333888 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.218531 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.207412 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.300818 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.286584 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.09665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.171822 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.40001 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.356411 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.739235 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.660874 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.521501 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.479808 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.781644 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.635036 # DEPENDENCYPART_GRANDPAR
(8,6),(6,30),-0.988249 # DEPENDENCYPART_GRANDPAR
(8,6),(6,32),-0.99372 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.09017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,3),-0.65551 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.692811 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.547412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.679391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.0853151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0731445 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.098045 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.165839 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.210076 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.496012 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-0.675425 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.773131 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.712098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.181502 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.054939 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.048151 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.30086 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.276207 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.178877 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.198958 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.234437 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.383661 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.724416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.164186 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.255497 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.447183 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.258357 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.459775 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0746532 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.113172 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0928186 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0543387 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.539722 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.146734 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.753943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.198495 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.318523 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.262278 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.249514 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.408139 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.316517 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.283598 # DEPENDENCYPART_GRANDPAR
(9,4),(4,26),-0.39853 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.174184 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.211598 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0715722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.238725 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0642819 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.220029 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.159064 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.726028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.162769 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.255494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.440677 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.453633 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.204237 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.260747 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.558713 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-0.225557 # DEPENDENCYPART_GRANDPAR
(9,6),(6,30),-0.713843 # DEPENDENCYPART_GRANDPAR
(9,6),(6,32),-0.637202 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0871586 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.169736 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.181295 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.270354 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.752013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.166577 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.228993 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.295596 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.239712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.160617 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.142863 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0159726 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0378943 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.353921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.349971 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.268349 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.195942 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.330164 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.246125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.174393 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.379269 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.125377 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.137872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.21295 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.232414 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.229893 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.289507 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.107496 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.182348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.205254 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),0.127334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),0.208573 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.0457324 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.0312059 # DEPENDENCYPART_GRANDPAR
(9,13),(13,32),0.0463318 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.32721 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.407712 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.255735 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.251813 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.303586 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.215821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),0.346628 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0898172 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.510337 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0632938 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.259812 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0119181 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0645338 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.399653 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.0730877 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.00657763 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.129691 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),0.0128153 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.0852444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),0.0754707 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),0.0729713 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.256252 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.353263 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.345233 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.267171 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.329505 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.246618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,11),0.357937 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.350736 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.0462819 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.0293352 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0793082 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.325773 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.259409 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.139703 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.175706 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.15734 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),0.0795239 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),0.141483 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),0.106401 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.0936119 # DEPENDENCYPART_GRANDPAR
(9,20),(20,30),-0.0795974 # DEPENDENCYPART_GRANDPAR
(9,20),(20,32),-0.00210229 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.332454 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.432383 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.250734 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.27542 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.30883 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.139265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,11),0.450374 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.13326 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.527537 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.116385 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.253734 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.046308 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.175829 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.531313 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.356425 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.371387 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.0157067 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),0.0704815 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.00266675 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),0.105231 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),0.0644734 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.176954 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),0.0950042 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),-0.155317 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.0197679 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),0.132698 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.103372 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),0.0602974 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.267663 # DEPENDENCYPART_GRANDPAR
(9,32),(32,28),-0.129973 # DEPENDENCYPART_GRANDPAR
(9,32),(32,30),-0.142978 # DEPENDENCYPART_GRANDPAR
(9,32),(32,31),-0.187211 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.117576 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.328641 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.422943 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.572344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.700104 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.306597 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.41427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,3),-1.18823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.431676 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.609776 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.150852 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.42139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.751391 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.712296 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.572185 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.829822 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.56815 # DEPENDENCYPART_GRANDPAR
(11,9),(9,32),-1.39558 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.785074 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.53558 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.883022 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.955916 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.581834 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.690643 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.882009 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.928216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0390492 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.267927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.409353 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.304604 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.266436 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.239895 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.125309 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.624732 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.336784 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.707431 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.363487 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.777217 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-0.555703 # DEPENDENCYPART_GRANDPAR
(11,13),(13,32),-0.622896 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.201508 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.556127 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.49947 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.433738 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.272366 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-1.02035 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.497977 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.619895 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.139099 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.316915 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.00967821 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.404752 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.222908 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.384721 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.0398794 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.109298 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.74219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,16),-0.121082 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.231743 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.675379 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0910304 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.394482 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.374493 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.264505 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.222445 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.00170248 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0137317 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.00974435 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.05216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,18),-0.34463 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.421911 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.30838 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.392998 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-0.575734 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-1.85313 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.0301332 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.368603 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.469051 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.135468 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.38393 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.506241 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0225689 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0106011 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0642299 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.73527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.0876877 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),0.220452 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.067438 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.229452 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.56759 # DEPENDENCYPART_GRANDPAR
(13,6),(6,25),-0.298542 # DEPENDENCYPART_GRANDPAR
(13,6),(6,30),-0.911196 # DEPENDENCYPART_GRANDPAR
(13,6),(6,32),-1.04641 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.101693 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.152094 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.177011 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.37057 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0789131 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.0415558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.565485 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.12864 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.288656 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.00660211 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0445501 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.85438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,19),-0.327749 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.11899 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.310676 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.767084 # DEPENDENCYPART_GRANDPAR
(13,9),(9,32),-1.20741 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.120428 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.120162 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0830657 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.5075 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.95228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.235511 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.315405 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.198008 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.23447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.184083 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.430482 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0489893 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.407836 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.293316 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.485138 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.997952 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.370023 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.351941 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.460202 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.4506 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.13191 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.100806 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.415383 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0373203 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.552642 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.592927 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.594195 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.45361 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.659377 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.14944 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.481563 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.483734 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.535246 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.470593 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.11626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.248024 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0888346 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0964231 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.512201 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.231409 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.246501 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.494472 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.221303 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.194178 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.174673 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.0873499 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.813963 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.300606 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.408545 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.13914 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.467293 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.295645 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.243759 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.264124 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.29068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.164863 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0663692 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.402665 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.187125 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.00123237 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.481329 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0600036 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.187587 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.194414 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.151452 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.898776 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.329206 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.555774 # DEPENDENCYPART_GRANDPAR
(13,20),(20,32),-0.689735 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.706189 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.406461 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.200789 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.267834 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.302904 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.829271 # DEPENDENCYPART_GRANDPAR
