# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,19,17,17,17,19,17,10,21,19,0,
(16,14),(14,10),-0.0533871 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.115812 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0818408 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.198512 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.127142 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.13625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,3),-0.620249 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.215357 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.269748 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.450179 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.25159 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.105303 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.0905024 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.050638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.400255 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.13669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.154617 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.547115 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.612873 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.858023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.593013 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.672139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.127801 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.457207 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.580481 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.658774 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.836608 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.294794 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.611189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.400916 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0226258 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.340016 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.467296 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.227474 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.911681 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.801651 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.696153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,18),-0.106578 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.175563 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.412504 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.665684 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.29555 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.353394 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.301075 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.233157 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.06753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),-0.527141 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.784081 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.300036 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.48224 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.226713 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.259046 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.229568 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.234049 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.402128 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.28972 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.13041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),-0.332352 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.702249 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.573656 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.828646 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.40073 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.425102 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.270215 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.217618 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.252342 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.225343 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.227361 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.383464 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.18517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,22),-0.8189 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.653029 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.396866 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.423822 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.343375 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.249103 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.329397 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.304416 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.372781 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.260373 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.05881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,22),-0.658996 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.419775 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.451515 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.157767 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.305041 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.239311 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.28006 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.1438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,1),-0.571972 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.82717 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.397404 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.419325 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.50063 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.181207 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.206811 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.222885 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.22206 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.37817 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.188307 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.18481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,7),-0.215163 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.274465 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.379154 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.575968 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.504625 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.181087 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.206695 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.36922 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.305077 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.349547 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.37816 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.188486 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.265752 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.00548056 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.18481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.472803 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.722591 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.525458 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.547471 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.6592 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.331771 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.497349 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.505663 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.472368 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.386925 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.273321 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.193971 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.580655 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.410689 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.71652 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.782493 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.368992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.343996 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.288725 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.378853 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.227381 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.256692 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0187326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.525458 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.547471 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.6592 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.331771 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.497349 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.505663 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.472368 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.460681 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.314569 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.193971 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.580655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.410689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.71652 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.782493 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.227384 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.150711 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.266446 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.574661 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.384416 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.76143 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.507637 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.0390167 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.165374 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.944327 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.854059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.794331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.663037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.601376 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.62975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0639506 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.353444 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.180461 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.378409 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0913403 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.294613 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.371604 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.775933 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.701766 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.508812 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),-0.204871 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0543777 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.330726 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.608417 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.79362 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.397685 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.24915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.495533 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.684439 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.00232 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.06868 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.22763 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.782319 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.18027 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.636252 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.725104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.158024 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.520638 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.334165 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),-0.0290455 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0174777 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.297193 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.426237 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.297604 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.345261 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0536021 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.256667 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.156275 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.559889 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-1.09183 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.83963 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.100597 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.552236 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.489146 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.457057 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.360528 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.010555 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.460428 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.564047 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.278133 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.611945 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.1649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.00069947 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.454416 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.256667 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.359984 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0464298 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.607787 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.18453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,22),-0.461726 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.064778 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.8426 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.624388 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),0.00137581 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.278683 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.273911 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.265232 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.145293 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.241781 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.0257152 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.175541 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.733981 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.125747 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.843802 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.61416 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.22708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.101729 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.503171 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.469805 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.18453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.0333659 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.628181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.724932 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0792082 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.33234 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.050124 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),0.059698 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),0.107586 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.685334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.460082 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.594505 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.735423 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.294739 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.24039 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.204111 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.163342 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.18679 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0994676 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.17749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.401271 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-1.68441 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.682782 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.591195 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.574833 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.648307 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.698364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,1),-0.355122 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.764916 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.65178 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.341036 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.421697 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.625739 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.393728 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.589141 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.428152 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.42368 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.301637 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.48532 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.07416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,8),-0.620425 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.583827 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.555032 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.538249 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.542435 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.447997 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.420036 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.542436 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.376269 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.533777 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.354406 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.475551 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.09037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,16),-0.429297 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.475551 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.259001 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.557733 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.583311 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.369626 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.555408 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.423735 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.337819 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.356899 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.415865 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.226758 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.09993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,19),-0.459749 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.465926 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.09037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
