# _root_ Αφού έλαβαν υπόψη και άλλους παράγοντες επικινδυνότητας για την ασθένεια , όπως η ηλικία και το φύλο , οι επιστήμονες βρήκαν ότι ο διαβήτης αυξάνει τις πιθανότητες ανάπτυξης καρκίνου του ήπατος .
#goldHeads=21,1,2,6,6,2,6,7,10,8,6,6,14,15,6,17,15,6,20,21,0,21,24,25,22,27,25,27,28,29,29,0,
#predictedHeads=0,1,2,2,6,4,6,7,10,8,15,21,14,15,8,17,15,21,20,21,0,21,24,25,22,27,25,27,28,31,29,0,
(7,2),(2,4),-0.00255177 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.154574 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.171006 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.05692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.118745 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.680891 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.555822 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.605699 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.414483 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.906031 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.61311 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.872559 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.993773 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.729457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.892622 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0917352 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.213977 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.159348 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.798572 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.120621 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.242715 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0944162 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.15414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.168421 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.778115 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.656569 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.62086 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.976641 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.713857 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.10456 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.756464 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0731137 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.210887 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.07235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.108112 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.878043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.200741 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0588423 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.488906 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.17678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.173679 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.800756 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.452764 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.585362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.642409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0789212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.213779 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.147736 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.122199 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.157177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.517202 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.20936 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.190706 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.418989 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0480154 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.444456 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.587343 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.523823 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.35348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.635669 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.262034 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.237105 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.0411 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.366489 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0536168 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.39196 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.331459 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.36468 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.644974 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.532051 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.668277 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.38022 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.623455 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.51979 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.885286 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.739248 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.509311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.409371 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.718534 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.133285 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.109788 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.159199 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-1.14783 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.334311 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.802753 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.211939 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.239288 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.192065 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.522914 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.242251 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.487409 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.415324 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.295759 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.14215 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.175702 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.341485 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.136747 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.02684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.313459 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.0905883 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.501218 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.320548 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.956922 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.120696 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0572576 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0452421 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0404024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.0543703 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.793154 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.821476 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.649759 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.572913 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.574326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.642905 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.036615 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0615569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0380589 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.261979 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.522833 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.649221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.51413 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.588998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.816016 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.622985 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0132304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.546359 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0246773 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0725466 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0749411 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.330793 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.297407 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.322166 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.443486 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.954562 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0143239 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.517091 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.644941 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0541598 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.277526 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.0190781 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.585959 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.842808 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.655724 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.458508 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.861259 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.656334 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.579488 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.587852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.675412 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.71182 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.162663 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.119641 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.749413 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.105661 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.617041 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.414048 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.262359 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.184223 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.231612 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),0.0536045 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.0912075 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.358265 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.16037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.01703 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.13772 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.918452 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.61552 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.801607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0423144 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.343144 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.370044 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.453928 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.640947 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.689672 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.83648 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.636254 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.512866 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.8945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0388764 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-1.10951 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.326548 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.00965461 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.353451 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.153015 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.435911 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.414787 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.538719 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.577709 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0230561 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-1.07396 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.977773 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.405928 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.489254 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.343543 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.863077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.26126 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.725784 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.832447 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.11028 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.19988 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.98062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.68508 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.5436 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.765749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.166198 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0104986 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-1.21624 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.294316 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.869755 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.173427 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0608427 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.263294 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.292725 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.267682 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.556233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.421991 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.577709 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-1.06574 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.302519 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.087147 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.927051 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.088182 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.875912 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.489255 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.372162 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.342239 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.100178 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.123382 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0354025 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.215454 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.113017 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0559374 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0989283 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.0757564 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.927571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.240069 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.335935 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.561176 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.286761 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.589482 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.322931 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.597572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0238302 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.134381 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0773017 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.149313 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.00467568 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.124057 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0247409 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.254414 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.140084 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.200247 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.159356 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.312732 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.00516382 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.126134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.024307 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.25398 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.233818 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.200249 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.00451234 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.159379 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.199388 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.312709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.145053 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0973902 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.136274 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.95438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.199226 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.414503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.325728 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0138407 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.972398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.199388 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.447176 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.312709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.598466 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.312802 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.442253 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.378732 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.481958 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.351154 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.465478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.00451883 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0188293 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0563559 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.13246 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0227958 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.166443 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.00276329 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.184386 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.508368 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.192205 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0486445 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0127001 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0119829 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0468618 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.161893 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.508368 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0404282 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.102746 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.225229 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.107451 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0331448 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.068578 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0468646 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0912138 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.160589 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.0436924 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.110704 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0481788 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.0853718 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.0370955 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.0903059 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.156985 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.3407 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.094085 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.459388 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),-0.465144 # DEPENDENCYPART_GRANDPAR
(11,25),(25,1),-0.360962 # DEPENDENCYPART_GRANDPAR
(11,25),(25,2),-0.408993 # DEPENDENCYPART_GRANDPAR
(11,25),(25,3),-0.352787 # DEPENDENCYPART_GRANDPAR
(11,25),(25,6),-0.31495 # DEPENDENCYPART_GRANDPAR
(11,25),(25,7),-0.372124 # DEPENDENCYPART_GRANDPAR
(11,25),(25,10),-0.352728 # DEPENDENCYPART_GRANDPAR
(11,25),(25,11),-0.50592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,25),(25,12),0.207615 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),0.00931451 # DEPENDENCYPART_GRANDPAR
(11,25),(25,15),0.167047 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),-0.146431 # DEPENDENCYPART_GRANDPAR
(11,25),(25,18),0.13489 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.17995 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),0.186946 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.192884 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.17312 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.469261 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.120319 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.484001 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.481586 # DEPENDENCYPART_GRANDPAR
(11,25),(25,29),-0.505526 # DEPENDENCYPART_GRANDPAR
(11,25),(25,31),-0.477122 # DEPENDENCYPART_GRANDPAR
(11,25),(25,32),-0.431394 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.192761 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.203505 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0417065 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.0689162 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.198153 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.00243074 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.115456 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.072951 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.111668 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.124072 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.145986 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.271307 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.15756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.389647 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.388296 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.6709 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.585149 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.10468 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.173592 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.07899 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.087538 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.13997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.34936 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.489535 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.115489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0401694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.15674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.397397 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.490088 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.578695 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.0308561 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.238361 # DEPENDENCYPART_GRANDPAR
