# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(8,4),(4,7),-0.0405186 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.05289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.247693 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.419937 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.68312 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.236246 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.216262 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.165334 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.00462711 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0788529 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0405186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.05289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.247693 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.419937 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.654469 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.68312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.304425 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.235123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.155955 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0701746 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0874468 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.105148 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.05033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.222958 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.236255 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.21987 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.165342 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.00463567 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0219078 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.133361 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.05289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.247693 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.654469 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.708707 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.654786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.553358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.57063 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.611806 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.552713 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.585282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0270945 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.150472 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.203526 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.163905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.224691 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.19788 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0318905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0842348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.294835 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.424453 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.421828 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.401771 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.482829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.581697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.014407 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.244276 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.293254 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.263832 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.238303 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.670022 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.65977 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.627602 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.590461 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.118002 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.12221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.273385 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.23948 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.171575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.00835428 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.115343 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.268345 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.352187 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.51125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.613885 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.238899 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.246579 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.365716 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.46173 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0902412 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0224703 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.127646 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.473179 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.05169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,16),-0.384577 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-1.33004 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.116382 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-1.01877 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0191585 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0486124 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.437625 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0565638 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.368788 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.07667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.104232 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.225561 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.870919 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.191116 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.185326 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0859394 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.389133 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.14745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.0809996 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.483382 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.136787 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.229161 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.870919 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0350642 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.185326 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0859394 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.389133 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.14745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.0809996 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.521278 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.483382 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0638352 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.274383 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.909424 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0999165 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0321456 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.00201334 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.434962 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.01689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),0.140818 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.229592 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.866888 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0390952 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.106866 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.160268 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.389133 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.14745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.521278 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.000613303 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.160839 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.176892 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.109121 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.371622 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.21554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.08679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.435275 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.298849 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.255795 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.447796 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.307215 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.72147 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.653699 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.945949 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.758219 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.206508 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.43019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0668225 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.314892 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0551095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.648728 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.22174 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0437385 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.106237 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.229248 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.728941 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.192112 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.638594 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.181706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0481508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.670752 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0885532 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.367758 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.50991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.872856 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.677129 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.758606 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.137471 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0652222 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.525247 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.224533 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0304765 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.230868 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.230531 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.378384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.312444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.441263 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.616486 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.288665 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.601824 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.300435 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.10806 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.179417 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.29644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.594796 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.317749 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0892608 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0118119 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.195984 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0967697 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.772538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.760468 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.139423 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.404789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.122115 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.554669 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0383443 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.230608 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.230266 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.65505 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.378829 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.16569 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.196735 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0245728 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.867767 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0958509 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.118713 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.0198285 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.859023 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.865793 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.594396 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.203721 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.552127 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.417533 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.554558 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.304732 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.580708 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.702702 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.653038 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.372263 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.315222 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-1.28217 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.380776 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.444041 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.687363 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.587325 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.32188 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.707461 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.378648 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.316393 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-1.28419 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.383627 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.445212 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.212147 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.00652593 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.381803 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.314032 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.669017 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.418552 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),0.106142 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-1.46536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.534598 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.0953114 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.0898884 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.0574903 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.805133 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.0102928 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.0904984 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.150741 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.733088 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.00804404 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.936367 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.868028 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.132863 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-1.33482 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.440935 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.355982 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.739406 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.329079 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.669251 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.35721 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.312658 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.415766 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.624714 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),-0.590663 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),0.315244 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.710351 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.554487 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.133085 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-1.29858 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.454702 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.70062 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-0.255077 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.439009 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.723239 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.312 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.216523 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.131632 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.222237 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.264956 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.150653 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.138925 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.625733 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.462404 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.38012 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.489165 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.100241 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.190845 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.126698 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.233564 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.211133 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.184029 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.06496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,2),-0.31494 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.45136 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.10847 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0832832 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.151189 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.216511 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.0773836 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.19096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.760394 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.361007 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.31134 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.45136 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.140064 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0832832 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.151189 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.216511 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0773836 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.19096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.42827 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.760394 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.315319 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.261829 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.365724 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.139821 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.230425 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.20969 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.207452 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.144662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.36136 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.315293 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.451713 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.140417 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.231022 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0780251 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.217566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0784407 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.42827 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.444233 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.469514 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.268194 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.358798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.209366 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.403344 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.305533 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.340716 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.372995 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.652126 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.262074 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.289602 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.147044 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.237648 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0368873 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.282171 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.285164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.13656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.314546 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.29435 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.715217 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.735679 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.524008 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.511906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.623156 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.729072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.832655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.43136 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.906814 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.961538 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.817959 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.666433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0727303 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.187491 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.202191 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.1567 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.801931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.992131 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.688895 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.785906 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.634294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.144371 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.222633 # DEPENDENCYPART_GRANDPAR
