# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(17,10),(10,12),-0.15041 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.24546 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.609788 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.124081 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0223029 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.25492 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.386074 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.283535 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0183415 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.315491 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.214079 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0112809 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0578004 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0475634 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.0326563 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.00763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.193288 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.525049 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.6755 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-0.583763 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-0.569872 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.169394 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0904339 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.0416608 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.936034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.0820578 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.247698 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.146123 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0267697 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.211084 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0173063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.02102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.245671 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.496377 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.18447 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0309108 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.225571 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.220294 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.117323 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.212907 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0263406 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0481166 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.116441 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.151814 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.06203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.334057 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.571419 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.697139 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.68325 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.816268 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.724531 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.578958 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.65247 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.812722 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.625672 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.589974 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.505576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.010326 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.107971 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0946762 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0789495 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.307779 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.202629 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.337975 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.566594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.212303 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.231502 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0948529 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0798992 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.31499 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.216825 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.501588 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.238607 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0770286 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.177481 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0400399 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.307575 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.20941 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.501588 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.238611 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.077036 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.177156 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.11182 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.307535 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.20937 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.812722 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.589974 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.505364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.296519 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.060384 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.110835 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0839593 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0777991 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.379224 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.202629 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.261706 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.110839 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.0839634 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0778032 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.185601 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.259504 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.261707 # DEPENDENCYPART_GRANDPAR
(17,26),(26,4),-0.672647 # DEPENDENCYPART_GRANDPAR
(17,26),(26,9),-0.733218 # DEPENDENCYPART_GRANDPAR
(17,26),(26,11),-0.589118 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.387771 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.296034 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.800783 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.631996 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.496598 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-1.01902 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.679024 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.122406 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.25063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.0660462 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-1.11346 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.707234 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.20339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,7),-0.640519 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-1.27042 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.65064 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.626309 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.701074 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-1.10529 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.731136 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0780591 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.31574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.160421 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.10704 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.967788 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.92155 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.535415 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.383929 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.987232 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.665627 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.540784 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.613201 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.768965 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.571215 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.57123 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.464606 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.374976 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-1.02257 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.617507 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.486812 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.2931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.156709 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.09178 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.952524 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.898909 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.512775 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.66983 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.21906 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.633674 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.763265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.745859 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.462003 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.322404 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.167743 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.218095 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.23903 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.690625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.463523 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.60955 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.451726 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.239387 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.146451 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.23903 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.690625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.463525 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.609227 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.504959 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.239378 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.146459 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-1.59971 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.30414 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.661898 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.658814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.405372 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.578388 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.487637 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.348447 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.650938 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.049406 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.233161 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.578421 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.48767 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.348481 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.264563 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.496078 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.236902 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.229046 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.418972 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.194121 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.18782 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.416767 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.308243 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.21702 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.00415198 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.147048 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.965602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.168334 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.604259 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),0.00610388 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.291502 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.215632 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.488686 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.0389138 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),0.0263665 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.268492 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.0437799 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.299018 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.311024 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.215821 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.370718 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.372228 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.208646 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.12128 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0368294 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.933336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.119633 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.555558 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),0.0524531 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.245152 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.494961 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.419947 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.417885 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.309218 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.217995 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.208047 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.073244 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.965603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.336654 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.168334 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.60426 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),0.00610294 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.291503 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.70158 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.500175 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.457171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.85936 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0685396 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.65393 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.356325 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.70158 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.500175 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.456848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.860487 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.437373 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.653943 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.356337 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.94058 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.776101 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.495646 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.574696 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.463852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.979828 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.511805 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0717036 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.482868 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.278084 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0852883 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.979828 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.511805 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.0717036 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.727948 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.427413 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0852883 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.330453 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.405551 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-1.0249 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.498625 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.605919 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.323338 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.329625 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0975946 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.333641 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.173268 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.23812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.866773 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.643555 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.92399 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.405639 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.606149 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.323425 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.329712 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.584153 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.237378 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.173429 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.13703 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.23812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.866773 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.643555 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.92399 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.373056 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.193057 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.252199 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.00818197 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.19861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.827262 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.597769 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.878204 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.9961 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.875068 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.634478 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.39248 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.740661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.157067 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.437502 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.771934 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.0219 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.633904 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.900868 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.664333 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.427822 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.679364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.309608 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0994656 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.485599 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.323395 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.427822 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.679381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.309624 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0759025 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.115051 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.323406 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.26121 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.505117 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.877308 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.435634 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.592187 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.38673 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.294251 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.0374187 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.274695 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.137363 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.198879 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.39085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.579123 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.907882 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.505205 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.592417 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.386817 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.294339 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.490524 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.177202 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.137524 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.157228 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.200082 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.39085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.579123 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.907882 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.279427 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.132881 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.193253 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.286076 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.307286 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.35134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.533337 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.862095 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.441792 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.355784 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.208047 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.257422 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.3575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.553323 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.882082 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.835326 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.928271 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.573728 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.841923 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.628428 # DEPENDENCYPART_GRANDPAR
