# _root_ Χάρη στο Κοινοβούλιο , η οδηγία θα μπορέσει τελικά να καλύψει όλους τους οδηγούς όλων των κατηγοριών , αυτοαπασχολούμενους και μη .
#goldHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,18,17,17,14,11,20,18,20,0,
#predictedHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,11,17,17,14,20,20,14,20,0,
(18,19),(19,14),-0.456057 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.580486 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.389378 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.504764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0755116 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0718348 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.410438 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.664223 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.627072 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.508658 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.495276 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.567494 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.484686 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.53292 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.617583 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.48852 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.539501 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.585139 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.421788 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.295872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.197789 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.108306 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.120968 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.492733 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.502519 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.387079 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.134242 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0627936 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.0877257 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.446975 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.0449492 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.540664 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.479115 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.335355 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0963921 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.146681 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.102077 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.23314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.196058 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.593042 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.54009 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.473642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.451645 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.478056 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.119874 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.10264 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.23314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.196058 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.492031 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.151932 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.190176 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0489371 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.140873 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.523239 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.440105 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.460735 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.264408 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.20023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.215379 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.596957 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.473743 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.450316 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.944698 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.570435 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.896361 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.558175 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.429182 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.508272 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.956634 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.89149 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.895695 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.475785 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.71574 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.31763 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.748133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0419009 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.201944 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.484293 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.861668 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.68875 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.759698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.305371 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.382721 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.40385 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.0730212 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.28064 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.0408588 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.234186 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),0.0314299 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.292081 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.326549 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.142273 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.210718 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.292918 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.433182 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.157445 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.229977 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.183304 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.00892145 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.383112 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.634124 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.531884 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.402095 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.2075 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.37951 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.135178 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.229738 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.198693 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.025937 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.284513 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.378696 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.128653 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),0.383911 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.0279847 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.216028 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),0.100013 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.00234867 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.113829 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.200029 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.410342 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.403597 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.208953 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),0.249662 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.323114 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.0611737 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.138175 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.333299 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.120984 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.0403946 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.104869 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.00672208 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.0978878 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.110707 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.951901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,22),-0.407178 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.359297 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.588353 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.511483 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.267898 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.415461 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.220623 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.0309874 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0326558 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.00682302 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.0187762 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.024769 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.20356 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.413541 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.405695 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.212334 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.325212 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.123223 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.164066 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.317673 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.047869 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.212768 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.0897368 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.0141964 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.0827554 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.116428 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.211724 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.951458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,22),-0.406739 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.225107 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0217479 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.198158 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0476687 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.0145838 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0364029 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.0840082 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.964899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.465908 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.306986 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),0.336819 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.278419 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.0386484 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.143446 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.00461372 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.225499 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0924325 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.0955287 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.223737 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.00585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.523022 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.30933 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.163416 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0182036 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.266384 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0312459 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.0840794 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.96484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.465908 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0342692 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.128093 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0113343 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.00585728 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.345539 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0930169 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.224377 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.00585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,3),-0.531884 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.223799 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.309131 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.352853 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.239035 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.154963 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.139463 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.126455 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.155332 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.025937 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.982034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.486971 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0110898 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.207753 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0269594 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.09371 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.964839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.465908 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.133438 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.560926 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.511403 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.45191 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.288904 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.508477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,8),-0.844423 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.845896 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.715513 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.742787 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.590612 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.594747 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.536415 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.609194 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.417803 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.602536 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.534032 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.456744 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.507664 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.404061 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.383024 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.484085 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.486002 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.521326 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.466747 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.399801 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),-0.363055 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.1308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,6),-0.607391 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.624276 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.484853 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.583404 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.467864 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.420205 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.393586 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.14701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,12),-0.482274 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.58792 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.479592 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.502354 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.586044 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.460765 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.360593 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.323105 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.477559 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.560296 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.460594 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.504484 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.39209 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.14701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,1),-0.598073 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.528902 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.586364 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.400914 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.498312 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.499547 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.496248 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.488791 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.431464 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.375847 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.432776 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.528372 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.356818 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.452803 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.331259 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.318146 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.1589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
