# _root_ Κύριε Πρόεδρε , στο πλαίσιο της προπαρασκευαστικής συζήτησης για την εκλογή του Προέδρου του Κοινοβουλίου , μου δόθηκε η ευκαιρία να διατυπώσω τις προσδοκίες που είχα από τον νέο Πρόεδρο .
#goldHeads=2,0,4,18,4,8,8,5,8,11,9,13,11,15,13,4,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
#predictedHeads=2,0,2,18,4,8,8,5,8,11,9,13,11,15,13,18,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
(7,11),(11,10),-1.14239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.641182 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.43984 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.318337 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.37005 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.902682 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.99685 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.757731 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.972366 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.746628 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.621943 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.557806 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.227027 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.233949 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.304534 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.338957 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.10173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.130781 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.536157 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.604159 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.205177 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.234494 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.2922 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.338259 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.131927 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.536157 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.579499 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.595028 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.240066 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.332946 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.322703 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.01668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.766973 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.499277 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.606356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.641795 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.272917 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.448495 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0942099 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.338842 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.10163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.130786 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.851792 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.723265 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.736253 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.555805 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.536371 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.686481 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-0.780754 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.514554 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.536667 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0285867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.03631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0213522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.786595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.507016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.55067 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0425489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.172948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.16101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0950697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.527195 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.286472 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.424784 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.40915 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.136619 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.162082 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0950572 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0461527 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.667631 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.196169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.764786 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.290442 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.360444 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.527195 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.286472 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.419353 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.179663 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.512025 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.16105 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0927326 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0426093 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.666599 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.192626 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.763754 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.286898 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.363661 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.527195 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.450223 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.22893 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0743624 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.331996 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.109596 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0668478 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.685405 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.216864 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.068 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.09415 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.61844 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.766986 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.842689 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.201775 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.509769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.4825 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.263126 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.135471 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.354754 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.150787 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0447616 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.943278 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.888285 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.368976 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.130868 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.113849 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.470296 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.208121 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.0767917 # DEPENDENCYPART_GRANDPAR
(8,18),(18,30),-0.454357 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-1.068 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-1.09415 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.61844 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.766986 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.842689 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.201775 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.509652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.48252 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.263009 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.135353 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.15067 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.0447974 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.946574 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.185936 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.91904 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.663008 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.130936 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.861522 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.471704 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.208069 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.0876419 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-0.971657 # DEPENDENCYPART_GRANDPAR
(8,22),(22,30),-0.455764 # DEPENDENCYPART_GRANDPAR
(8,26),(26,1),-1.068 # DEPENDENCYPART_GRANDPAR
(8,26),(26,2),-1.09415 # DEPENDENCYPART_GRANDPAR
(8,26),(26,3),-0.61844 # DEPENDENCYPART_GRANDPAR
(8,26),(26,4),-0.766986 # DEPENDENCYPART_GRANDPAR
(8,26),(26,5),-0.842689 # DEPENDENCYPART_GRANDPAR
(8,26),(26,9),0.48252 # DEPENDENCYPART_GRANDPAR
(8,26),(26,11),-0.263009 # DEPENDENCYPART_GRANDPAR
(8,26),(26,13),-0.135353 # DEPENDENCYPART_GRANDPAR
(8,26),(26,15),-0.15067 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),0.0447974 # DEPENDENCYPART_GRANDPAR
(8,26),(26,17),-0.946574 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.663008 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.875774 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.756633 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.202463 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.0876419 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),-1.22583 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.971657 # DEPENDENCYPART_GRANDPAR
(8,26),(26,30),-0.455764 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.793023 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-1.36119 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-1.05528 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-0.59189 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.290796 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.364066 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.351786 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.29895 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.335104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.3601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.03763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.302661 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.0847919 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.303084 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.603375 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.527048 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.75374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-0.576134 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-0.896293 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.992404 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.974774 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.961637 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.409117 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.260502 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0401968 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.24623 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0210303 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.513932 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.205657 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.697873 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.0280519 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.262362 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.992404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.974774 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.947172 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.336332 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.689812 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0413766 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.246559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.0180634 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.515112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.208624 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.699053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.0310188 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.269148 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.992583 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.938992 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.3526 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.386835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.628908 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.248499 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0138426 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.5162 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.212845 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.809343 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.867694 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.703959 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.825263 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.613092 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.585122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.635807 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.24927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0521391 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.13789 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.497813 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.364582 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.681669 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.630104 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.628597 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.389056 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.343026 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0759283 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.12347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,6),-0.888856 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.714304 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.599416 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.728324 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.200447 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.389181 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0806135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0293541 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.314126 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.345799 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.592647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.108842 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.450996 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.888857 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.599416 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.679056 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.408561 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0259969 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0974774 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0051156 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.332932 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.370037 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.2221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.22441 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.794505 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.0166 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.885043 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.606788 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.556853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.394994 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.443391 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.11904 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.277093 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.494197 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.555529 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.18705 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.18959 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.737664 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.962586 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.981545 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.629609 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.849988 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.626671 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.597891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),0.35463 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0404926 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.402392 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0619388 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.851355 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-1.01065 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0131995 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.134229 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.261418 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.295885 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.0244613 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.160788 # DEPENDENCYPART_GRANDPAR
(11,18),(18,30),-0.138741 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0145776 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-1.05251 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.288386 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.342653 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.591547 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.105696 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.456994 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-0.436021 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-1.18705 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-1.18959 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.737664 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.962586 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.981545 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.629609 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.849987 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.626671 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.597773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,13),0.354747 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.402509 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.0619745 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.85465 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),0.26715 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-1.04031 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.307587 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.128796 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.958802 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.297293 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.0244097 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),-0.171638 # DEPENDENCYPART_GRANDPAR
(11,22),(22,29),-0.540629 # DEPENDENCYPART_GRANDPAR
(11,22),(22,30),-0.140148 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),-1.05542 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.242672 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.924807 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.93645 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.110395 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.447799 # DEPENDENCYPART_GRANDPAR
(11,24),(24,29),-0.725158 # DEPENDENCYPART_GRANDPAR
(11,24),(24,30),-0.435797 # DEPENDENCYPART_GRANDPAR
(11,26),(26,1),-1.18705 # DEPENDENCYPART_GRANDPAR
(11,26),(26,2),-1.18959 # DEPENDENCYPART_GRANDPAR
(11,26),(26,3),-0.737664 # DEPENDENCYPART_GRANDPAR
(11,26),(26,4),-0.962586 # DEPENDENCYPART_GRANDPAR
(11,26),(26,5),-0.981545 # DEPENDENCYPART_GRANDPAR
(11,26),(26,9),-0.626671 # DEPENDENCYPART_GRANDPAR
(11,26),(26,11),-0.597773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,26),(26,13),0.354747 # DEPENDENCYPART_GRANDPAR
(11,26),(26,15),0.402509 # DEPENDENCYPART_GRANDPAR
(11,26),(26,16),0.0619745 # DEPENDENCYPART_GRANDPAR
(11,26),(26,17),-0.85465 # DEPENDENCYPART_GRANDPAR
(11,26),(26,20),-0.307587 # DEPENDENCYPART_GRANDPAR
(11,26),(26,23),-0.971957 # DEPENDENCYPART_GRANDPAR
(11,26),(26,24),-0.582578 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.115412 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.171638 # DEPENDENCYPART_GRANDPAR
(11,26),(26,28),-0.987293 # DEPENDENCYPART_GRANDPAR
(11,26),(26,29),-0.540629 # DEPENDENCYPART_GRANDPAR
(11,26),(26,30),-0.140148 # DEPENDENCYPART_GRANDPAR
(11,27),(27,24),-0.621069 # DEPENDENCYPART_GRANDPAR
(11,27),(27,28),-1.12627 # DEPENDENCYPART_GRANDPAR
(11,27),(27,29),-0.627868 # DEPENDENCYPART_GRANDPAR
(11,27),(27,30),-0.282944 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.546253 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.566455 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.452622 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.412513 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.203672 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.400877 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.952384 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.91955 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.546948 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.461039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.818918 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0729187 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.268818 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0910954 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.341988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.13566 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.15968 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.912767 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.10119 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.954904 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.7339 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.940196 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.47755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.25928 # DEPENDENCYPART_GRANDPAR
