# _root_ Το παράδειγμα που ανέφερε μόλις ο κ. Bolkestein αποτελεί βέβαια ένα κατάφωρο , ίσως μάλιστα και εξαιρετικό , παράδειγμα των καταχρήσεων που γίνονται στον τομέα των μεταφορών .
#goldHeads=2,9,4,2,4,8,8,4,0,9,19,16,17,17,17,19,16,17,9,21,19,23,21,23,24,27,25,0,
#predictedHeads=2,9,4,2,4,8,8,9,0,9,12,16,14,15,16,19,16,19,9,21,19,23,21,23,24,27,25,0,
(13,2),(2,5),0.00924149 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.100216 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0538609 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.198592 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.0397115 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-0.530847 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.288451 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0495872 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.428797 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0021268 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.106246 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0202333 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0570485 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.108198 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0542381 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0123789 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.00356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.290523 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.353456 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.198825 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.550519 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.53147 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-0.749197 # DEPENDENCYPART_GRANDPAR
(13,4),(4,27),-0.981319 # DEPENDENCYPART_GRANDPAR
(13,4),(4,28),-0.600996 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.109846 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.395657 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.158834 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0421469 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0903477 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.16083 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0209056 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.433078 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.148722 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0144006 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0154074 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.11588 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.143641 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0576809 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.00584515 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.00391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.290644 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.460747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.353638 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.608707 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.199176 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.550553 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.531504 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.517024 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.749521 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.870243 # DEPENDENCYPART_GRANDPAR
(13,9),(9,27),-0.981354 # DEPENDENCYPART_GRANDPAR
(13,9),(9,28),-0.601216 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.109795 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.395628 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.157972 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0389857 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.120092 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0501977 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.10793 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.05193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.250255 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.344721 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.247199 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.1167 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0465733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.04582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.255733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.447451 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.567998 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.762187 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.431424 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.487023 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.39333 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.502163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0642423 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.052436 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.212155 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0943671 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0978631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0740689 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.18051 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.492702 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.588377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.246337 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.159457 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0759999 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0523147 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.340558 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.614894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.818793 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.572862 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.444265 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.52068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.475923 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.499865 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.554341 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.428233 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.379392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.230779 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0152101 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.101808 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.221309 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0513216 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.0768018 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.135865 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.268114 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.264298 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.246931 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.007963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.104131 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.121437 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0716204 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.0479353 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.334355 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.596213 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.514598 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.417039 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.391694 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.682531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0838016 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.143697 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0393451 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.293877 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.191383 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.165186 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.339487 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.425359 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.61975 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0727987 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.207446 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0770706 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.17253 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.262756 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.0139433 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0377137 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.108007 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.312267 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.324988 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.452525 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0723484 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.0775209 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.172061 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0347595 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.102636 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.299411 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.321319 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.448856 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.564724 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.496537 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-0.471362 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.399156 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.526961 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.407942 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.575931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.196895 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.0383434 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.128347 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.188185 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.2288 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.129869 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.337888 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.106563 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.200173 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.268621 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.348924 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.464343 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.221764 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.118981 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0981145 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.237207 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0122044 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.245828 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.106242 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.101805 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0980924 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.237207 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0113707 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.123832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.172619 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0225859 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0979778 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0303505 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.12491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.380962 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.582163 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0709017 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0512997 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.000509142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.12844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.247552 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.548711 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.159795 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.169907 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.191084 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.184091 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.172436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0176285 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.13024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.247031 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.388704 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.521894 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.590399 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.566312 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.571574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.699605 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.507343 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.393067 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.66009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.0881903 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0698434 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0738009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.0994009 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.515535 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.700052 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.451714 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.529116 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.555644 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.466418 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.510529 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.546174 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.394461 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.401729 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.713806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.119454 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0619565 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.282777 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0456719 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0478374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.312207 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.128254 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.455518 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.65874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.204632 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0637431 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.195 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0691761 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0731336 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.0969098 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.508973 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.402204 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.416364 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.364766 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.408974 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.753974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.137351 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.118722 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.137499 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.217133 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.219408 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.465984 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.216511 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.467914 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.181342 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0947324 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0908334 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.251828 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.345938 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.122262 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.404157 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.239741 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.143776 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.527783 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.377988 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.180749 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0914271 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.267517 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.404054 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.23724 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.134178 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.52696 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.377165 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.44035 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.353054 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.530688 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.367377 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.512101 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.351557 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.304644 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.691265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.191296 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.0733738 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.0832158 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.174175 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.042313 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.318093 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0550834 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.252607 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.00606097 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.389877 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.232639 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.327035 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.330183 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.368815 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-1.18342 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.009004 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.250665 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-1.51376 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.372933 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0765073 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.148087 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.115329 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.513436 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.376325 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.32704 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.0659217 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-1.66035 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0368293 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.440186 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.116937 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.26069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.136551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.620426 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.535667 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.488875 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.93346 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.865775 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.369925 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.00784893 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0368826 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.422116 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.137517 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.2467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.115329 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.606432 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.513436 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.438248 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.883421 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.829951 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.293033 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.796142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.338284 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.144546 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0117187 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.455782 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.137234 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.735959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.41884 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0930081 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.112432 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.298962 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.505112 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.120563 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.440922 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0471759 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.508657 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.74661 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.736672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),-0.0937209 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0814319 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.120568 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.438561 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0566743 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.507992 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.745944 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.318224 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.585375 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0208922 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.534324 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.0513676 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.366508 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.263454 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.198425 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.069816 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.192594 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.611774 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.124242 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.107117 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.494222 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.598774 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.287185 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.139945 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.312612 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.237768 # DEPENDENCYPART_GRANDPAR
