# _root_ Οι βακτηριακές αποικίες , που παραμένουν στο ίζημα εκατομμύρια χρόνια , φαίνονται μάλιστα να αναπτύσσονται με ρυθμό παρόμοιο με των βακτηρίων της επιφάνειας .
#goldHeads=3,3,12,6,6,3,6,7,10,6,6,0,12,15,12,15,16,17,18,21,19,23,21,0,
#predictedHeads=3,3,12,6,6,3,6,7,10,7,12,0,12,15,12,15,16,17,18,21,19,23,21,0,
(11,18),(18,16),-0.250605 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.460551 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.425061 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.518927 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.560316 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.328056 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.351289 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.127854 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.245998 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.35874 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.463816 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.149851 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.0820247 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.130675 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.404123 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.360532 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.310369 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.346509 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.138052 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.280534 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0333588 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.236465 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.0122422 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.00942895 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.0513983 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.328494 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.16325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.175633 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-1.1307 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.939198 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.391525 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0788909 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.226695 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.09964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-1.06709 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.301215 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.187306 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.309268 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0368961 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.168415 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.178908 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.101334 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0553944 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0689027 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.330579 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.00194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.0731783 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.969387 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.30398 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.238527 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.972383 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-1.06806 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.533341 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.126124 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0910586 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.183696 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.301226 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.463816 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.149851 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.350008 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.113951 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.138562 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.310369 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.259871 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.328712 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.22392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.222642 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-1.19147 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.498888 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.433435 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.227555 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.00959266 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.176467 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.37846 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.09344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.158332 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.421422 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.355969 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.459148 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.354147 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0411122 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.112525 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.505541 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.136185 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.339074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.345199 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.22409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.222769 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.19164 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.138052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.012913 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0193192 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0175224 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0799102 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.132189 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0316311 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.16325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.175633 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.939198 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.375881 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.426868 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.446386 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.223055 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.430563 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.396361 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.129193 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.48566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.353054 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.144405 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.180937 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0789522 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.713877 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.325775 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.137738 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.643418 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.066161 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.200505 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.170951 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.320163 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.0794902 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.284123 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.168137 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.249725 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.0461824 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.54102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.222663 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),1.02511 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.005 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0698123 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.368419 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0604529 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.602752 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.696922 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.273275 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.497769 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.023103 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.435785 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0699259 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.55608 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.650031 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.152756 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.328151 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0282081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.556169 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.646692 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.410677 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.39469 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.139806 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0219478 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0443404 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.69115 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.785243 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.018912 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.118362 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.608143 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-1.3699 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.55608 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.650031 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.29154 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.152756 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0650519 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.338514 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-1.20348 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.989282 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.650406 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.261188 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.336053 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-1.20477 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.465928 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-1.0482 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.257474 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.74114 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.839757 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.154476 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.364291 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.437582 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0236952 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.191195 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0711127 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0714631 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.100658 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.107934 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0318967 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.04768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.387015 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.698208 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.712476 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.287787 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0404389 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0960308 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.357119 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.297817 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.0290794 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.120725 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.255276 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.33613 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.177464 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0280252 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0152383 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0627539 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.182042 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.117142 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.05058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.33791 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.512584 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.689317 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.594395 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.713633 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.540589 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0162408 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0347581 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.00603209 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.217599 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.287595 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.059797 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.262164 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.403695 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.178609 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0269254 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0581517 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.244084 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.115274 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.04763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.396876 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.545337 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.72207 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.293879 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.261669 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.268063 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.405465 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.02114 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.087173 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0142447 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.242657 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.111671 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.04763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.396898 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.364291 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.334244 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.247207 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.30525 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.189795 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.109654 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.216789 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0318967 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.04768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,18),-0.698208 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.0251143 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.127766 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.254226 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.33613 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0143064 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0529376 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0467303 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0744827 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0386545 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.167692 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.05058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.183328 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.33791 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.512584 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.521203 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.684999 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.689317 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.594395 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.713633 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.540589 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.488243 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.648906 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.568936 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.690459 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.43165 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.579887 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.47441 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.443421 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.502802 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.482402 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.376058 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.622244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.399266 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0144349 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.000387612 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.171815 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.162298 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.073579 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.193365 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.180294 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0993553 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0121536 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.186814 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.270522 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0853816 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.204768 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0904402 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.256553 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.290262 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.207653 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.325349 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0575558 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.079355 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.299361 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.310893 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0853816 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.204768 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.177006 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.0904402 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.0756793 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.268977 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.26011 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.420138 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.325375 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.180509 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.617341 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.490314 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.501863 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.529663 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.536241 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.552938 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.433099 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.523406 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.395257 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.422745 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.470981 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.361884 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.39817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.134993 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.00206193 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.202044 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0431483 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.120362 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.0906339 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.128791 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0995885 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.24297 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.157349 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.175596 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.143955 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0339619 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.141536 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.273638 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.318614 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.157207 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.101611 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.375704 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.319897 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.548945 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.160918 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.156257 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.0684653 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.572175 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.354768 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.698316 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.531248 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.279477 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.489526 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.250914 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.401322 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.156603 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.419598 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.21637 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.03906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,18),-0.592124 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.150536 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.322596 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.337912 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.226262 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.97545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.0608026 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.412972 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.183551 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.364591 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.58752 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.337033 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.603102 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.18609 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.521623 # DEPENDENCYPART_GRANDPAR
