# _root_ " Βάζουμε τον εξεταζόμενο στην εξεταστική τράπεζα , με τη βοήθεια των τριών κεφαλών παίρνουμε λήψη σπεκτ , δηλαδή λήψη σε τρία επίπεδα .
#goldHeads=8,8,4,2,2,7,5,0,15,11,9,14,14,11,8,19,16,19,15,19,20,23,21,0,
#predictedHeads=2,0,4,2,2,7,5,2,2,11,9,14,14,11,0,15,16,19,15,19,20,23,21,0,
(14,15),(15,8),-0.74146 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.575815 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.718652 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.828805 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.680662 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.099503 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.603702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0195406 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.102556 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.212717 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.192805 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.233458 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.209991 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.360528 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.338794 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.59243 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.797054 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.948669 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.756619 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.148225 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.537712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.139588 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.225584 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.338736 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.359039 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.524209 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.537074 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.359884 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.653691 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.442361 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.620204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.324138 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.374959 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.505314 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.426351 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.74133 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.51457 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.577355 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.639052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),-0.342988 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.265338 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.408592 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.376028 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.538403 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.443254 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.619352 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.436582 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.0206067 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.187372 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-1.20988 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.384622 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.0107109 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.646129 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.199176 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0363672 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.140317 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0849422 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.683127 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.75803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),0.279416 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.0812252 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.386006 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.0181509 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.268168 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-0.303446 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-0.341647 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.124345 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-1.08891 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.193347 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.497032 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.0263164 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.00218593 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.359565 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.143188 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.84945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,4),-0.192062 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.600962 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.000534906 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0573099 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-1.08891 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.256162 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0263164 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.00218593 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.359565 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.143188 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.457634 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.16503 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.151483 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.980049 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.116821 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.0118483 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.378327 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0480149 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.372515 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.230159 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.147827 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.98001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,1),0.0645874 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.63853 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.31348 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.089578 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.574986 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.18692 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.237005 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0214503 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.578719 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.91935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.269631 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0251612 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0790004 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-1.07525 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0517129 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.554048 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.91143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.1193 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.237044 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.483893 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.160336 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.160454 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.980902 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.382204 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0166755 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0971507 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.811363 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-1.45853 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.150055 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.370194 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.98018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.0212048 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.323605 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.535494 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.276362 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.465357 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.561847 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.171587 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-1.52366 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.83258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,2),-0.151483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.0250356 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.126098 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.813032 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.140728 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-1.45616 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.188114 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.98001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0213732 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.323438 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.535327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.19973 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.554 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.533556 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-2.16301 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.764421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.1336 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.03395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.203511 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.158922 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0325538 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.407591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0487065 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.134916 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.125897 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.0650543 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.00806 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.689512 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.176314 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.323691 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0351109 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.295994 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.13858 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.590348 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.522007 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.237219 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.474258 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.707719 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.0743 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.575459 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.108443 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.179168 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.186452 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0986118 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.0948274 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.146528 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.272777 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.09547 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.217123 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.00742 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.611284 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.384144 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.281768 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0172757 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.000429439 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.108651 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-2.16301 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.782893 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.20119 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.00676787 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0487065 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.134916 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.125897 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0650543 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.119181 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0616254 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.372645 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.159775 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.197707 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.0439212 # DEPENDENCYPART_GRANDPAR
(15,23),(23,16),0.785323 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.20148 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.00601317 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.487757 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.141846 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.077256 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.0672605 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.278179 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.10828 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.251344 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.0751145 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.00911167 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.374037 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.741545 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.035984 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.397166 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.292768 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.0744711 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.0726027 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.13057 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.0806311 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.124034 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.13605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,18),-0.443547 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.432481 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.578463 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.540617 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.731475 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-0.569327 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.0829486 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.690833 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.449213 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.44396 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.294803 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.208991 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.23867 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0158416 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.383788 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.00703831 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0999048 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.25562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.0432128 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.451991 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.698026 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.598442 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.851285 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0334313 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.11291 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.202338 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.68707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.291685 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.104867 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.243666 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.130966 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.135898 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.305558 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.101383 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.25561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0432128 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.451991 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.00911167 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.612424 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.611051 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.00408416 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.266672 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.007429 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.0908527 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.144865 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.155555 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.15349 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0134317 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.410435 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.198995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.13605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.00538008 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.443547 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.432481 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.578463 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.540617 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.731475 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.569327 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.557472 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.682109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.133489 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0925331 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.163305 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.55831 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.10446 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.796633 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.618775 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.424199 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.631878 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.0866309 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.584496 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.62471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.493247 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0264053 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.081835 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.160236 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.234276 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.175261 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.570958 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.10837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.442449 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.566456 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.701268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.0244484 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.000876327 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.114655 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.15231 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.201841 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.596548 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.59723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),-0.0489359 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.050558 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.266484 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.240948 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.254211 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.191333 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.16918 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0259838 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0886442 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.199231 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.10038 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.210297 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.0504085 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0185714 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.59566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),-0.0495268 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.0491244 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.0380704 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.017313 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.142142 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.192461 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-0.56136 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.485909 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.157289 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.282045 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.219338 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.232425 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.33797 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.452981 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.2302 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.459564 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.268996 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0895965 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0738055 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.02719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.418292 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.22083 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.454785 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.224069 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.460466 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.268996 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.196941 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.219306 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.02719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.171865 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.418292 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.492929 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.495848 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.595244 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.568162 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.412002 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.369582 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.672198 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.686558 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.633742 # DEPENDENCYPART_GRANDPAR
