# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(11,17),(17,22),-0.162594 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),0.0412584 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.200715 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.672635 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.640054 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.581901 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.746233 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.200511 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.136311 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0114633 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.313904 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0732178 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0657722 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.20706 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.268112 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.0289635 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.283945 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0368946 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0446541 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.0736883 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.244066 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.20913 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.0115083 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.306659 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.0457571 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.095975 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),0.0885407 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.253513 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),0.0101709 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.588192 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.251178 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.370246 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.349651 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.187037 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.510991 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.105216 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.182466 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.04343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.604199 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.516993 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.04892 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.802114 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.755717 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.474871 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.970581 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.859247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.632078 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.641469 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.707861 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.478686 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.907876 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.46476 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.540631 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.312595 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.402013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0124803 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.554507 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.232142 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.244851 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.0296415 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.248642 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.317242 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.0779329 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.326896 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),0.234888 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.123107 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.842509 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.898999 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-1.5546 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.931562 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.638504 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.966834 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.910528 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.958789 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.54917 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.25455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.0732456 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.286019 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.246181 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.178774 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.341901 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.131405 # DEPENDENCYPART_GRANDPAR
(13,1),(1,26),-0.527839 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.629152 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.86379 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-1.50243 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.842825 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.562927 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-2.38076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,1),-0.628342 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.714654 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.774525 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.931166 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.637628 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.966834 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.910528 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.958393 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.548294 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.25455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.073238 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.246181 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.443854 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.479028 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.397996 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.770395 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.609051 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-1.17845 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.643501 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.276925 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.695369 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.735171 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.638777 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-2.47745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,1),-0.892734 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.913462 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-1.67956 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.922463 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-1.03043 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.870154 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.850979 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.559393 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.41692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.0722789 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.905386 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.842916 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.7073 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.305109 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.728871 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.734728 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.513035 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.3459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.0292352 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.447223 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.281255 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.783329 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.758073 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.568494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.690762 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.184854 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.716366 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.91763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.552107 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.47747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.892734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.913462 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-1.67956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.922463 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.741465 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.901157 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.01034 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.945638 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0281457 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.41692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0722789 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.905386 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.4854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.34881 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.324298 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-1.19221 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.559988 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.35219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,11),-1.01031 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0125482 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.39812 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0947065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.09685 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.00583632 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.25267 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.550893 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.076832 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.00572366 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0480765 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.10536 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.0665506 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.370905 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.45149 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-2.23864 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.953912 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.232892 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.501238 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.17987 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.285137 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.131804 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0629238 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.01708 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.0790467 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.0890704 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.109944 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.225169 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.35705 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.21512 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-2.14404 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.10655 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.118389 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.497498 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.416571 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.00446288 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.143145 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0154067 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.0998882 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.351378 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.28323 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0770606 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0509536 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.00583632 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0865187 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0424327 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.243542 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.25267 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.35512 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.21438 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-2.14212 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.11759 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.482822 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0182815 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.141489 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.230803 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.167138 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0258324 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.411391 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.345767 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.100523 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.0810349 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.397329 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.123902 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.0246396 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.100712 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.145747 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.696554 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.213306 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.286082 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.398613 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),0.150135 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),0.24702 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),0.056898 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),0.333312 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),0.040905 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.550063 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.245145 # DEPENDENCYPART_GRANDPAR
(13,26),(26,5),-1.2896 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),-0.172914 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.207387 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.884277 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.435354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.249145 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.423894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.312865 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.237221 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.444258 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.231492 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.250447 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.318655 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0755234 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.860898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.123304 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.0828728 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.479065 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.468326 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.698077 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.399542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.00099 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.515065 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0333764 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0672534 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.0185183 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.134318 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.834498 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.823363 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.921935 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.788212 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.39684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),1.06871 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.496179 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.00521311 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0806446 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.188011 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.149936 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.0965479 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.183236 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.210208 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.770997 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.659786 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.759706 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.620727 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.706263 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.457706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),0.344996 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.376256 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.027552 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.247587 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0151194 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.257995 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.143135 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.770403 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.659786 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.759113 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.706233 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.455747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,17),0.378823 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0732823 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0631752 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.226834 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0294009 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.268573 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.153557 # DEPENDENCYPART_GRANDPAR
(14,26),(26,5),-0.802734 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.189015 # DEPENDENCYPART_GRANDPAR
(14,26),(26,23),-0.213155 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.231134 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.192893 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.164185 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.26774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.526843 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.333417 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.423032 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.608189 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.89402 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.798835 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.01012 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.01393 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.646513 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.5948 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.746364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0341191 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.297751 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0618188 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.279324 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.296197 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.286552 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.243499 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.85241 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.507341 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.757069 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.674928 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.962835 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.616417 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.804545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.135624 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.155599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.00905411 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.184838 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.183799 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.231468 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.0826865 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0371881 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0416748 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.180064 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.198785 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.0311125 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.176693 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.151362 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0300816 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.181626 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.228567 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.231626 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.095744 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.236376 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.0908316 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.11588 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.000164859 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.107039 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.116273 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.126948 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.266519 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.340838 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.689844 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.685806 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.42751 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.13871 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.145766 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.171646 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.376879 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.145421 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.0335442 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.00363553 # DEPENDENCYPART_GRANDPAR
