# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(13,16),(16,5),-0.620671 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.728977 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.541849 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.509538 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.620142 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.444764 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.79771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.12469 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.193795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.404448 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.195571 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.386243 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.530602 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.279474 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.402524 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.40075 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.493904 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.424504 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.583961 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.631055 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.443416 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.411048 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.514546 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.347903 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.793077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.0418235 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.124649 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0100846 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.177809 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.306027 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.215361 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.467955 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.226069 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.316789 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.530713 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.275904 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.340732 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0256985 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.414505 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0721918 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.149431 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.0144876 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.0513964 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.00250187 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.351208 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.310561 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.126464 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.244381 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0503296 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.233379 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.200091 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.073741 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.147158 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.47696 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.140549 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.40639 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0106425 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.303044 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.11049 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.000736505 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0753721 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.170443 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.348003 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.14956 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),0.0820991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.106323 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.148688 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.188157 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.224346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.137074 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0724843 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0938084 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0302096 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0416928 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.904332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.28299 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.361615 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.559331 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.466148 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.564488 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.730795 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.361734 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.333811 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.226117 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.218277 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0999107 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.950934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.268259 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.773616 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0519311 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.323719 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.298908 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0474127 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.209412 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.94414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.269879 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.349476 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.463687 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.552326 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.535681 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.445146 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.480494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0885 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0803001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.160813 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.260957 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.616917 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.417631 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.549729 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.652332 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.717879 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.60337 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.528862 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.453747 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.548599 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.45251 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.271602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.161444 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.131296 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0752256 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.100657 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.191797 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.133691 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.126771 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.540583 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.425941 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.50178 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.639081 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.642337 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.527065 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.45258 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.37033 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.493437 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.479532 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.472993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.137879 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.127888 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0408617 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.139378 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0367095 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.209229 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.223587 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.0707877 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.434954 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.00185977 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.177274 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.0663197 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-1.07714 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.219962 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0432996 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.643899 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.122177 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.254706 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.16349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,22),-0.764426 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0152761 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.250301 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.12299 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.491011 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.072496 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.184142 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.14948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.156439 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.66041 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.566249 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-1.07714 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.047341 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.219962 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.643899 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0444584 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0794196 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.16349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.17766 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.69665 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.764426 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.44446 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.505388 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.49853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.618014 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.605991 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.828713 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.34783 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.00005 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.462962 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.299972 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.275483 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.711411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.00478547 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.24575 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.15744 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.539857 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.181794 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.267729 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.34293 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.490537 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.417188 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.581661 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.505913 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.727211 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.24606 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.891441 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.383245 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.3004 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.195766 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.710721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.313066 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.170797 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0973758 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0431874 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.552085 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.203301 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.26263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.607265 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.196235 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.259773 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.290234 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.067076 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.523968 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.295974 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.1891 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.176392 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.00837602 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0723258 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.0138652 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.0200538 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.000743189 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.790869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,23),-0.293403 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.351377 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.0138922 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.0144262 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.210832 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.133062 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.0741768 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.823067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,19),-0.33263 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.381772 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.344491 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0826257 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.101747 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0715404 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.140419 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.0183816 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.0150363 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.337158 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.318077 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.238068 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.0628661 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.103814 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.0273861 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0769051 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.0724249 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.107981 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.754105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,6),-0.0383972 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.103758 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0996747 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.283757 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.0195365 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.160683 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0950336 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.148254 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0332531 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.20842 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0082952 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.243966 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.203008 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0682708 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.0601601 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.00938536 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.267928 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.58048 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.300497 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.280332 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0182795 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.114567 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.202095 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0527087 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.225199 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.148905 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.167161 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.152933 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.143308 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.02242 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0844227 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.207949 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.811816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.220873 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.579142 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.361816 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.299007 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.33701 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0705246 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.119296 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.27378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0762342 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.217757 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.205581 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.212761 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.165943 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0246824 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0330434 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.034203 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.266584 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.814115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.201327 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.22665 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.574437 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.344578 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.490431 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.3894 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0802527 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.182748 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.230029 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0360297 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.053384 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.44018 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.229066 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.439153 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.302408 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0830525 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.214611 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.03817 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.248247 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.817742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.256412 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.563774 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.490431 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.231748 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.3894 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.182748 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.169867 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.212022 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.053384 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.842466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-0.289176 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.44018 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0882304 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0833489 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.029345 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.825271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-0.251398 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.55699 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.413911 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.136764 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.701672 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.57093 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.477063 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.728147 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.596288 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.569138 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.559554 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.37694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.315486 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.575209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.2566 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.241006 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.303425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.665633 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.330669 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0347024 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0434586 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.00465744 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0363634 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.136845 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0274191 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0386382 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.00740103 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.00469081 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.0330502 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.572231 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.0666975 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.10297 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0186666 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.260752 # DEPENDENCYPART_GRANDPAR
