# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,15,0,17,15,17,20,15,22,20,22,25,23,0,
(11,13),(13,11),-0.660773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.230471 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0153262 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.00191711 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.143352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.324051 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.336505 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.656961 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.476759 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.661556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.201818 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.234142 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.23822 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.243273 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.423972 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.436425 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.425914 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.605102 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.57488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.539927 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.581633 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.580295 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.620066 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.511563 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.477657 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.635965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.231939 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.297498 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0987372 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0274656 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.113867 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.208165 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.220618 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0277471 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.212945 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.189366 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.116675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.185792 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.464193 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.249291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.476205 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.255335 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0278396 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.823101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.290281 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.281658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.58387 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.508581 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.460605 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.241857 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.475423 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.257064 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0705572 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.822145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.289956 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.281964 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.584245 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.07894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.976846 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.518086 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.422943 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.381797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0712964 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.082262 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.051962 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.177407 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.199342 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.98007 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.491442 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.396351 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.45754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.761901 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.272986 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0109335 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.240302 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.262237 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.631608 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.07879 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.91419 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.03508 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.85994 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.465218 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.827184 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.642906 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.50233 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.410961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.494896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.707177 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.141225 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0563732 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.196051 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.172996 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.194931 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.0838597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.568544 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.430157 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.182603 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.394616 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.09909 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.970756 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.05556 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.916596 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.5274 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.93297 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.70453 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.488044 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.39295 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.452415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.781074 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.229176 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0253423 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.103011 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.14719 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.169125 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.206863 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.538515 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.439244 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.473293 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.0560351 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.371469 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.461847 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.313278 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.440599 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.504777 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.35902 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.452898 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0290033 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0681097 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.28922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.410534 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.523455 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.690147 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.41918 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.481992 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.343471 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.439863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0722663 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0577501 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.28924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.410535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.523525 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0949773 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.00974754 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.30443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.396701 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.530904 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.628647 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.31166 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.493288 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.392195 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.545652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.759907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.296053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.157057 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.36625 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.390624 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.620164 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.22802 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.26454 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.721488 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.01157 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.811455 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.632725 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.828932 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.53417 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.436794 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.560639 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.800759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.222552 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.045342 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.134618 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.254536 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.278909 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.1064 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.511316 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.170634 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.263909 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.207579 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.416713 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.764294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0698749 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.073703 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.192141 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.458586 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.482959 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.292025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.256763 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.169015 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.139039 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.482959 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.292025 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.256763 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.445375 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.139039 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.378209 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.292025 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.712497 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.256763 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.445375 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.472721 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0669977 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.31268 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.111713 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.150838 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.18124 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.129537 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.0983463 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.154175 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.109915 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.0528068 # DEPENDENCYPART_GRANDPAR
(14,3),(3,15),-0.22943 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.362689 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.208418 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.282681 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.433896 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.136706 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0823687 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.118885 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0190894 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.02129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.219274 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.219062 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.20053 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.270702 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.429046 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.134562 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.176374 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.11285 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0174605 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.02129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.219342 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.15122 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.187652 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.000598945 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.998904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.219123 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.369017 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.394484 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.488114 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.131836 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.153509 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.189655 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.01774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.229404 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.501178 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.652271 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.617201 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.567165 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.666445 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.642583 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.648286 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.562162 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.739994 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.47445 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.602685 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.644459 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.644297 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.445785 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.509701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0786378 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.128368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0724556 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0373856 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0713232 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0150659 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.221365 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.0899796 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),0.0545749 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.606992 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.47555 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.55764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.29853 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0650278 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.183523 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.148453 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.192752 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.334517 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0329014 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0616751 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.148453 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.192752 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.334517 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.20867 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0616751 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.183995 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.192752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.123289 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.334517 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.20867 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.230106 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.155546 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.326971 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.140241 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.208801 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.387429 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.412091 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.0494247 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.14396 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.802277 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.498856 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.360712 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.732387 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.109745 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.0332471 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0707907 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.0476279 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0768407 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.177001 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.82258 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),0.345467 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.24241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,17),-0.324089 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.197741 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.835068 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.141552 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.091165 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.154049 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.499515 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.361661 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.354709 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.723147 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.128004 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0751684 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.330336 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0520077 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.0805274 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),0.155879 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.154846 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0660843 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.41037 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.528452 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.389329 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0957718 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0109676 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.648801 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.0916642 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.349827 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),0.331736 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.167561 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.185714 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.273699 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.00632173 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.191288 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),0.275641 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.292848 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.865262 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0555358 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.268909 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0804986 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.404023 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0747531 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0210264 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.596899 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0612651 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.290074 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.02546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.448204 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.162247 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.179453 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.326418 # DEPENDENCYPART_GRANDPAR
(15,9),(9,25),-0.491049 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.422083 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.159142 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.393507 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.114409 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.118374 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.722519 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0355406 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.366926 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.15161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,3),0.187011 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.372469 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0986778 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.345961 # DEPENDENCYPART_GRANDPAR
