# _root_ Απλουστευτικές ενιαίες λύσεις , όπως η περικοπή του χρόνου εργασίας σε ευρωπαϊκό επίπεδο , είναι άνευ σημαντικής ουσίας .
#goldHeads=3,3,5,5,15,7,5,9,7,9,7,13,11,15,0,15,18,16,0,
#predictedHeads=3,3,4,15,4,7,15,9,7,9,7,13,11,15,0,15,18,16,0,
(18,11),(11,12),-0.639979 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.458848 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.33134 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.981335 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.18678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,3),-0.752831 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.310133 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.435944 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.196022 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.88687 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0366455 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.20032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,4),-0.390583 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.470376 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.563593 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.407157 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.396016 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.405645 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.48419 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.575555 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.214427 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.840125 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0118084 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.373852 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.26599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,13),-0.317836 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.292555 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.230774 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.18013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.385789 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.108794 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.20028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.381578 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.695718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,8),-0.599425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.547698 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.316045 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.613331 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.44187 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.304575 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.12281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
