# _root_ Κύριε Πρόεδρε , καταρχάς θα ήθελα να συγχαρώ τους τρεις εισηγητές - τον κ. Χατζηδάκη , τον κ. van Dam και τον κ. Grosch - για το έργο τους .
#goldHeads=2,6,2,6,6,0,8,6,11,11,12,8,15,15,21,21,20,20,20,21,12,24,24,21,12,8,28,26,28,0,
#predictedHeads=2,6,4,6,6,0,8,6,11,11,8,21,15,15,21,21,20,20,20,21,8,24,24,21,21,8,28,26,28,0,
(15,12),(12,4),-0.541832 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.784664 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.680896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.274707 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.386953 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0788571 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.50897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.397071 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.649964 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.590485 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-0.742869 # DEPENDENCYPART_GRANDPAR
(15,12),(12,30),-0.755949 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.399908 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.214628 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.424374 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.392141 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.09213 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.0811 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.869255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.06926 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.11899 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.01692 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.916523 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.621317 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.971716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.13856 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.136232 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.220591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.143585 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.393484 # DEPENDENCYPART_GRANDPAR
(15,16),(16,30),-0.340732 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.167438 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.0418508 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.0440059 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.133054 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.196811 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.457291 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.24497 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0142837 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.0635935 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.135564 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.00067776 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.308088 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.187077 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.111297 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.0446614 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.228423 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.182385 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.0758947 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.206716 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.143652 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0701251 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.135543 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0794192 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.199303 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.352532 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.00264681 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.0370778 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.163478 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.154322 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0548406 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.0696209 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.136366 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.00795713 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.110185 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.0747186 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.112331 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.0740086 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.919234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,21),-0.480988 # DEPENDENCYPART_GRANDPAR
(16,6),(6,25),-0.428515 # DEPENDENCYPART_GRANDPAR
(16,6),(6,26),-0.414357 # DEPENDENCYPART_GRANDPAR
(16,6),(6,28),-0.614677 # DEPENDENCYPART_GRANDPAR
(16,6),(6,30),-0.696624 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.159524 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.15771 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.048187 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.0623606 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.140744 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.123861 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.107064 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0690825 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.295675 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0811567 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.098341 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.0290039 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0675704 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.919205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,21),-0.480517 # DEPENDENCYPART_GRANDPAR
(16,8),(8,25),-0.428501 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.414217 # DEPENDENCYPART_GRANDPAR
(16,8),(8,28),-0.614218 # DEPENDENCYPART_GRANDPAR
(16,8),(8,30),-0.69661 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0873496 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.0883893 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0506306 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0130423 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.039777 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.435323 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0457065 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.287165 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.146313 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.155087 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.964032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,21),-0.457291 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.40601 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.108221 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.204667 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.00373128 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.0072725 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.138815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0747565 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.363921 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0399178 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0501137 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0568445 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.969658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,21),-0.473984 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.447085 # DEPENDENCYPART_GRANDPAR
(16,12),(12,26),-0.402524 # DEPENDENCYPART_GRANDPAR
(16,12),(12,30),-0.713365 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.16192 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.253448 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.045687 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.964032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,16),-0.47483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.402863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.466785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.433753 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.462891 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.119016 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0800063 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.416703 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.714153 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.46244 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.510664 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.5407 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.476947 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.560258 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.545105 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.406649 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.295042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.273473 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.364412 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.308822 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.00652918 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.215221 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.157121 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.00251566 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.0964583 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.00661112 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),-0.259279 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-0.382456 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.679953 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.525696 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.372428 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0120613 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.131472 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.0263747 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.140871 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.26636 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.00210872 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.165763 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.0917377 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.344679 # DEPENDENCYPART_GRANDPAR
(16,30),(30,15),-0.37194 # DEPENDENCYPART_GRANDPAR
(16,30),(30,26),0.0489909 # DEPENDENCYPART_GRANDPAR
(16,30),(30,28),-0.281379 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.265562 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.33305 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.224699 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.346996 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.367623 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.383961 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.287941 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.222839 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.266068 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.06764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.252792 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.454152 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.483737 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.523546 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.599168 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.246796 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.232506 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.188303 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.30631 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.316192 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.337918 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.22332 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.16866 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.236309 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.104286 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.1875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.501224 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.576991 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.573542 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-0.648824 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.196264 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.366685 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.684189 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.500942 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.7193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,24),-0.375139 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.0498767 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.144062 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.217145 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.183702 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.373458 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.550704 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.370642 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.54102 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.454725 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.07824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,24),-0.634487 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.178198 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.145685 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0829608 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.147622 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.104592 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.263275 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),0.137857 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),0.0950515 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),0.137514 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-0.873598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,1),-0.249292 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.213884 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),0.159337 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),0.103961 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.388028 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.348835 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.0961559 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.135959 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.0906084 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.161596 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.354742 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),-0.174841 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.258441 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.230417 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.248507 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),0.092786 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),0.0179652 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.135245 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.0906343 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),0.0666921 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.288357 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.260302 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.226235 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.336328 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.0322864 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.223369 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.152989 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.165534 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),0.0789573 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.360842 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.0533738 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),-0.372611 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.819352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,25),-0.374282 # DEPENDENCYPART_GRANDPAR
(21,6),(6,26),-0.2923 # DEPENDENCYPART_GRANDPAR
(21,6),(6,28),-0.427712 # DEPENDENCYPART_GRANDPAR
(21,6),(6,30),-0.345987 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.272839 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.237642 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.335095 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),0.0163092 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.228496 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.0483206 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.158172 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),0.355414 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.0697009 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.0654686 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.349758 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.0130433 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),0.0398851 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),-0.349176 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-0.819279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,25),-0.374676 # DEPENDENCYPART_GRANDPAR
(21,8),(8,26),-0.29258 # DEPENDENCYPART_GRANDPAR
(21,8),(8,28),-0.427633 # DEPENDENCYPART_GRANDPAR
(21,8),(8,30),-0.346381 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.273783 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),0.0167869 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.116876 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.0760335 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),0.412443 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.168253 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.30302 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.456404 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.0184418 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.0472794 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.330107 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.873597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,26),-0.337134 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.347768 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.311205 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.305422 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.0686751 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.127171 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0859427 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.184927 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.154409 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.0757125 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.111535 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.295709 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.838845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,25),-0.447421 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-0.286314 # DEPENDENCYPART_GRANDPAR
(21,12),(12,30),-0.418489 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.2991 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.543394 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.12935 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.323147 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.388028 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.348835 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.342894 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.107584 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.231971 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.190463 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.191234 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.372468 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.196172 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0982003 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.0146265 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.849782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,25),-0.455676 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.294789 # DEPENDENCYPART_GRANDPAR
(21,16),(16,30),-0.426544 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.367014 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.459147 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0473987 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.318323 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.216717 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.459004 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0431164 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0504293 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.216717 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.352622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.575737 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0667274 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.347706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.622266 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.398025 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0628765 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.669896 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.641937 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.488204 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.49214 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.365072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,24),0.219098 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.0920218 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.154539 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.0806435 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.0146846 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.318733 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.02443 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.0485882 # DEPENDENCYPART_GRANDPAR
(21,28),(28,22),0.54969 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.0465644 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.314787 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.285425 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.129806 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.0421086 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-0.491741 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),0.164421 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.139958 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.171779 # DEPENDENCYPART_GRANDPAR
(23,21),(21,2),-0.212616 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.198518 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.205733 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.186395 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.223188 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.157066 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.213911 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.143526 # DEPENDENCYPART_GRANDPAR
