# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(8,5),(5,6),-0.122695 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0661331 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.16831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.385999 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.417793 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.758609 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.809624 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.592192 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.110241 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.312645 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.24548 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.392622 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.289025 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.241357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.00658955 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.1139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.271798 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.276613 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.705855 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.701392 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.505281 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.497155 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.747576 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.232262 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.625583 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.537791 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.862941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.643734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0905826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.195373 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.174664 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.137626 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.862617 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.746518 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.71686 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.606706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.229484 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.227789 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.219762 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.142979 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.277201 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.308285 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0946592 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.234815 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.645838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.175295 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.233562 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.136991 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.313236 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.306342 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.107875 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.269018 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.136019 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.251401 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.862618 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.611642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.226184 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.218253 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.185721 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.276132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.307128 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.677508 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0951044 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.413792 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.538424 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.852119 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.684405 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.0217187 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0186621 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.340707 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.400826 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.245023 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.378536 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0136602 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.538728 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.572983 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.805001 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.515123 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.636935 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.684647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),-0.166027 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.206703 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.132314 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.171711 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.108466 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.533324 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.37565 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.388469 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.476027 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.136403 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.0203926 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.482777 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.846409 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.389405 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.787218 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.607269 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.603946 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.589021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.218485 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.209233 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.151473 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.206591 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0187005 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.295431 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.173381 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.582815 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.383953 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.292402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.265337 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.379694 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.151309 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.415595 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),0.00513464 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.365678 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.331821 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.392273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.491024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.18325 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.12131 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.644566 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.405552 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.186106 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.28166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.612313 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.629793 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.887701 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.89968 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.718633 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.479233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.632305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.56754 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.23232 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.640753 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.654533 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.724527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.286129 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.469096 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.463833 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.357072 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0996948 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.16017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.439347 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.658861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.0918527 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.404543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.321039 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.314503 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0444216 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.133169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.666604 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.184671 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0704469 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.56754 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.654533 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.719171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0369941 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.320644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.357161 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0996948 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.4631 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.160881 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.415922 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.242754 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.216369 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.623131 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.517826 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0573188 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.117307 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.217459 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.546739 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.98752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.279162 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.743692 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.581642 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0766881 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0972981 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.539285 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.422386 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.309988 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.122471 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.19444 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.525869 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.865301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.21396 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.453171 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.607595 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.467014 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.456244 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.912752 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.918634 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.541761 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.791887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.159862 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.196017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.54515 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.413086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.246323 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.146518 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.293224 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.502678 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.962661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.267117 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.5226 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.704665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.56776 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.467472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.01832 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.163013 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.919899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.192 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.454242 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.662107 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.330596 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.378158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0941194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.043014 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.156095 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0148653 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.550374 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.294826 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.0601468 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0349997 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.988427 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.362616 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0684645 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.319127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.0956511 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.120622 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0461409 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.289712 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.5293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.603584 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.626516 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.02575 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.469769 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.0477979 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.354254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.322804 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0683161 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0961073 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0430133 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.662535 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.52281 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.606847 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.628774 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.637082 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.778333 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.326542 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.280914 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0173784 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.185119 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0698871 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.510097 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.567418 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.363509 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.242202 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.616577 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0504382 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.551559 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.351828 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.651863 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.564561 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.01618 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.437719 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.764037 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.317178 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.0161882 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.405227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.303869 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.053509 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.147469 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.00452474 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0488946 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.120348 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.418434 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.15879 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0991957 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.411888 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.0300045 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.499856 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.479353 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.235901 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.339373 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.677038 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.546059 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.0849815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.213418 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.346744 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.291482 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.39837 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0177811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.147272 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.215305 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.478768 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.000147071 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.01404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0779317 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.143033 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.48906 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.69267 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.763093 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.366902 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.296971 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.146759 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0643237 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.27324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.04268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0371818 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.102836 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.535083 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.722801 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.759738 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.758159 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.252673 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.957538 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.487892 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.87007 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.586156 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.669504 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.135006 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.22689 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.202121 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.199761 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.316989 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.680612 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.756518 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.801528 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.801054 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.544168 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.608071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.533678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.63973 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.281798 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.368378 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.381195 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.438851 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.678297 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.671882 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.662566 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.475509 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.57922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.572755 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.619849 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0299853 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.265675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.428877 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.254697 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.287489 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.490473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.14173 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.178294 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.525357 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.690473 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.575657 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.71539 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.746409 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.638994 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.446398 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.793901 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.489065 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.660788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.512707 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.593487 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.143614 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.343932 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0603457 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.31954 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.13462 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.169533 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.370829 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.190539 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.374581 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.18761 # DEPENDENCYPART_GRANDPAR
