# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(18,16),(16,15),-0.130456 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0658986 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.64185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.239469 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.125204 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.129084 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.317772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.424724 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.75955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.000275338 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.951994 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-1.08043 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.915377 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-3.15085 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.5991 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.890138 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.617601 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.899433 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.822124 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.858393 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.72757 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-2.26781 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.87563 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.14599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.538779 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.181638 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0959476 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.242369 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-2.3308 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.619232 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.916987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.763563 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.237874 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0980857 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.148284 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.698137 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.498003 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.104186 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.153548 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.619232 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.623351 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.268183 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.149613 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-1.34628 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.353617 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.12081 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.086464 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.276741 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.0830879 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.602587 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.668236 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.11067 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.433805 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.406914 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.211134 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.278427 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.213015 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),-0.0721946 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.16024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,21),-0.580926 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.750643 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.475418 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.661972 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.635401 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.432226 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.546497 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.349615 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.16563 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.393992 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.184234 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.2132 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.154317 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.192477 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),-0.0515095 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.10584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.241017 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-0.53629 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),-0.626368 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.546054 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.357186 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.174432 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.572664 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0321746 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.415341 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.189788 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.221716 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.213584 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.168091 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.278302 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.19827 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.0573024 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.10584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),-0.241017 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.536393 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),-0.626368 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.347045 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.337908 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.269154 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.261022 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.294858 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.116082 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.608725 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.369076 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.178343 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.568166 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.203002 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.144847 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.278427 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.213015 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.0721946 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.16024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.580926 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.369076 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.333333 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.716561 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.144847 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.278427 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.213015 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.475418 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.193191 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.761949 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.732059 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.30342 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.461462 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.45333 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.502479 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.18437 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.213092 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.316608 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.04381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,13),-0.100454 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.286937 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.146117 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.545382 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.354268 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.181308 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.570411 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.536844 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.130941 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.340313 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.724127 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.33218 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.215485 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.338577 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.361054 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0746416 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0553909 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.10584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.241017 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.53629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.631249 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.626513 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.118027 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.266634 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.545032 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.354268 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.179323 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.571103 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.537537 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.130941 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.340313 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.33218 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.2135 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.338227 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.361054 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.350514 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0795777 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.10584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.241017 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.53629 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.631249 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.626368 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.26932 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.862417 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.72211 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.603572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0238398 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.266213 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.318202 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.589395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.240388 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.217913 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.328658 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.862417 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.247551 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0769635 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.323401 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.984457 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.0467117 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0793711 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.343847 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.669299 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.965631 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.604046 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.659106 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.628402 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.546599 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-1.18097 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.766865 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.787436 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.383982 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.412939 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.530182 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.718659 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.570381 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-1.00129 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.445207 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0826232 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.17847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.191428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.672181 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.557244 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.768108 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.69168 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.645156 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-1.18189 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.779012 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.647459 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.44726 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.476217 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.628739 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.781616 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.581812 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-1.00984 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.473205 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.648254 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.27569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.241105 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.769405 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.623681 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.611289 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.708156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0875085 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.154551 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.07305 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.642632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.336284 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.187155 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.25079 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.728583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.301388 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.222474 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.299029 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.062743 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.394328 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.413118 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.399265 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.436928 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.04784 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),0.0114771 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.396798 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.245937 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.448943 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.28028 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.168915 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.236347 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0908913 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.03007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.300331 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.304279 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.481314 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.497954 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.248664 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.190696 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.06147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.257684 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.358203 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.0523 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.711882 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.56345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.0693158 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-0.892157 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.641315 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.629195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.786568 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.515188 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.884284 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.395052 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.542922 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.313758 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.519343 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.153645 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0192218 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.3127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.360756 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0438435 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.0371022 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.2366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.314488 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-0.962569 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.748795 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.491421 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.743127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,7),(7,1),-0.566066 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.650374 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.350298 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.492069 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.564659 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.625049 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.392795 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.62197 # DEPENDENCYPART_GRANDPAR
(23,7),(7,12),-0.627087 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),-0.356236 # DEPENDENCYPART_GRANDPAR
(23,7),(7,14),-0.540881 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),-0.292333 # DEPENDENCYPART_GRANDPAR
(23,7),(7,18),-0.220788 # DEPENDENCYPART_GRANDPAR
(23,7),(7,19),-0.265423 # DEPENDENCYPART_GRANDPAR
(23,7),(7,20),-0.402829 # DEPENDENCYPART_GRANDPAR
(23,7),(7,21),-0.334776 # DEPENDENCYPART_GRANDPAR
(23,7),(7,23),-1.06397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,11),-0.541896 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.591173 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.325468 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.319678 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.288393 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.261809 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.08974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,19),-0.30267 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.368259 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.324395 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.0777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,15),-0.591173 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.398674 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.367797 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.08974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
