# _root_ Σημειώνεται πάντως ότι το " νέο , ευέλικτο Σύμφωνο Σταθερότητας " δίνει μεγαλύτερη έμφαση στο δημόσιο χρέος , κάτι το οποίο δεν ευνοεί χώρες όπως η Ελλάδα .
#goldHeads=0,1,1,9,9,7,9,7,12,9,9,3,14,12,12,17,15,12,3,21,23,23,19,23,24,27,24,0,
#predictedHeads=0,1,1,9,9,9,9,9,12,9,9,3,14,12,12,17,15,23,17,21,23,23,19,23,24,27,23,0,
(7,13),(13,11),0.0659595 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.160435 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.234153 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.291426 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.167652 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.194751 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.167384 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0239071 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.278345 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.419227 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.214292 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.13068 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.108106 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.209031 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.024257 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.114437 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.247344 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.359158 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.38983 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.438346 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.422657 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.431 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0655526 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.22823 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0457453 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.180901 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.596846 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.824926 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.717072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.647425 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.903865 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.663777 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.047514 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0798639 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.535419 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.181021 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.20123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.397684 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.651724 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.597306 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.765366 # DEPENDENCYPART_GRANDPAR
(8,5),(5,27),-1.29641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0595681 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0618689 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.173816 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0367655 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.132639 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.20251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.396465 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.650505 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.91938 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.722405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0343989 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.110221 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0372071 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.554407 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.20295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.414993 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.669032 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.60223 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.78268 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.656678 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.999683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.994303 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.31372 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.03992 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.336187 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.642279 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.450951 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.00312 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.288351 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.679833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.243719 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.199627 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.358793 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.26665 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.755574 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.612776 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.436265 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.167552 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.04131 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.336187 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.64228 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.450951 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.00312 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.288351 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.679833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.139833 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.199628 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.358847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.26665 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.763925 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.617646 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.612044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.01669 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.968484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.7674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0253493 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.228712 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.412462 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.257843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.759271 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.887463 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.134359 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.626292 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.425704 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.473459 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.355688 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.253025 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.436265 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.828312 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.171206 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.040102 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.207741 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0226998 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.154943 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.131686 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.119935 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.17061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.0867035 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.425122 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.70029 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.70409 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.305922 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.886182 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.305798 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.02763 # DEPENDENCYPART_GRANDPAR
(9,1),(1,25),-0.849948 # DEPENDENCYPART_GRANDPAR
(9,1),(1,27),-1.17802 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.872198 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.246031 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0768885 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.713945 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.961087 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.101554 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.279888 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.133962 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0430247 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0990468 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.0603177 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.457831 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.702229 # DEPENDENCYPART_GRANDPAR
(9,5),(5,27),-1.2044 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0862224 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.257169 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.700171 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0466001 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0462993 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.132267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.2253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.032015 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.281124 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.00871 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0907164 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.290105 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0356596 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.219081 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.136309 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.20566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.0516525 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.454468 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.710096 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.09474 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.908913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.921238 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.21307 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.255928 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0450232 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0882367 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0454654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.22528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0320307 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.463149 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.940859 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.35089 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.52117 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.19261 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.538628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.436666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.473242 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.472667 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.64692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.000392586 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.322236 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.680591 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.274381 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.00261188 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.500503 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.25727 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.328809 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.36481 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.711746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.554519 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.404947 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.638671 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.245479 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.718126 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.25524 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.500185 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.660968 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.447438 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.35059 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.35871 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.38659 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.695439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.570842 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.00229207 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.477835 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0529048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.293566 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.299098 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.127585 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.170977 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.152696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.281328 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.276809 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.420865 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.248431 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0296943 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.142889 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.117802 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.501982 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.323371 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.19124 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.471308 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.634934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.628636 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0741245 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.598961 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0248654 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.489185 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.429295 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0378005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.400702 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.244051 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.4416 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.747689 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.407889 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.264465 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.023103 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),-1.25524 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.500183 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-0.660967 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.350588 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.386588 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.699785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.566496 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),-0.0679432 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.620977 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.233261 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),0.220122 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.430873 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.415344 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),0.184384 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.0757814 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.471891 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.0824517 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.159429 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.283759 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.277239 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.423296 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-0.250324 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.133342 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.605455 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.908581 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.662012 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.385461 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.238568 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.299757 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.136518 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.198188 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0433485 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.324241 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.159676 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.26912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.481495 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.793029 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.871246 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.908191 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-1.06062 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.556324 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-1.09823 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-0.962683 # DEPENDENCYPART_GRANDPAR
(10,1),(1,27),-1.45202 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.3046 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.338027 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.190685 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.806684 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.39001 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.378491 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.371906 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.219152 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.131993 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.345113 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.171618 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.2955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.514204 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.794968 # DEPENDENCYPART_GRANDPAR
(10,5),(5,27),-1.4784 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.363159 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.349186 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.839842 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.160397 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.128714 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.311889 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.125406 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.3238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,15),-0.883393 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-1.43764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.367654 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.382123 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.149456 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.13405 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.307849 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.118721 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.30417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.510841 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.802835 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.30817 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.20236 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.09567 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.48707 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.347946 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.15882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.264894 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.220477 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.125251 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.32379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.519522 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.11529 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-1.2962 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.362879 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.85431 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.12547 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.246718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.190208 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.381299 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.38898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.57141 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.88446 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.42443 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.991111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.978998 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.832375 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.986128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.68602 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.68198 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.809027 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.656282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.801834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.497862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.852064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.41801 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.997503 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.68399 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.779081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.75304 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.561235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.703762 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.533723 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.830807 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.629946 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.78553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0541011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.691257 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.119654 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.312319 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.59253 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.307422 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0795749 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.263831 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.357325 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.387613 # DEPENDENCYPART_GRANDPAR
