# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,4,3,7,10,8,12,3,14,15,12,15,16,21,20,21,15,21,22,23,24,25,24,0,
(11,15),(15,21),0.0193625 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0928566 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.324079 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),0.0364214 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.0608609 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.249508 # DEPENDENCYPART_GRANDPAR
(11,15),(15,28),-0.0684103 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),-0.247957 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.293138 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.0627736 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.403808 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.0777434 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.116955 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.289427 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.0627982 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.186689 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.132547 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0959437 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0280124 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0743373 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0464402 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0145366 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.796511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.0586639 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.161166 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.685711 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.373733 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.285629 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.404255 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.301168 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.35833 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.319596 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.175066 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.216915 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.277334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.518379 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.452956 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.12153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.242327 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.123573 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.156521 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.161954 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.299808 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.0725214 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.132247 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),0.11597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),0.0455995 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.0279501 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.504509 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.39575 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.266653 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.124771 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.00160481 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.473983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.129671 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.021763 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.363279 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.319596 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.122977 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.240592 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.161192 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.515477 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.460159 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.485433 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.420345 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.316637 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.378927 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.445496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,14),0.214293 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.386509 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.076708 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0510574 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0426028 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.684624 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.136863 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0520413 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.313925 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.0298911 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.244727 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.0773973 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.191238 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.175453 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-0.515477 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-0.460159 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.485433 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.420345 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.316637 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.378927 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.445496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,14),0.214293 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.386509 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.076708 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.0510574 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.0426028 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.684624 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.136863 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.0135963 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.0339626 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.370813 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.244727 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.0773973 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.191238 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.175453 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.316761 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.181853 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.802551 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-1.36989 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.516007 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.489801 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.318349 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.403155 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.729785 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.253796 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.134163 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.15105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.67158 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.742334 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-1.48392 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.444422 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.391495 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.335595 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.410271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.609917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.143261 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.11814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.665636 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.927141 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.285732 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.164224 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.695599 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.77162 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.511299 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.548714 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-0.762505 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.11221 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.74943 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.797786 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.751866 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.71661 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.770642 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.980432 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.594332 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.635521 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.530324 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.65878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0433302 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.116019 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.363927 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.571254 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0990984 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.158762 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.32778 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.136513 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),0.0475401 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.8897 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.366609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.172661 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.100003 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.380285 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.555238 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.121004 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.316569 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.158418 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.577651 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.595822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.0246224 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.41152 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.704355 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.335115 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.403044 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.58048 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.042282 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.101492 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.119429 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.260432 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.165197 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.207217 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.76948 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.124812 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0822575 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.105548 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.387642 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.0394219 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.0192328 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.51382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),0.290029 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.0999237 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.015031 # DEPENDENCYPART_GRANDPAR
(15,3),(3,26),-0.447712 # DEPENDENCYPART_GRANDPAR
(15,3),(3,28),-0.438798 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.190223 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.618599 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.681724 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.00198201 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.0408836 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.123206 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.119994 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.109384 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.251858 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.629141 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.206802 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.265495 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),0.207611 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.578708 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.122374 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.646291 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.0058315 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0164252 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.241896 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.124986 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0935923 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.507529 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.80576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.0511534 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.18794 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.364291 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0421929 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.204121 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.403725 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.482819 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.270902 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.548581 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0226361 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.00731681 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.463164 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0317057 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.184169 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.74031 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.73553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,2),-0.00729512 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.969362 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.312463 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.162168 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.102646 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.148498 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.367627 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0552318 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.418007 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.67485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,25),-1.01091 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0120196 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.25288 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.80172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.361745 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.306114 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.366145 # DEPENDENCYPART_GRANDPAR
(15,12),(12,28),-0.663874 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.290581 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0323347 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0227736 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.46848 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.60495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.188626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.0768286 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.997382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.511263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.182482 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.142869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.195788 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.0978897 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.135758 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.199229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.0535752 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.691186 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.139401 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.131673 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.224998 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.410358 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.47005 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.139162 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.58546 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.380609 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0913251 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0799515 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.144977 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.323085 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.5988 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.227204 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.642543 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.24344 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.199229 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.0535752 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.691186 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.588715 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.182877 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0667375 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.173029 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.224998 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.111462 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.399518 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.0901378 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.430918 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.551807 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.68346 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.776979 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.587472 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.914313 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.566494 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.516304 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.0207705 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.01828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.65555 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.389063 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.252347 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.296484 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0206688 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.323599 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.113624 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.046228 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.518204 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.0992597 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.433081 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.256742 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.130812 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.261955 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0563675 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.101464 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.45341 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.0282603 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.380847 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.199229 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.0819819 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.398847 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.408801 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.115883 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.397146 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.0872529 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.429571 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.551807 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-1.68346 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.776979 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.587472 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.914313 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.566494 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.516304 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.0207705 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-1.01828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),0.65555 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.389063 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.252347 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.296484 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.0206688 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.175951 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.354843 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.224018 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.518204 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.0992597 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.433081 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.256742 # DEPENDENCYPART_GRANDPAR
(15,26),(26,4),-0.616626 # DEPENDENCYPART_GRANDPAR
(15,26),(26,16),0.636473 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),0.368619 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),0.000224504 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),0.365682 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.244455 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),0.200341 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.530865 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.586971 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.238529 # DEPENDENCYPART_GRANDPAR
(15,27),(27,20),0.220321 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),0.405698 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),-0.0252098 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),0.335161 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.414732 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.0492696 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.163027 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),-0.705217 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.618081 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.482035 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.46285 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.305522 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.413863 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.374413 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.382766 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.382985 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.416933 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.303971 # DEPENDENCYPART_GRANDPAR
